Player Name,Club Name,Performance,Aerial Duels,,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov
Roman Yaremchuk,Valencia,ua UKR,FW,27,13.2,4,0,0,9,15,19,4,1,2,0,0,0,28,26,46,36.1,Matches
Mouctar Diakhaby,Valencia,gn GUI,"DF,MF",26,12.9,6,0,0,10,2,0,0,12,11,0,0,0,67,25,13,65.8,Matches
Domingos André Ribeiro Almeida,Valencia,pt POR,"FW,MF",23,10.7,0,0,0,12,20,1,18,6,15,0,0,0,43,4,15,21.1,Matches
Jesus Vazquez,Valencia,es ESP,"DF,MF",20,10.3,1,0,0,11,10,2,25,4,17,0,0,0,47,12,19,38.7,Matches
Yarek Hernandis,Valencia,es ESP,DF,18,10.2,2,0,0,13,2,0,9,18,16,0,0,1,15,15,4,78.9,Matches
Selim Amallah,Valencia,ma MAR,"FW,MF",26,8.3,5,1,1,21,28,1,4,13,15,0,0,0,36,11,15,42.3,Matches
Peter Federico,Valencia,do DOM,"MF,FW",21,7.2,1,0,0,11,11,1,18,7,3,1,0,0,27,10,10,50.0,Matches
Jaume Doménech,Valencia,es ESP,GK,32,5.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,Matches
Alberto Marí,Valencia,es ESP,FW,22,4.3,0,0,0,10,6,4,2,0,4,1,0,0,10,8,20,28.6,Matches
Pablo Gozalbez,Valencia,es ESP,"MF,FW",22,3.2,1,0,0,10,7,1,6,2,2,0,0,0,6,1,5,16.7,Matches
Hugo González,Valencia,es ESP,"MF,FW",20,1.8,1,0,0,4,4,2,12,0,1,0,0,0,8,0,4,0.0,Matches
César Tárrega,Valencia,es ESP,DF,21,1.1,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,,Matches
Ruben Lendinez,Valencia,es ESP,DF,20,1.0,1,0,0,2,1,0,0,0,4,0,0,0,1,0,0,,Matches
Marco Camús,Valencia,es ESP,MF,21,0.8,0,0,0,1,4,0,1,2,0,,,0,,,,,Matches
Cristian,Valencia,es ESP,GK,25,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
David Otorbi,Valencia,es ESP,FW,15,0.5,0,0,0,1,0,0,5,0,1,,,0,,,,,Matches
Mario Dominguez,Valencia,es ESP,FW,19,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,Matches
Ali Fadal,Valencia,gh GHA,MF,19,0.2,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Guillaume Restes,Toulouse,fr FRA,GK,18,43.0,5,0,0,1,15,0,0,0,0,0,1,0,56,2,0,100.0,Matches
Rasmus Nicolaisen,Toulouse,dk DEN,DF,26,42.5,7,1,1,52,29,0,0,57,37,0,2,0,180,138,46,75.0,Matches
Thijs Dallinga,Toulouse,nl NED,FW,22,38.1,6,0,0,44,50,26,21,4,21,1,0,0,82,69,55,55.6,Matches
Logan Costa,Toulouse,cv CPV,DF,22,36.4,8,1,1,45,11,1,18,28,38,0,1,0,186,73,44,62.4,Matches
Vincent Sierro,Toulouse,ch SUI,MF,27,35.9,9,0,0,64,60,3,144,46,37,2,0,0,184,33,39,45.8,Matches
Gabriel Suazo,Toulouse,cl CHI,DF,25,35.6,8,0,0,34,41,3,128,32,44,1,0,0,180,17,22,43.6,Matches
Cristian Cásseres Jr.,Toulouse,ve VEN,MF,23,29.3,3,0,0,56,49,0,29,37,48,0,1,1,180,20,32,38.5,Matches
Aron Dønnum,Toulouse,no NOR,"FW,MF",25,25.7,12,0,0,47,51,5,42,13,18,1,0,0,116,9,18,33.3,Matches
Mikkel Desler,Toulouse,dk DEN,DF,28,23.3,4,0,0,26,23,2,38,32,23,0,0,0,122,28,26,51.9,Matches
Moussa Diarra,Toulouse,ml MLI,DF,22,22.6,7,0,0,31,26,0,20,33,20,0,0,0,97,30,27,52.6,Matches
Stijn Spierings,Toulouse,nl NED,MF,27,20.6,7,0,0,47,21,0,13,29,48,1,0,0,167,19,10,65.5,Matches
Niklas Schmidt,Toulouse,de GER,MF,25,19.1,6,0,0,24,14,1,79,7,26,0,0,0,115,7,7,50.0,Matches
Frank Magri,Toulouse,cm CMR,"FW,MF",23,18.5,7,0,0,47,27,4,22,5,18,1,0,0,72,38,65,36.9,Matches
Waren Kamanzi,Toulouse,no NOR,"DF,FW",22,16.7,3,0,0,18,15,0,27,12,31,0,0,0,54,11,23,32.4,Matches
Christian Mawissa,Toulouse,fr FRA,DF,18,16.5,6,1,1,19,11,0,5,27,28,0,1,0,82,20,30,40.0,Matches
Yann Gboho,Toulouse,fr FRA,"MF,FW",22,15.9,1,0,0,12,43,2,17,6,7,2,0,0,63,7,9,43.8,Matches
Gelabert,Toulouse,es ESP,"MF,FW",22,11.8,1,0,0,14,21,1,11,5,10,0,0,0,55,10,12,45.5,Matches
Zakaria Aboukhlal,Toulouse,ma MAR,"MF,FW",23,8.8,2,0,0,17,17,8,5,1,8,1,0,0,21,6,7,46.2,Matches
Kévin Keben Biakolo,Toulouse,cm CMR,DF,19,7.6,1,0,0,12,8,0,4,15,5,0,0,0,36,8,10,44.4,Matches
Denis Genreau,Toulouse,au AUS,"MF,FW",24,5.9,0,0,0,13,12,0,7,6,9,0,0,0,46,7,7,50.0,Matches
Ibrahim Cissoko,Toulouse,nl NED,"FW,MF",20,5.1,2,0,0,3,8,4,25,2,5,0,0,0,19,0,7,0.0,Matches
Shavy Babicka,Toulouse,ga GAB,"FW,MF",23,4.7,0,0,0,7,4,2,15,0,9,0,0,0,19,5,6,45.5,Matches
Yanis Begraoui,Toulouse,ma MAR,"FW,MF",22,4.3,0,0,0,5,8,3,6,6,3,0,0,0,18,4,11,26.7,Matches
Naatan Skyttä,Toulouse,fi FIN,"MF,FW",21,2.9,1,0,0,3,3,0,3,2,7,0,0,0,11,0,6,0.0,Matches
Álex Domínguez,Toulouse,es ESP,GK,25,2.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Mamady Bangré,Toulouse,bf BFA,"FW,MF",22,1.1,2,0,0,3,0,1,4,4,2,0,0,0,12,1,3,25.0,Matches
Fares Chaïbi,Toulouse,dz ALG,"FW,MF",20,0.6,1,0,0,1,0,0,7,0,0,0,0,0,3,1,0,100.0,Matches
Noah Lahmadi,Toulouse,fr FRA,MF,18,0.3,0,0,0,0,0,0,0,0,1,,,0,,,,,Matches
Noah Edjouma,Toulouse,fr FRA,FW,17,0.1,0,0,0,1,1,0,2,0,0,,,0,,,,,Matches
Pascal Groß,Brighton,de GER,"MF,DF",32,45.6,7,0,0,31,34,4,312,23,56,0,1,0,175,16,22,42.1,Matches
Lewis Dunk,Brighton,eng ENG,DF,31,40.6,8,1,0,27,16,1,8,37,22,0,1,0,226,68,38,64.2,Matches
Jan Paul van Hecke,Brighton,nl NED,DF,23,37.3,9,0,0,28,25,1,6,41,37,0,1,1,159,80,49,62.0,Matches
Billy Gilmour,Brighton,sct SCO,MF,22,32.4,8,1,0,31,40,0,39,17,20,0,0,0,161,15,23,39.5,Matches
Simon Adingra,Brighton,ci CIV,FW,21,31.6,3,0,0,36,24,21,95,19,24,1,0,0,143,12,19,38.7,Matches
João Pedro,Brighton,br BRA,"FW,MF",21,30.5,4,0,0,25,81,12,38,11,17,5,0,0,75,44,27,62.0,Matches
Bart Verbruggen,Brighton,nl NED,GK,20,27.0,3,0,0,1,2,0,0,1,1,0,0,0,37,7,0,100.0,Matches
Igor,Brighton,br BRA,DF,25,25.4,6,0,0,28,7,0,1,21,21,0,0,0,120,30,15,66.7,Matches
Danny Welbeck,Brighton,eng ENG,"FW,MF",32,23.1,5,0,0,18,24,10,5,9,18,2,0,0,49,20,24,45.5,Matches
Jason Steele,Brighton,eng ENG,GK,32,23.0,1,0,0,0,1,0,0,0,0,0,0,0,38,1,0,100.0,Matches
Kaoru Mitoma,Brighton,jp JPN,FW,26,22.9,6,0,0,21,27,7,48,9,8,0,0,0,89,14,14,50.0,Matches
Joël Veltman,Brighton,nl NED,DF,31,21.8,6,0,0,21,46,1,13,25,46,0,0,0,96,32,25,56.1,Matches
Facundo Buonanotte,Brighton,ar ARG,"FW,MF",18,20.6,8,0,0,44,61,4,10,10,28,0,0,0,78,7,16,30.4,Matches
Pervis Estupiñán,Brighton,ec ECU,DF,25,19.8,7,0,0,26,23,7,85,25,20,0,0,1,94,16,15,51.6,Matches
Evan Ferguson,Brighton,ie IRL,FW,18,19.2,2,0,0,29,29,5,2,4,8,1,0,0,26,14,24,36.8,Matches
Carlos Baleba,Brighton,cm CMR,MF,19,16.6,8,0,0,48,28,0,1,20,22,0,0,0,99,25,9,73.5,Matches
Tariq Lamptey,Brighton,gh GHA,"DF,FW",22,14.4,5,0,0,18,24,3,44,16,20,1,1,0,46,5,9,35.7,Matches
Adam Webster,Brighton,eng ENG,DF,28,14.1,3,0,0,10,3,0,2,18,15,0,0,1,63,33,13,71.7,Matches
Jack Hinshelwood,Brighton,eng ENG,DF,18,13.5,1,0,0,13,5,2,16,16,6,0,1,0,47,7,8,46.7,Matches
Ansu Fati,Brighton,es ESP,"MF,FW",20,11.1,3,0,0,10,22,2,5,5,6,0,0,0,31,2,14,12.5,Matches
Adam Lallana,Brighton,eng ENG,"MF,FW",35,10.7,3,0,0,9,14,2,7,5,6,0,0,0,22,3,5,37.5,Matches
James Milner,Brighton,eng ENG,"DF,MF",37,10.5,3,0,0,12,7,4,30,8,16,0,1,0,52,10,14,41.7,Matches
Solly March,Brighton,eng ENG,"FW,DF",29,8.5,1,0,0,14,11,8,34,11,18,0,0,0,43,7,5,58.3,Matches
Jakub Moder,Brighton,pl POL,"MF,DF",24,8.2,2,0,0,8,6,2,7,4,11,0,0,0,40,3,5,37.5,Matches
Mahmoud Dahoud,Brighton,de GER,MF,27,7.5,1,1,0,8,2,0,6,4,7,0,0,0,36,0,5,0.0,Matches
Julio Enciso,Brighton,py PAR,"MF,FW",19,6.6,2,0,0,8,15,1,11,0,3,0,0,0,18,1,2,33.3,Matches
Valentín Barco,Brighton,ar ARG,"DF,FW",19,3.5,1,0,0,7,7,0,35,4,5,0,0,0,16,1,7,12.5,Matches
Odeluga Offiah,Brighton,eng ENG,DF,20,1.4,0,0,0,2,2,0,3,1,0,0,0,0,4,1,1,50.0,Matches
Mark O'Mahony,Brighton,ie IRL,FW,18,0.7,1,0,0,1,0,0,0,0,0,0,0,0,2,1,3,25.0,Matches
Benicio Boaitey,Brighton,eng ENG,"FW,DF",19,0.7,1,0,0,2,1,1,0,0,0,0,0,0,2,0,0,,Matches
Cameron Peupion,Brighton,au AUS,MF,20,0.5,0,0,0,1,1,0,0,0,3,,,0,,,,,Matches
Josh Duffus,Brighton,eng ENG,MF,18,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,Matches
Jack Hinchy,Brighton,eng ENG,MF,20,0.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Illia Zabarnyi,Bournemouth,ua UKR,DF,20,41.4,5,0,0,26,25,0,1,37,34,0,0,0,153,75,60,55.6,Matches
Dominic Solanke,Bournemouth,eng ENG,FW,25,39.4,5,0,0,45,49,18,7,7,11,1,0,0,97,97,135,41.8,Matches
Ryan Christie,Bournemouth,sct SCO,MF,28,36.0,6,0,0,50,45,5,86,56,51,0,1,0,231,21,38,35.6,Matches
Lewis Cook,Bournemouth,eng ENG,MF,26,35.6,6,1,0,46,20,2,147,69,46,0,0,0,228,42,29,59.2,Matches
Neto,Bournemouth,br BRA,GK,34,32.0,5,0,0,1,0,0,0,1,0,0,0,0,38,9,0,100.0,Matches
Marcos Senesi,Bournemouth,ar ARG,DF,26,29.7,15,0,0,54,16,0,27,41,35,0,0,0,164,37,40,48.1,Matches
Adam Smith,Bournemouth,eng ENG,DF,32,27.1,6,0,0,34,24,1,46,23,25,0,2,0,92,18,22,45.0,Matches
Milos Kerkez,Bournemouth,hu HUN,DF,19,26.0,6,1,0,31,30,1,66,23,33,1,0,1,93,18,31,36.7,Matches
Marcus Tavernier,Bournemouth,eng ENG,FW,24,25.9,3,0,0,21,26,3,133,8,37,0,0,0,142,13,31,29.5,Matches
Antoine Semenyo,Bournemouth,gh GHA,FW,23,25.5,6,0,0,46,26,6,47,7,18,1,0,0,111,52,81,39.1,Matches
Justin Kluivert,Bournemouth,nl NED,"MF,FW",24,23.0,6,0,0,55,33,6,33,9,17,0,0,0,88,12,22,35.3,Matches
Philip Billing,Bournemouth,dk DEN,MF,27,19.5,4,1,0,21,17,0,36,21,22,0,0,0,76,36,24,60.0,Matches
Lloyd Kelly,Bournemouth,eng ENG,DF,24,18.3,2,0,0,18,13,0,26,15,19,0,1,0,121,28,18,60.9,Matches
Max Aarons,Bournemouth,eng ENG,DF,23,15.8,2,0,0,13,32,2,20,8,20,0,1,0,75,5,11,31.3,Matches
Dango Ouattara,Bournemouth,bf BFA,"FW,DF",21,15.5,3,0,0,15,22,6,42,22,30,0,0,0,69,35,32,52.2,Matches
Alex Scott,Bournemouth,eng ENG,MF,19,15.4,6,0,0,26,36,1,55,17,20,0,0,0,63,14,22,38.9,Matches
Luis Sinisterra,Bournemouth,co COL,"FW,MF",24,10.8,0,0,0,14,10,6,14,9,14,0,0,0,47,16,20,44.4,Matches
Chris Mepham,Bournemouth,wls WAL,DF,25,9.4,2,0,0,19,4,0,1,12,14,0,0,0,31,29,20,59.2,Matches
Mark Travers,Bournemouth,ie IRL,GK,24,7.3,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,100.0,Matches
David Brooks,Bournemouth,wls WAL,"FW,MF",26,6.2,2,0,0,9,5,2,31,4,7,0,0,0,17,1,6,14.3,Matches
Joe Rothwell,Bournemouth,eng ENG,MF,28,5.8,0,0,0,5,3,0,16,5,2,0,1,0,32,0,2,0.0,Matches
Ionuț Radu,Bournemouth,ro ROU,GK,26,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Enes Ünal,Bournemouth,tr TUR,"FW,MF",26,4.1,2,0,0,11,10,7,3,1,4,0,0,0,10,8,11,42.1,Matches
Kieffer Moore,Bournemouth,wls WAL,"FW,MF",30,3.3,0,0,0,5,3,2,2,0,1,0,0,0,4,6,6,50.0,Matches
Jaidon Anthony,Bournemouth,eng ENG,FW,23,2.7,1,0,0,4,3,2,9,1,1,0,0,0,11,1,3,25.0,Matches
Hamed Junior Traorè,Bournemouth,ci CIV,MF,23,2.0,0,0,0,3,2,5,6,1,0,0,0,0,4,1,1,50.0,Matches
Tyler Adams,Bournemouth,us USA,MF,24,1.6,0,0,0,0,4,0,1,5,3,0,0,0,7,2,3,40.0,Matches
James Hill,Bournemouth,eng ENG,DF,21,1.5,0,0,0,1,1,0,0,4,3,0,0,0,7,4,1,80.0,Matches
Romain Faivre,Bournemouth,fr FRA,"MF,FW",25,0.6,1,0,0,2,5,0,4,0,1,0,0,0,1,0,1,0.0,Matches
Gavin Kilkenny,Bournemouth,ie IRL,MF,23,0.4,0,0,0,1,1,0,0,0,1,,,0,,,,,Matches
Dominic Sadi,Bournemouth,eng ENG,FW,19,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Daniel Adu-Adjei,Bournemouth,eng ENG,FW,18,0.0,0,0,0,1,1,0,0,0,0,,,0,,,,,Matches
Patrick Mainka,Heidenheim,de GER,DF,28,36.0,1,0,0,25,19,2,0,55,52,0,1,0,183,119,84,58.6,Matches
Kevin Müller,Heidenheim,de GER,GK,32,35.0,1,0,0,1,2,0,0,0,0,0,1,0,33,4,1,80.0,Matches
Tim Kleindienst,Heidenheim,de GER,FW,27,33.0,6,0,0,91,14,17,19,13,13,0,0,0,100,179,117,60.5,Matches
Jonas Föhrenbach,Heidenheim,de GER,DF,27,32.5,2,0,0,15,18,2,77,34,26,0,0,1,148,37,22,62.7,Matches
Eren Dinkçi,Heidenheim,de GER,"FW,MF",21,30.1,8,0,0,28,24,2,83,13,20,0,0,0,155,11,24,31.4,Matches
Jan-Niklas Beste,Heidenheim,de GER,"FW,MF",24,29.6,4,0,0,28,54,4,295,18,50,1,0,0,133,8,20,28.6,Matches
Omar Traoré,Heidenheim,de GER,DF,25,28.5,5,0,0,31,35,1,74,40,36,0,1,0,155,15,19,44.1,Matches
Lennard Maloney,Heidenheim,us USA,MF,23,26.9,1,0,0,46,15,0,4,29,29,0,2,1,132,67,49,57.8,Matches
Benedikt Gimber,Heidenheim,de GER,DF,26,23.0,9,0,0,40,29,0,3,18,24,0,2,1,87,48,41,53.9,Matches
Jan Schöppner,Heidenheim,de GER,MF,24,22.7,3,0,0,14,12,1,7,27,26,0,0,0,108,39,39,50.0,Matches
Marvin Pieringer,Heidenheim,de GER,"MF,FW",23,18.3,5,0,0,39,32,6,7,12,13,0,0,0,80,60,56,51.7,Matches
Norman Theuerkauf,Heidenheim,de GER,"MF,DF",36,14.5,3,0,0,13,16,0,25,15,16,0,1,0,77,12,10,54.5,Matches
Kevin Sessa,Heidenheim,de GER,"MF,FW",23,12.6,1,0,0,18,21,1,24,4,11,0,0,0,75,14,16,46.7,Matches
Adrian Beck,Heidenheim,de GER,"MF,FW",26,11.9,1,0,0,16,13,2,7,6,17,0,0,0,76,18,26,40.9,Matches
Tim Siersleben,Heidenheim,de GER,DF,23,11.6,1,0,0,17,6,0,1,24,14,0,2,0,59,13,11,54.2,Matches
Nikola Dovedan,Heidenheim,at AUT,"MF,FW",29,7.6,0,1,0,10,29,1,8,2,10,0,0,0,43,6,25,19.4,Matches
Marnon Busch,Heidenheim,de GER,DF,28,7.6,1,0,0,10,6,0,33,11,10,0,0,0,33,8,15,34.8,Matches
Denis Thomalla,Heidenheim,de GER,"MF,FW",30,6.3,0,0,0,6,2,0,2,5,7,0,0,0,29,18,16,52.9,Matches
Florian Pick,Heidenheim,de GER,"MF,FW",27,5.0,2,0,0,6,7,2,39,2,5,0,0,0,29,5,5,50.0,Matches
Stefan Schimmer,Heidenheim,de GER,"MF,FW",29,1.8,0,0,0,1,1,0,2,1,1,0,0,0,4,9,14,39.1,Matches
Vitus Eicher,Heidenheim,de GER,GK,32,1.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Christian Kühlwetter,Heidenheim,de GER,MF,27,0.6,0,0,0,4,0,0,2,0,0,0,0,0,1,0,2,0.0,Matches
Thomas Keller,Heidenheim,de GER,"MF,FW",23,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
Antonee Robinson,Fulham,us USA,DF,25,42.3,6,0,0,36,24,3,152,90,66,0,0,2,227,42,27,60.9,Matches
Bernd Leno,Fulham,de GER,GK,31,41.3,4,0,0,0,3,0,0,0,0,0,0,1,58,10,1,90.9,Matches
João Palhinha,Fulham,pt POR,MF,28,35.9,13,0,0,63,69,2,7,54,91,0,1,0,195,40,31,56.3,Matches
Timothy Castagne,Fulham,be BEL,DF,27,34.1,3,0,0,24,14,3,59,40,25,0,0,0,119,35,32,52.2,Matches
Andreas Pereira,Fulham,br BRA,MF,27,34.1,6,0,0,25,33,3,262,4,14,0,0,0,99,13,36,26.5,Matches
Calvin Bassey,Fulham,ng NGA,DF,23,28.8,6,1,1,16,12,2,4,34,29,0,1,0,171,30,25,54.5,Matches
Willian,Fulham,br BRA,FW,34,26.8,1,0,0,10,33,1,90,11,13,0,0,0,99,9,15,37.5,Matches
Alex Iwobi,Fulham,ng NGA,"FW,MF",27,26.6,2,0,0,13,6,5,63,15,21,0,0,0,145,6,19,24.0,Matches
Harry Wilson,Fulham,wls WAL,FW,26,23.0,8,0,0,23,47,6,54,15,21,1,0,0,78,5,6,45.5,Matches
Tosin Adarabioyo,Fulham,eng ENG,DF,25,22.5,2,0,0,11,6,0,1,30,15,0,0,0,43,56,28,66.7,Matches
Rodrigo Muniz,Fulham,br BRA,FW,22,22.3,2,0,0,28,42,5,2,6,4,0,0,0,34,74,109,40.4,Matches
Issa Diop,Fulham,fr FRA,DF,26,22.3,5,1,1,22,5,2,0,23,22,0,3,0,65,25,17,59.5,Matches
Bobby Reid,Fulham,jm JAM,FW,30,21.8,4,0,0,20,29,6,47,6,17,0,0,0,60,13,24,35.1,Matches
Tom Cairney,Fulham,sct SCO,MF,32,21.7,4,0,0,19,35,0,33,15,23,1,0,1,105,14,6,70.0,Matches
Harrison Reed,Fulham,eng ENG,MF,28,19.3,7,0,0,33,11,2,27,16,25,0,0,0,72,9,13,40.9,Matches
Tim Ream,Fulham,us USA,DF,35,19.1,4,1,1,8,6,1,1,32,10,0,2,0,79,25,19,56.8,Matches
Raúl Jiménez,Fulham,mx MEX,FW,32,18.4,4,1,0,21,24,13,10,5,13,0,0,0,43,44,59,42.7,Matches
Saša Lukić,Fulham,rs SRB,MF,26,15.6,5,0,0,34,12,0,9,21,25,0,0,0,65,11,8,57.9,Matches
Kenny Tete,Fulham,nl NED,DF,27,14.4,3,0,0,23,14,0,53,21,28,0,1,0,45,5,5,50.0,Matches
Marek Rodák,Fulham,sk SVK,GK,26,5.3,1,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Carlos Vinícius,Fulham,br BRA,FW,28,4.9,2,0,0,7,2,6,1,0,2,0,0,0,9,4,11,26.7,Matches
Adama Traoré,Fulham,es ESP,"FW,MF",27,4.9,2,0,0,5,4,0,31,1,3,0,0,0,13,9,6,60.0,Matches
Fodé Ballo-Touré,Fulham,sn SEN,"DF,MF",26,2.5,1,0,0,5,3,0,17,5,5,0,0,0,6,0,2,0.0,Matches
Luke Harris,Fulham,wls WAL,MF,18,1.3,0,0,0,2,2,0,0,0,1,0,0,0,3,0,0,,Matches
Luc De Fougerolles,Fulham,ca CAN,DF,17,1.0,0,0,0,2,2,0,0,0,0,,,0,,,,,Matches
Armando Broja,Fulham,al ALB,FW,21,1.0,0,0,0,5,3,0,1,0,0,0,0,0,3,6,9,40.0,Matches
Tyrese Francois,Fulham,au AUS,MF,23,0.5,0,0,0,1,0,0,0,0,0,,,0,,,,,Matches
Aleksandar Mitrović,Fulham,rs SRB,FW,28,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,66.7,Matches
Devan Tanton,Fulham,co COL,DF,19,0.0,0,0,0,0,0,0,0,0,1,,,0,,,,,Matches
Marvin Ducksch,Werder Bremen,de GER,FW,29,30.6,9,0,0,6,18,19,162,4,3,1,0,0,83,21,42,33.3,Matches
Romano Schmid,Werder Bremen,at AUT,"MF,FW",23,29.9,5,0,0,33,53,4,65,12,21,0,0,0,189,24,50,32.4,Matches
Anthony Jung,Werder Bremen,de GER,DF,31,29.6,4,1,0,15,16,1,23,26,23,0,1,0,142,44,26,62.9,Matches
Mitchell Weiser,Werder Bremen,de GER,"DF,MF",29,29.5,5,0,0,29,40,4,82,20,39,0,0,0,171,23,40,36.5,Matches
Michael Zetterer,Werder Bremen,de GER,GK,28,27.0,2,0,0,0,7,0,0,0,1,0,0,0,20,13,3,81.3,Matches
Jens Stage,Werder Bremen,dk DEN,MF,26,26.9,6,1,0,49,40,3,11,23,23,1,0,0,165,63,34,64.9,Matches
Marco Friedl,Werder Bremen,at AUT,DF,25,24.4,6,0,0,31,17,1,4,35,32,0,1,0,138,40,41,49.4,Matches
Miloš Veljković,Werder Bremen,rs SRB,DF,27,22.3,2,0,0,10,5,0,20,17,15,0,0,0,95,38,44,46.3,Matches
Senne Lynen,Werder Bremen,be BEL,MF,24,20.0,6,0,0,35,17,0,4,41,38,0,0,0,118,12,29,29.3,Matches
Leonardo Bittencourt,Werder Bremen,de GER,MF,29,18.3,9,0,0,34,35,2,42,14,22,0,0,0,110,6,16,27.3,Matches
Felix Agu,Werder Bremen,de GER,"DF,MF",23,17.9,2,0,0,15,44,2,46,13,29,3,0,0,71,15,24,38.5,Matches
Olivier Deman,Werder Bremen,be BEL,DF,23,15.2,5,0,0,27,13,0,45,14,15,0,1,1,80,16,18,47.1,Matches
Nick Woltemade,Werder Bremen,de GER,"FW,MF",21,13.2,1,0,0,22,23,6,3,5,23,0,0,0,69,28,43,39.4,Matches
Niklas Stark,Werder Bremen,de GER,DF,28,13.1,4,0,0,21,16,1,0,20,16,0,1,0,54,29,23,55.8,Matches
Justin Njinmah,Werder Bremen,de GER,FW,22,11.3,1,0,0,6,20,9,10,2,1,0,0,0,34,8,15,34.8,Matches
Rafael Borré,Werder Bremen,co COL,FW,27,11.0,0,0,0,17,8,14,12,2,7,0,0,0,34,26,31,45.6,Matches
Christian Groß,Werder Bremen,de GER,"DF,MF",34,9.2,1,0,0,15,5,2,8,13,16,0,1,0,54,16,28,36.4,Matches
Jiří Pavlenka,Werder Bremen,cz CZE,GK,31,8.0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,100.0,Matches
Julián Malatini,Werder Bremen,ar ARG,DF,22,6.7,1,0,0,10,1,0,6,13,13,0,1,0,31,9,10,47.4,Matches
Amos Pieper,Werder Bremen,de GER,DF,25,6.7,0,1,0,6,5,0,2,9,11,0,0,0,39,26,14,65.0,Matches
Dawid Kownacki,Werder Bremen,pl POL,FW,26,4.2,0,0,0,9,9,1,3,0,1,0,0,0,8,29,29,50.0,Matches
Niclas Füllkrug,Werder Bremen,de GER,FW,30,3.0,0,0,0,3,11,4,0,0,1,0,0,0,3,12,11,52.2,Matches
Skelly Alvero,Werder Bremen,fr FRA,MF,21,1.4,1,0,0,2,3,0,0,1,4,0,0,0,9,6,1,85.7,Matches
Naby Keïta,Werder Bremen,gn GUI,"MF,DF",28,1.2,2,0,0,2,1,0,0,2,1,0,0,0,14,0,3,0.0,Matches
Oliver Burke,Werder Bremen,sct SCO,FW,26,1.1,0,0,0,0,1,0,4,1,0,0,0,0,2,0,0,,Matches
Nicolai Rapp,Werder Bremen,de GER,DF,26,1.1,1,0,0,2,0,0,0,2,2,0,0,0,10,1,0,100.0,Matches
Isak Hansen-Aarøen,Werder Bremen,no NOR,MF,18,0.3,1,0,0,1,0,0,0,1,0,0,0,0,4,0,0,,Matches
Leon Opitz,Werder Bremen,de GER,"FW,DF",18,0.2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,,Matches
Ilia Gruev,Werder Bremen,bg BUL,MF,23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Joel Imasuen,Werder Bremen,us USA,FW,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Noah Atubolu,Freiburg,de GER,GK,21,45.3,0,0,0,0,3,0,0,0,0,0,0,0,81,8,1,88.9,Matches
Maximilian Eggestein,Freiburg,de GER,MF,26,43.9,6,0,0,40,33,2,20,36,29,0,1,0,210,60,52,53.6,Matches
Nicolas Höfler,Freiburg,de GER,MF,33,37.2,11,1,0,37,56,0,5,44,57,0,0,0,220,62,61,50.4,Matches
Ritsu Doan,Freiburg,jp JPN,"MF,FW",25,35.7,2,0,0,32,49,3,120,14,42,2,0,0,125,26,38,40.6,Matches
Lucas Höler,Freiburg,de GER,"FW,MF",29,35.4,9,0,0,40,58,7,19,16,32,2,0,0,136,101,128,44.1,Matches
Vincenzo Grifo,Freiburg,it ITA,"MF,FW",30,34.7,3,0,0,18,22,8,238,20,28,1,1,0,164,15,25,37.5,Matches
Matthias Ginter,Freiburg,de GER,DF,29,31.6,3,0,0,13,19,0,23,20,19,0,0,1,135,71,41,63.4,Matches
Manuel Gulde,Freiburg,de GER,DF,32,30.1,6,1,1,23,17,1,6,32,29,0,0,0,94,59,43,57.8,Matches
Kiliann Sildillia,Freiburg,fr FRA,"DF,MF",21,28.7,3,1,0,43,16,5,56,27,30,0,0,0,135,40,45,47.1,Matches
Roland Sallai,Freiburg,hu HUN,"FW,MF",26,28.1,8,0,0,56,59,11,97,10,15,1,0,0,96,41,59,41.0,Matches
