Player Name,Club Name,Pass Types,Corner Kicks,Outcomes,,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out
Niklas Schmidt,Toulouse,de GER,MF,25,19.1,1086,999,79,35,6,18,79,8,29,11,14,0,863,8,20,Matches
Frank Magri,Toulouse,cm CMR,"FW,MF",23,18.5,379,366,11,0,3,1,22,4,0,0,0,0,257,2,14,Matches
Waren Kamanzi,Toulouse,no NOR,"DF,FW",22,16.7,672,601,67,7,0,1,27,60,0,0,0,0,555,4,13,Matches
Christian Mawissa,Toulouse,fr FRA,DF,18,16.5,675,604,71,7,0,3,5,60,0,0,0,0,558,0,10,Matches
Yann Gboho,Toulouse,fr FRA,"MF,FW",22,15.9,320,312,2,1,5,0,17,0,0,0,0,0,238,6,28,Matches
Gelabert,Toulouse,es ESP,"MF,FW",22,11.8,445,424,18,6,7,5,11,2,5,0,3,0,350,3,18,Matches
Zakaria Aboukhlal,Toulouse,ma MAR,"MF,FW",23,8.8,200,188,12,1,0,0,5,10,0,0,0,0,143,0,7,Matches
Kévin Keben Biakolo,Toulouse,cm CMR,DF,19,7.6,303,263,40,3,0,0,4,37,0,0,0,0,242,0,10,Matches
Denis Genreau,Toulouse,au AUS,"MF,FW",24,5.9,231,222,9,2,2,0,7,2,0,0,0,0,167,0,16,Matches
Ibrahim Cissoko,Toulouse,nl NED,"FW,MF",20,5.1,144,142,2,0,0,0,25,2,0,0,0,0,111,0,5,Matches
Shavy Babicka,Toulouse,ga GAB,"FW,MF",23,4.7,137,132,3,0,0,0,15,3,0,0,0,0,84,2,10,Matches
Yanis Begraoui,Toulouse,ma MAR,"FW,MF",22,4.3,115,107,6,1,0,0,6,1,2,0,1,0,82,2,3,Matches
Naatan Skyttä,Toulouse,fi FIN,"MF,FW",21,2.9,68,63,4,0,0,0,3,0,2,1,0,0,60,1,2,Matches
Álex Domínguez,Toulouse,es ESP,GK,25,2.0,,,,,,,0,,,,,,,,,Matches
Mamady Bangré,Toulouse,bf BFA,"FW,MF",22,1.1,74,74,0,0,0,0,4,0,0,0,0,0,59,0,3,Matches
Fares Chaïbi,Toulouse,dz ALG,"FW,MF",20,0.6,40,38,2,0,0,0,7,0,2,1,1,0,28,0,0,Matches
Noah Lahmadi,Toulouse,fr FRA,MF,18,0.3,,,,,,,0,,,,,,,,,Matches
Noah Edjouma,Toulouse,fr FRA,FW,17,0.1,,,,,,,2,,,,,,,,,Matches
Pascal Groß,Brighton,de GER,"MF,DF",32,45.6,3897,3498,387,147,6,20,312,63,167,71,72,3,3358,12,47,Matches
Lewis Dunk,Brighton,eng ENG,DF,31,40.6,3928,3668,251,132,3,17,8,7,0,0,0,0,3611,9,8,Matches
Jan Paul van Hecke,Brighton,nl NED,DF,23,37.3,2977,2888,83,54,4,7,6,9,0,0,0,0,2748,6,7,Matches
Billy Gilmour,Brighton,sct SCO,MF,22,32.4,2542,2461,73,40,9,8,39,3,21,11,9,0,2309,8,18,Matches
Simon Adingra,Brighton,ci CIV,FW,21,31.6,1021,990,29,3,8,3,95,21,5,0,1,0,778,2,35,Matches
João Pedro,Brighton,br BRA,"FW,MF",21,30.5,950,901,44,2,7,2,38,10,2,0,0,0,755,5,34,Matches
Bart Verbruggen,Brighton,nl NED,GK,20,27.0,971,862,107,21,0,1,0,1,0,0,0,0,844,2,1,Matches
Igor,Brighton,br BRA,DF,25,25.4,1895,1747,143,35,4,6,1,94,0,0,0,0,1758,5,14,Matches
Danny Welbeck,Brighton,eng ENG,"FW,MF",32,23.1,577,545,28,1,4,1,5,2,0,0,0,0,472,4,23,Matches
Jason Steele,Brighton,eng ENG,GK,32,23.0,841,760,79,13,0,1,0,0,0,0,0,0,721,2,1,Matches
Kaoru Mitoma,Brighton,jp JPN,FW,26,22.9,822,809,11,2,5,1,48,8,1,0,0,0,638,2,23,Matches
Joël Veltman,Brighton,nl NED,DF,31,21.8,1059,912,145,39,3,0,13,106,0,0,0,0,885,2,18,Matches
Facundo Buonanotte,Brighton,ar ARG,"FW,MF",18,20.6,575,561,14,8,1,1,10,4,1,1,0,0,491,0,14,Matches
Pervis Estupiñán,Brighton,ec ECU,DF,25,19.8,1105,971,129,22,1,3,85,95,12,6,2,0,931,5,20,Matches
Evan Ferguson,Brighton,ie IRL,FW,18,19.2,337,302,33,0,1,0,2,0,0,0,0,0,268,2,14,Matches
Carlos Baleba,Brighton,cm CMR,MF,19,16.6,837,827,7,7,0,5,1,0,0,0,0,0,768,3,10,Matches
Tariq Lamptey,Brighton,gh GHA,"DF,FW",22,14.4,584,508,73,5,0,0,44,68,0,0,0,0,489,3,9,Matches
Adam Webster,Brighton,eng ENG,DF,28,14.1,1106,1073,31,23,1,4,2,7,0,0,0,0,1007,2,2,Matches
Jack Hinshelwood,Brighton,eng ENG,DF,18,13.5,596,510,85,17,0,3,16,68,0,0,0,0,500,1,6,Matches
Ansu Fati,Brighton,es ESP,"MF,FW",20,11.1,359,348,8,3,1,1,5,1,0,0,0,0,314,3,14,Matches
Adam Lallana,Brighton,eng ENG,"MF,FW",35,10.7,546,528,15,5,3,0,7,0,4,0,0,0,483,3,13,Matches
James Milner,Brighton,eng ENG,"DF,MF",37,10.5,710,618,89,10,4,2,30,73,6,3,0,0,601,3,11,Matches
Solly March,Brighton,eng ENG,"FW,DF",29,8.5,336,285,51,11,1,1,34,21,19,10,3,0,255,0,13,Matches
Jakub Moder,Brighton,pl POL,"MF,DF",24,8.2,304,292,9,2,1,0,7,6,0,0,0,0,243,3,11,Matches
Mahmoud Dahoud,Brighton,de GER,MF,27,7.5,415,411,4,3,2,1,6,0,1,0,0,0,363,0,10,Matches
Julio Enciso,Brighton,py PAR,"MF,FW",19,6.6,209,198,9,2,2,0,11,2,2,0,0,0,152,2,7,Matches
Valentín Barco,Brighton,ar ARG,"DF,FW",19,3.5,233,204,28,5,2,1,35,15,8,3,2,2,179,1,5,Matches
Odeluga Offiah,Brighton,eng ENG,DF,20,1.4,80,70,9,0,0,0,3,9,0,0,0,0,63,1,5,Matches
Mark O'Mahony,Brighton,ie IRL,FW,18,0.7,16,16,0,0,0,0,0,0,0,0,0,0,13,0,0,Matches
Benicio Boaitey,Brighton,eng ENG,"FW,DF",19,0.7,20,19,1,0,0,0,0,1,0,0,0,0,13,0,0,Matches
Cameron Peupion,Brighton,au AUS,MF,20,0.5,,,,,,,0,,,,,,,,,Matches
Josh Duffus,Brighton,eng ENG,MF,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jack Hinchy,Brighton,eng ENG,MF,20,0.0,,,,,,,0,,,,,,,,,Matches
Illia Zabarnyi,Bournemouth,ua UKR,DF,20,41.4,1805,1755,49,42,2,10,1,1,0,0,0,0,1471,1,11,Matches
Dominic Solanke,Bournemouth,eng ENG,FW,25,39.4,544,485,58,0,1,1,7,4,0,0,0,0,400,1,30,Matches
Ryan Christie,Bournemouth,sct SCO,MF,28,36.0,1300,1217,78,22,17,18,86,2,30,29,0,0,988,5,26,Matches
Lewis Cook,Bournemouth,eng ENG,MF,26,35.6,1487,1290,195,88,2,3,147,10,93,81,5,1,1135,2,25,Matches
Neto,Bournemouth,br BRA,GK,34,32.0,1060,749,307,84,0,2,0,0,0,0,0,0,692,4,2,Matches
Marcos Senesi,Bournemouth,ar ARG,DF,26,29.7,1297,1244,47,40,4,6,27,7,0,0,0,0,1005,6,17,Matches
Adam Smith,Bournemouth,eng ENG,DF,32,27.1,1025,793,229,14,3,1,46,215,0,0,0,0,782,3,26,Matches
Milos Kerkez,Bournemouth,hu HUN,DF,19,26.0,844,677,165,5,1,3,66,160,0,0,0,0,613,2,20,Matches
Marcus Tavernier,Bournemouth,eng ENG,FW,24,25.9,920,790,121,25,3,8,133,35,59,45,2,1,658,9,27,Matches
Antoine Semenyo,Bournemouth,gh GHA,FW,23,25.5,647,632,11,0,5,3,47,11,0,0,0,0,452,4,26,Matches
Justin Kluivert,Bournemouth,nl NED,"MF,FW",24,23.0,421,399,18,1,0,3,33,7,2,0,0,1,288,4,19,Matches
Philip Billing,Bournemouth,dk DEN,MF,27,19.5,537,518,17,4,0,6,36,5,6,3,1,0,404,2,17,Matches
Lloyd Kelly,Bournemouth,eng ENG,DF,24,18.3,906,771,129,22,1,10,26,107,0,0,0,0,673,6,19,Matches
Max Aarons,Bournemouth,eng ENG,DF,23,15.8,581,453,127,11,2,3,20,116,0,0,0,0,450,1,23,Matches
Dango Ouattara,Bournemouth,bf BFA,"FW,DF",21,15.5,558,473,84,8,2,1,42,73,3,0,0,0,371,1,23,Matches
Alex Scott,Bournemouth,eng ENG,MF,19,15.4,474,429,43,10,2,4,55,4,26,22,1,0,361,2,10,Matches
Luis Sinisterra,Bournemouth,co COL,"FW,MF",24,10.8,292,292,0,0,1,5,14,0,0,0,0,0,226,0,16,Matches
Chris Mepham,Bournemouth,wls WAL,DF,25,9.4,359,350,8,5,0,1,1,3,0,0,0,0,296,1,1,Matches
Mark Travers,Bournemouth,ie IRL,GK,24,7.3,118,76,42,16,0,0,0,0,0,0,0,0,67,0,0,Matches
David Brooks,Bournemouth,wls WAL,"FW,MF",26,6.2,132,120,12,1,1,1,31,5,6,5,0,0,95,0,6,Matches
Joe Rothwell,Bournemouth,eng ENG,MF,28,5.8,216,194,20,11,0,1,16,0,8,6,0,1,179,2,3,Matches
Ionuț Radu,Bournemouth,ro ROU,GK,26,5.0,68,54,14,3,0,0,0,0,0,0,0,0,56,0,0,Matches
Enes Ünal,Bournemouth,tr TUR,"FW,MF",26,4.1,75,68,7,1,0,0,3,0,0,0,0,0,55,0,5,Matches
Kieffer Moore,Bournemouth,wls WAL,"FW,MF",30,3.3,42,41,1,0,0,0,2,0,0,0,0,0,28,0,3,Matches
Jaidon Anthony,Bournemouth,eng ENG,FW,23,2.7,45,42,3,2,0,0,9,0,1,0,0,0,30,0,3,Matches
Hamed Junior Traorè,Bournemouth,ci CIV,MF,23,2.0,27,26,1,0,1,0,6,0,1,1,0,0,18,0,1,Matches
Tyler Adams,Bournemouth,us USA,MF,24,1.6,71,67,4,3,0,1,1,1,0,0,0,0,59,0,0,Matches
James Hill,Bournemouth,eng ENG,DF,21,1.5,42,34,8,0,0,0,0,8,0,0,0,0,28,0,2,Matches
Romain Faivre,Bournemouth,fr FRA,"MF,FW",25,0.6,26,25,1,1,0,0,4,0,0,0,0,0,19,0,0,Matches
Gavin Kilkenny,Bournemouth,ie IRL,MF,23,0.4,,,,,,,0,,,,,,,,,Matches
Dominic Sadi,Bournemouth,eng ENG,FW,19,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Daniel Adu-Adjei,Bournemouth,eng ENG,FW,18,0.0,,,,,,,0,,,,,,,,,Matches
Patrick Mainka,Heidenheim,de GER,DF,28,36.0,1555,1523,29,25,0,3,0,4,0,0,0,0,1289,3,16,Matches
Kevin Müller,Heidenheim,de GER,GK,32,35.0,1482,1038,442,126,0,2,0,0,0,0,0,0,1104,2,1,Matches
Tim Kleindienst,Heidenheim,de GER,FW,27,33.0,874,828,43,0,2,7,19,11,0,0,0,0,516,3,50,Matches
Jonas Föhrenbach,Heidenheim,de GER,DF,27,32.5,1462,1151,307,17,0,17,77,289,1,1,0,0,1046,4,38,Matches
Eren Dinkçi,Heidenheim,de GER,"FW,MF",21,30.1,819,791,25,3,2,5,83,18,3,0,3,0,508,3,52,Matches
Jan-Niklas Beste,Heidenheim,de GER,"FW,MF",24,29.6,947,675,269,85,0,13,295,34,145,75,61,0,543,3,49,Matches
Omar Traoré,Heidenheim,de GER,DF,25,28.5,1240,935,302,10,1,2,74,292,0,0,0,0,881,3,54,Matches
Lennard Maloney,Heidenheim,us USA,MF,23,26.9,942,921,19,15,0,15,4,3,0,0,0,0,698,2,21,Matches
Benedikt Gimber,Heidenheim,de GER,DF,26,23.0,846,809,36,33,1,3,3,1,0,0,0,0,681,1,13,Matches
Jan Schöppner,Heidenheim,de GER,MF,24,22.7,668,656,12,10,4,8,7,1,0,0,0,0,444,0,23,Matches
Marvin Pieringer,Heidenheim,de GER,"MF,FW",23,18.3,431,415,15,0,3,2,7,2,0,0,0,0,298,1,11,Matches
Norman Theuerkauf,Heidenheim,de GER,"MF,DF",36,14.5,590,528,59,7,0,10,25,46,6,3,2,0,462,3,12,Matches
Kevin Sessa,Heidenheim,de GER,"MF,FW",23,12.6,450,409,40,14,2,5,24,9,7,2,1,0,331,1,19,Matches
Adrian Beck,Heidenheim,de GER,"MF,FW",26,11.9,431,411,18,3,2,5,7,1,0,0,0,0,311,2,17,Matches
Tim Siersleben,Heidenheim,de GER,DF,23,11.6,559,545,13,10,0,9,1,3,0,0,0,0,456,1,5,Matches
Nikola Dovedan,Heidenheim,at AUT,"MF,FW",29,7.6,204,187,16,2,4,1,8,3,3,0,0,0,125,1,15,Matches
Marnon Busch,Heidenheim,de GER,DF,28,7.6,411,327,83,6,1,3,33,77,0,0,0,0,282,1,13,Matches
Denis Thomalla,Heidenheim,de GER,"MF,FW",30,6.3,191,186,3,2,0,1,2,0,0,0,0,0,143,2,5,Matches
Florian Pick,Heidenheim,de GER,"MF,FW",27,5.0,183,146,35,13,0,1,39,4,18,9,8,0,118,2,10,Matches
Stefan Schimmer,Heidenheim,de GER,"MF,FW",29,1.8,45,44,1,0,0,0,2,0,0,0,0,0,22,0,3,Matches
Vitus Eicher,Heidenheim,de GER,GK,32,1.0,,,,,,,0,,,,,,,,,Matches
Christian Kühlwetter,Heidenheim,de GER,MF,27,0.6,2,2,0,0,0,0,2,0,0,0,0,0,1,0,0,Matches
Thomas Keller,Heidenheim,de GER,"MF,FW",23,0.0,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Antonee Robinson,Fulham,us USA,DF,25,42.3,2054,1736,314,25,1,11,152,289,0,0,0,0,1514,4,68,Matches
Bernd Leno,Fulham,de GER,GK,31,41.3,1577,1281,292,91,0,2,0,0,0,0,0,0,1250,4,0,Matches
João Palhinha,Fulham,pt POR,MF,28,35.9,1333,1272,55,52,6,20,7,1,0,0,0,0,1098,6,29,Matches
Timothy Castagne,Fulham,be BEL,DF,27,34.1,1662,1373,286,27,2,2,59,259,0,0,0,0,1350,3,55,Matches
Andreas Pereira,Fulham,br BRA,MF,27,34.1,1295,1035,255,67,14,11,262,7,148,49,74,1,912,5,44,Matches
Calvin Bassey,Fulham,ng NGA,DF,23,28.8,1674,1582,91,34,0,12,4,3,0,0,0,0,1440,1,20,Matches
Willian,Fulham,br BRA,FW,34,26.8,1145,1081,59,17,8,14,90,6,36,11,14,0,932,5,20,Matches
Alex Iwobi,Fulham,ng NGA,"FW,MF",27,26.6,1051,1029,21,1,6,7,63,8,1,0,0,0,821,1,32,Matches
Harry Wilson,Fulham,wls WAL,FW,26,23.0,632,591,38,13,3,9,54,5,19,7,6,0,478,3,21,Matches
Tosin Adarabioyo,Fulham,eng ENG,DF,25,22.5,1216,1181,33,28,1,9,1,2,0,0,0,0,1028,2,8,Matches
Rodrigo Muniz,Fulham,br BRA,FW,22,22.3,222,207,14,0,1,1,2,0,0,0,0,0,136,1,4,Matches
Issa Diop,Fulham,fr FRA,DF,26,22.3,1080,1041,37,22,1,5,0,2,0,0,0,0,950,2,13,Matches
Bobby Reid,Fulham,jm JAM,FW,30,21.8,487,474,12,2,2,1,47,9,1,0,0,0,364,1,16,Matches
Tom Cairney,Fulham,sct SCO,MF,32,21.7,1272,1239,27,15,2,1,33,0,2,1,1,0,1126,6,13,Matches
Harrison Reed,Fulham,eng ENG,MF,28,19.3,748,702,46,23,2,0,27,7,5,2,3,0,627,0,24,Matches
Tim Ream,Fulham,us USA,DF,35,19.1,1060,1010,49,19,0,8,1,0,0,0,0,0,944,1,9,Matches
Raúl Jiménez,Fulham,mx MEX,FW,32,18.4,382,370,11,4,4,3,10,1,0,0,0,0,262,1,13,Matches
Saša Lukić,Fulham,rs SRB,MF,26,15.6,496,472,21,15,4,1,9,0,0,0,0,0,428,3,7,Matches
Kenny Tete,Fulham,nl NED,DF,27,14.4,523,438,84,7,1,0,53,77,0,0,0,0,418,1,13,Matches
Marek Rodák,Fulham,sk SVK,GK,26,5.3,,,,,,,0,,,,,,,,,Matches
Carlos Vinícius,Fulham,br BRA,FW,28,4.9,62,61,1,0,0,0,1,0,0,0,0,0,46,0,1,Matches
Adama Traoré,Fulham,es ESP,"FW,MF",27,4.9,139,137,2,0,0,1,31,2,0,0,0,0,97,0,7,Matches
Fodé Ballo-Touré,Fulham,sn SEN,"DF,MF",26,2.5,78,57,20,2,0,0,17,18,0,0,0,0,56,1,3,Matches
Luke Harris,Fulham,wls WAL,MF,18,1.3,14,11,3,0,0,0,0,0,0,0,0,0,11,0,0,Matches
Luc De Fougerolles,Fulham,ca CAN,DF,17,1.0,,,,,,,0,,,,,,,,,Matches
Armando Broja,Fulham,al ALB,FW,21,1.0,27,26,1,0,0,0,1,0,0,0,0,0,19,0,1,Matches
Tyrese Francois,Fulham,au AUS,MF,23,0.5,,,,,,,0,,,,,,,,,Matches
Aleksandar Mitrović,Fulham,rs SRB,FW,28,0.4,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Devan Tanton,Fulham,co COL,DF,19,0.0,,,,,,,0,,,,,,,,,Matches
Marvin Ducksch,Werder Bremen,de GER,FW,29,30.6,950,751,192,55,11,10,162,5,97,35,49,0,566,7,16,Matches
Romano Schmid,Werder Bremen,at AUT,"MF,FW",23,29.9,1211,1176,29,11,12,5,65,6,9,3,5,0,941,6,29,Matches
Anthony Jung,Werder Bremen,de GER,DF,31,29.6,1795,1626,166,52,1,3,23,33,2,2,0,0,1553,3,20,Matches
Mitchell Weiser,Werder Bremen,de GER,"DF,MF",29,29.5,1443,1207,233,7,6,13,82,225,1,0,0,0,1074,3,60,Matches
Michael Zetterer,Werder Bremen,de GER,GK,28,27.0,1127,890,231,87,0,1,0,0,0,0,0,0,891,6,0,Matches
Jens Stage,Werder Bremen,dk DEN,MF,26,26.9,1042,998,38,19,2,4,11,8,0,0,0,0,775,6,28,Matches
Marco Friedl,Werder Bremen,at AUT,DF,25,24.4,1081,1033,43,37,0,3,4,5,0,0,0,0,930,5,5,Matches
Miloš Veljković,Werder Bremen,rs SRB,DF,27,22.3,1295,1224,62,53,2,26,20,3,1,0,0,0,1066,9,7,Matches
Senne Lynen,Werder Bremen,be BEL,MF,24,20.0,903,863,39,24,2,6,4,1,0,0,0,0,746,1,13,Matches
Leonardo Bittencourt,Werder Bremen,de GER,MF,29,18.3,829,802,22,10,7,3,42,7,5,2,2,0,665,5,16,Matches
Felix Agu,Werder Bremen,de GER,"DF,MF",23,17.9,669,538,128,3,0,2,46,124,1,0,0,0,488,3,30,Matches
Olivier Deman,Werder Bremen,be BEL,DF,23,15.2,730,607,121,6,0,5,45,110,4,2,1,0,543,2,28,Matches
Nick Woltemade,Werder Bremen,de GER,"FW,MF",21,13.2,412,401,9,0,2,2,3,1,0,0,0,0,316,2,10,Matches
Niklas Stark,Werder Bremen,de GER,DF,28,13.1,595,566,28,26,0,4,0,2,0,0,0,0,475,1,3,Matches
Justin Njinmah,Werder Bremen,de GER,FW,22,11.3,215,211,2,1,1,1,10,1,0,0,0,0,146,2,11,Matches
Rafael Borré,Werder Bremen,co COL,FW,27,11.0,301,284,15,0,2,4,12,6,0,0,0,0,223,2,9,Matches
Christian Groß,Werder Bremen,de GER,"DF,MF",34,9.2,499,484,14,9,0,0,8,2,0,0,0,0,427,1,4,Matches
Jiří Pavlenka,Werder Bremen,cz CZE,GK,31,8.0,246,148,98,29,0,0,0,0,0,0,0,0,187,0,0,Matches
Julián Malatini,Werder Bremen,ar ARG,DF,22,6.7,364,346,16,14,0,1,6,2,0,0,0,0,295,2,8,Matches
Amos Pieper,Werder Bremen,de GER,DF,25,6.7,312,297,12,11,1,1,2,1,0,0,0,0,229,3,6,Matches
Dawid Kownacki,Werder Bremen,pl POL,FW,26,4.2,109,104,4,0,0,1,3,2,0,0,0,0,69,1,3,Matches
Niclas Füllkrug,Werder Bremen,de GER,FW,30,3.0,66,65,1,0,0,0,0,0,0,0,0,0,48,0,2,Matches
Skelly Alvero,Werder Bremen,fr FRA,MF,21,1.4,76,75,1,1,0,1,0,0,0,0,0,0,59,0,2,Matches
Naby Keïta,Werder Bremen,gn GUI,"MF,DF",28,1.2,67,67,0,0,1,0,0,0,0,0,0,0,52,0,1,Matches
Oliver Burke,Werder Bremen,sct SCO,FW,26,1.1,12,8,4,0,0,0,4,4,0,0,0,0,6,0,0,Matches
Nicolai Rapp,Werder Bremen,de GER,DF,26,1.1,40,39,1,0,0,0,0,1,0,0,0,0,32,0,0,Matches
Isak Hansen-Aarøen,Werder Bremen,no NOR,MF,18,0.3,14,13,1,0,0,0,0,1,0,0,0,0,11,0,0,Matches
Leon Opitz,Werder Bremen,de GER,"FW,DF",18,0.2,13,9,4,0,0,1,2,4,0,0,0,0,6,0,1,Matches
Ilia Gruev,Werder Bremen,bg BUL,MF,23,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Joel Imasuen,Werder Bremen,us USA,FW,18,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Noah Atubolu,Freiburg,de GER,GK,21,45.3,1899,1480,416,112,0,4,0,0,0,0,0,0,1370,3,1,Matches
Maximilian Eggestein,Freiburg,de GER,MF,26,43.9,1808,1767,34,23,4,3,20,9,0,0,0,0,1496,7,51,Matches
Nicolas Höfler,Freiburg,de GER,MF,33,37.2,1735,1652,80,48,1,3,5,1,0,0,0,0,1501,3,26,Matches
Ritsu Doan,Freiburg,jp JPN,"MF,FW",25,35.7,1036,979,53,15,8,6,120,8,30,18,11,0,746,4,33,Matches
Lucas Höler,Freiburg,de GER,"FW,MF",29,35.4,980,950,22,4,3,4,19,4,0,0,0,0,663,8,37,Matches
Vincenzo Grifo,Freiburg,it ITA,"MF,FW",30,34.7,1751,1490,248,80,8,25,238,20,104,48,43,0,1294,13,32,Matches
Matthias Ginter,Freiburg,de GER,DF,29,31.6,1835,1747,85,48,4,3,23,36,0,0,0,0,1526,3,14,Matches
Manuel Gulde,Freiburg,de GER,DF,32,30.1,1541,1449,90,53,0,7,6,8,0,0,0,0,1338,2,9,Matches
Kiliann Sildillia,Freiburg,fr FRA,"DF,MF",21,28.7,1577,1329,246,21,1,4,56,220,0,0,0,0,1164,2,42,Matches
Roland Sallai,Freiburg,hu HUN,"FW,MF",26,28.1,798,763,30,8,7,2,97,3,13,11,1,0,571,5,38,Matches
Lukas Kübler,Freiburg,de GER,DF,30,25.4,1308,1080,226,19,2,6,23,205,1,0,0,0,1039,2,13,Matches
Michael Gregoritsch,Freiburg,at AUT,FW,29,24.1,524,504,18,1,1,0,11,1,0,0,0,0,328,2,17,Matches
Merlin Röhl,Freiburg,de GER,"MF,FW",21,20.7,577,570,6,4,1,4,20,2,0,0,0,0,459,1,18,Matches
Philipp Lienhart,Freiburg,at AUT,DF,27,20.1,1335,1249,83,40,2,9,6,19,0,0,0,0,1131,3,7,Matches
Jordy Makengo,Freiburg,fr FRA,DF,21,14.9,674,583,91,10,0,1,31,81,0,0,0,0,557,0,14,Matches
Christian Günter,Freiburg,de GER,DF,30,14.4,613,493,120,13,0,1,82,89,18,12,4,0,466,0,21,Matches
Noah Weißhaupt,Freiburg,de GER,"MF,DF",21,13.0,588,517,70,7,1,4,86,59,4,0,1,0,426,1,15,Matches
Yannik Keitel,Freiburg,de GER,DF,23,11.3,613,597,16,16,0,3,3,0,0,0,0,0,485,0,4,Matches
Maximilian Philipp,Freiburg,de GER,"FW,MF",29,4.7,145,140,5,1,0,0,5,1,1,0,0,0,111,0,8,Matches
Junior Adamu,Freiburg,at AUT,FW,22,3.1,60,59,1,0,1,0,1,0,0,0,0,0,38,0,1,Matches
Florent Muslija,Freiburg,xk KVX,MF,25,1.8,109,98,11,4,1,0,10,1,6,6,0,0,81,0,5,Matches
Kenneth Schmidt,Freiburg,de GER,DF,21,1.4,73,61,12,1,0,0,2,11,0,0,0,0,61,0,1,Matches
Attila Szalai,Freiburg,hu HUN,"DF,MF",25,1.1,72,68,3,0,1,0,0,0,0,0,0,0,58,1,0,Matches
Florian Müller,Freiburg,de GER,GK,25,1.0,,,,,,,0,,,,,,,,,Matches
Maximilian Breunig,Freiburg,de GER,FW,22,0.2,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Fabian Rüdlin,Freiburg,de GER,MF,26,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Benjamin Lecomte,Montpellier,fr FRA,GK,32,33.0,1006,669,333,112,0,2,0,0,0,0,0,0,670,4,1,Matches
Téji Savanier,Montpellier,fr FRA,MF,31,32.2,1888,1549,322,137,10,47,252,13,125,32,83,0,1306,17,31,Matches
Joris Chotard,Montpellier,fr FRA,MF,21,29.7,1179,1113,62,55,6,19,37,3,3,0,3,0,961,4,27,Matches
Becir Omeragic,Montpellier,ch SUI,"DF,MF",21,28.7,1060,1003,57,34,0,10,5,4,0,0,0,0,904,0,12,Matches
Jordan Ferri,Montpellier,fr FRA,MF,31,25.5,1331,1299,32,19,5,8,43,11,2,0,0,0,1101,0,20,Matches
Akor Adams,Montpellier,ng NGA,FW,23,25.2,385,375,10,0,2,1,13,1,0,0,0,0,250,0,20,Matches
Musa Al-Taamari,Montpellier,jo JOR,FW,26,21.4,553,515,35,7,4,3,22,19,3,1,0,0,402,3,34,Matches
Boubakar Kouyaté,Montpellier,ml MLI,DF,26,21.4,873,836,34,25,1,5,1,2,0,0,0,0,719,3,8,Matches
Issiaga Sylla,Montpellier,gn GUI,"DF,FW",29,16.2,719,564,150,10,0,2,43,140,0,0,0,0,528,5,24,Matches
Falaye Sacko,Montpellier,ml MLI,DF,28,15.4,784,636,148,10,0,2,27,138,0,0,0,0,605,0,20,Matches
Christopher Jullien,Montpellier,fr FRA,DF,30,14.7,512,477,34,18,0,0,2,1,0,0,0,0,441,1,2,Matches
Wahbi Khazri,Montpellier,tn TUN,FW,32,14.7,318,298,18,3,3,14,16,7,4,2,1,0,227,2,11,Matches
Arnaud Nordin,Montpellier,fr FRA,"FW,MF",25,14.6,390,376,11,1,2,0,37,3,1,0,1,0,304,3,17,Matches
Maxime Estève,Montpellier,fr FRA,DF,21,13.1,369,340,29,11,1,2,2,14,0,0,0,0,289,0,5,Matches
Modibo Sagnan,Montpellier,ml MLI,DF,24,12.7,517,500,15,10,0,5,1,2,0,0,0,0,442,2,6,Matches
Khalil Fayad,Montpellier,fr FRA,"FW,MF",19,12.7,345,333,10,4,1,4,16,4,0,0,0,0,276,2,6,Matches
Enzo Tchato,Montpellier,cm CMR,DF,20,12.5,639,526,111,9,0,1,49,102,0,0,0,0,478,2,17,Matches
Lucas Mincarelli,Montpellier,fr FRA,"DF,MF",19,11.1,438,346,92,2,1,0,26,90,0,0,0,0,326,0,17,Matches
Silvan Hefti,Montpellier,ch SUI,"DF,FW",25,10.9,328,268,59,2,0,1,26,57,0,0,0,0,238,1,15,Matches
Tanguy Coulibaly,Montpellier,fr FRA,"FW,MF",22,8.4,172,165,6,0,0,0,9,5,0,0,0,0,137,1,3,Matches
Léo Leroy,Montpellier,fr FRA,MF,23,7.6,184,183,0,0,1,3,2,0,0,0,0,0,132,1,6,Matches
Théo Sainte-Luce,Montpellier,fr FRA,DF,24,5.6,172,134,36,4,0,0,14,32,0,0,0,0,136,2,4,Matches
Kelvin Yeboah,Montpellier,it ITA,FW,23,4.2,79,77,1,0,0,1,3,0,0,0,0,0,58,1,1,Matches
Dimitry Bertaud,Montpellier,cd COD,GK,25,4.0,142,103,38,15,0,0,0,0,0,0,0,0,91,1,0,Matches
