Player Name,Club Name,Country,Position,Age,90s,YellowCards,RedCards,2ndYellowCard,FoulsCommited,FoulsDrawn,Offsides,Crosses,Interceptions,TacklesWon,PenaltyKicksWon,PenaltyKicksConceeded,OwnGoals,BallsRecovered,AerialDuelWon,AerialDuelLost,AerialDuelWinningPercentage,Recov
Mamady Bangré,Toulouse,BFA,"FW,MF",22,1.1,2,0,0,3,0,1,4,4,2,0,0,0,12,1,3,25.0,Matches
Fares Chaïbi,Toulouse,ALG,"FW,MF",20,0.6,1,0,0,1,0,0,7,0,0,0,0,0,3,1,0,100.0,Matches
Noah Lahmadi,Toulouse,FRA,MF,18,0.3,0,0,0,0,0,0,0,0,1,,,0,,,,,Matches
Noah Edjouma,Toulouse,FRA,FW,17,0.1,0,0,0,1,1,0,2,0,0,,,0,,,,,Matches
Pascal Groß,Brighton,GER,"MF,DF",32,45.6,7,0,0,31,34,4,312,23,56,0,1,0,175,16,22,42.1,Matches
Lewis Dunk,Brighton,ENG,DF,31,40.6,8,1,0,27,16,1,8,37,22,0,1,0,226,68,38,64.2,Matches
Jan Paul van Hecke,Brighton,NED,DF,23,37.3,9,0,0,28,25,1,6,41,37,0,1,1,159,80,49,62.0,Matches
Billy Gilmour,Brighton,SCO,MF,22,32.4,8,1,0,31,40,0,39,17,20,0,0,0,161,15,23,39.5,Matches
Simon Adingra,Brighton,CIV,FW,21,31.6,3,0,0,36,24,21,95,19,24,1,0,0,143,12,19,38.7,Matches
João Pedro,Brighton,BRA,"FW,MF",21,30.5,4,0,0,25,81,12,38,11,17,5,0,0,75,44,27,62.0,Matches
Bart Verbruggen,Brighton,NED,GK,20,27.0,3,0,0,1,2,0,0,1,1,0,0,0,37,7,0,100.0,Matches
Igor,Brighton,BRA,DF,25,25.4,6,0,0,28,7,0,1,21,21,0,0,0,120,30,15,66.7,Matches
Danny Welbeck,Brighton,ENG,"FW,MF",32,23.1,5,0,0,18,24,10,5,9,18,2,0,0,49,20,24,45.5,Matches
Jason Steele,Brighton,ENG,GK,32,23.0,1,0,0,0,1,0,0,0,0,0,0,0,38,1,0,100.0,Matches
Kaoru Mitoma,Brighton,JPN,FW,26,22.9,6,0,0,21,27,7,48,9,8,0,0,0,89,14,14,50.0,Matches
Joël Veltman,Brighton,NED,DF,31,21.8,6,0,0,21,46,1,13,25,46,0,0,0,96,32,25,56.1,Matches
Facundo Buonanotte,Brighton,ARG,"FW,MF",18,20.6,8,0,0,44,61,4,10,10,28,0,0,0,78,7,16,30.4,Matches
Pervis Estupiñán,Brighton,ECU,DF,25,19.8,7,0,0,26,23,7,85,25,20,0,0,1,94,16,15,51.6,Matches
Evan Ferguson,Brighton,IRL,FW,18,19.2,2,0,0,29,29,5,2,4,8,1,0,0,26,14,24,36.8,Matches
Carlos Baleba,Brighton,CMR,MF,19,16.6,8,0,0,48,28,0,1,20,22,0,0,0,99,25,9,73.5,Matches
Tariq Lamptey,Brighton,GHA,"DF,FW",22,14.4,5,0,0,18,24,3,44,16,20,1,1,0,46,5,9,35.7,Matches
Adam Webster,Brighton,ENG,DF,28,14.1,3,0,0,10,3,0,2,18,15,0,0,1,63,33,13,71.7,Matches
Jack Hinshelwood,Brighton,ENG,DF,18,13.5,1,0,0,13,5,2,16,16,6,0,1,0,47,7,8,46.7,Matches
Ansu Fati,Brighton,ESP,"MF,FW",20,11.1,3,0,0,10,22,2,5,5,6,0,0,0,31,2,14,12.5,Matches
Adam Lallana,Brighton,ENG,"MF,FW",35,10.7,3,0,0,9,14,2,7,5,6,0,0,0,22,3,5,37.5,Matches
James Milner,Brighton,ENG,"DF,MF",37,10.5,3,0,0,12,7,4,30,8,16,0,1,0,52,10,14,41.7,Matches
Solly March,Brighton,ENG,"FW,DF",29,8.5,1,0,0,14,11,8,34,11,18,0,0,0,43,7,5,58.3,Matches
Jakub Moder,Brighton,POL,"MF,DF",24,8.2,2,0,0,8,6,2,7,4,11,0,0,0,40,3,5,37.5,Matches
Mahmoud Dahoud,Brighton,GER,MF,27,7.5,1,1,0,8,2,0,6,4,7,0,0,0,36,0,5,0.0,Matches
Julio Enciso,Brighton,PAR,"MF,FW",19,6.6,2,0,0,8,15,1,11,0,3,0,0,0,18,1,2,33.3,Matches
Valentín Barco,Brighton,ARG,"DF,FW",19,3.5,1,0,0,7,7,0,35,4,5,0,0,0,16,1,7,12.5,Matches
Odeluga Offiah,Brighton,ENG,DF,20,1.4,0,0,0,2,2,0,3,1,0,0,0,0,4,1,1,50.0,Matches
Mark O'Mahony,Brighton,IRL,FW,18,0.7,1,0,0,1,0,0,0,0,0,0,0,0,2,1,3,25.0,Matches
Benicio Boaitey,Brighton,ENG,"FW,DF",19,0.7,1,0,0,2,1,1,0,0,0,0,0,0,2,0,0,,Matches
Cameron Peupion,Brighton,AUS,MF,20,0.5,0,0,0,1,1,0,0,0,3,,,0,,,,,Matches
Josh Duffus,Brighton,ENG,MF,18,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,Matches
Jack Hinchy,Brighton,ENG,MF,20,0.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Illia Zabarnyi,Bournemouth,UKR,DF,20,41.4,5,0,0,26,25,0,1,37,34,0,0,0,153,75,60,55.6,Matches
Dominic Solanke,Bournemouth,ENG,FW,25,39.4,5,0,0,45,49,18,7,7,11,1,0,0,97,97,135,41.8,Matches
Ryan Christie,Bournemouth,SCO,MF,28,36.0,6,0,0,50,45,5,86,56,51,0,1,0,231,21,38,35.6,Matches
Lewis Cook,Bournemouth,ENG,MF,26,35.6,6,1,0,46,20,2,147,69,46,0,0,0,228,42,29,59.2,Matches
Neto,Bournemouth,BRA,GK,34,32.0,5,0,0,1,0,0,0,1,0,0,0,0,38,9,0,100.0,Matches
Marcos Senesi,Bournemouth,ARG,DF,26,29.7,15,0,0,54,16,0,27,41,35,0,0,0,164,37,40,48.1,Matches
Adam Smith,Bournemouth,ENG,DF,32,27.1,6,0,0,34,24,1,46,23,25,0,2,0,92,18,22,45.0,Matches
Milos Kerkez,Bournemouth,HUN,DF,19,26.0,6,1,0,31,30,1,66,23,33,1,0,1,93,18,31,36.7,Matches
Marcus Tavernier,Bournemouth,ENG,FW,24,25.9,3,0,0,21,26,3,133,8,37,0,0,0,142,13,31,29.5,Matches
Antoine Semenyo,Bournemouth,GHA,FW,23,25.5,6,0,0,46,26,6,47,7,18,1,0,0,111,52,81,39.1,Matches
Justin Kluivert,Bournemouth,NED,"MF,FW",24,23.0,6,0,0,55,33,6,33,9,17,0,0,0,88,12,22,35.3,Matches
Philip Billing,Bournemouth,DEN,MF,27,19.5,4,1,0,21,17,0,36,21,22,0,0,0,76,36,24,60.0,Matches
Lloyd Kelly,Bournemouth,ENG,DF,24,18.3,2,0,0,18,13,0,26,15,19,0,1,0,121,28,18,60.9,Matches
Max Aarons,Bournemouth,ENG,DF,23,15.8,2,0,0,13,32,2,20,8,20,0,1,0,75,5,11,31.3,Matches
Dango Ouattara,Bournemouth,BFA,"FW,DF",21,15.5,3,0,0,15,22,6,42,22,30,0,0,0,69,35,32,52.2,Matches
Alex Scott,Bournemouth,ENG,MF,19,15.4,6,0,0,26,36,1,55,17,20,0,0,0,63,14,22,38.9,Matches
Luis Sinisterra,Bournemouth,COL,"FW,MF",24,10.8,0,0,0,14,10,6,14,9,14,0,0,0,47,16,20,44.4,Matches
Chris Mepham,Bournemouth,WAL,DF,25,9.4,2,0,0,19,4,0,1,12,14,0,0,0,31,29,20,59.2,Matches
Mark Travers,Bournemouth,IRL,GK,24,7.3,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,100.0,Matches
David Brooks,Bournemouth,WAL,"FW,MF",26,6.2,2,0,0,9,5,2,31,4,7,0,0,0,17,1,6,14.3,Matches
Joe Rothwell,Bournemouth,ENG,MF,28,5.8,0,0,0,5,3,0,16,5,2,0,1,0,32,0,2,0.0,Matches
Ionuț Radu,Bournemouth,ROU,GK,26,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Enes Ünal,Bournemouth,TUR,"FW,MF",26,4.1,2,0,0,11,10,7,3,1,4,0,0,0,10,8,11,42.1,Matches
Kieffer Moore,Bournemouth,WAL,"FW,MF",30,3.3,0,0,0,5,3,2,2,0,1,0,0,0,4,6,6,50.0,Matches
Jaidon Anthony,Bournemouth,ENG,FW,23,2.7,1,0,0,4,3,2,9,1,1,0,0,0,11,1,3,25.0,Matches
Hamed Junior Traorè,Bournemouth,CIV,MF,23,2.0,0,0,0,3,2,5,6,1,0,0,0,0,4,1,1,50.0,Matches
Tyler Adams,Bournemouth,USA,MF,24,1.6,0,0,0,0,4,0,1,5,3,0,0,0,7,2,3,40.0,Matches
James Hill,Bournemouth,ENG,DF,21,1.5,0,0,0,1,1,0,0,4,3,0,0,0,7,4,1,80.0,Matches
Romain Faivre,Bournemouth,FRA,"MF,FW",25,0.6,1,0,0,2,5,0,4,0,1,0,0,0,1,0,1,0.0,Matches
Gavin Kilkenny,Bournemouth,IRL,MF,23,0.4,0,0,0,1,1,0,0,0,1,,,0,,,,,Matches
Dominic Sadi,Bournemouth,ENG,FW,19,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Daniel Adu-Adjei,Bournemouth,ENG,FW,18,0.0,0,0,0,1,1,0,0,0,0,,,0,,,,,Matches
Patrick Mainka,Heidenheim,GER,DF,28,36.0,1,0,0,25,19,2,0,55,52,0,1,0,183,119,84,58.6,Matches
Kevin Müller,Heidenheim,GER,GK,32,35.0,1,0,0,1,2,0,0,0,0,0,1,0,33,4,1,80.0,Matches
Tim Kleindienst,Heidenheim,GER,FW,27,33.0,6,0,0,91,14,17,19,13,13,0,0,0,100,179,117,60.5,Matches
Jonas Föhrenbach,Heidenheim,GER,DF,27,32.5,2,0,0,15,18,2,77,34,26,0,0,1,148,37,22,62.7,Matches
Eren Dinkçi,Heidenheim,GER,"FW,MF",21,30.1,8,0,0,28,24,2,83,13,20,0,0,0,155,11,24,31.4,Matches
Jan-Niklas Beste,Heidenheim,GER,"FW,MF",24,29.6,4,0,0,28,54,4,295,18,50,1,0,0,133,8,20,28.6,Matches
Omar Traoré,Heidenheim,GER,DF,25,28.5,5,0,0,31,35,1,74,40,36,0,1,0,155,15,19,44.1,Matches
Lennard Maloney,Heidenheim,USA,MF,23,26.9,1,0,0,46,15,0,4,29,29,0,2,1,132,67,49,57.8,Matches
Benedikt Gimber,Heidenheim,GER,DF,26,23.0,9,0,0,40,29,0,3,18,24,0,2,1,87,48,41,53.9,Matches
Jan Schöppner,Heidenheim,GER,MF,24,22.7,3,0,0,14,12,1,7,27,26,0,0,0,108,39,39,50.0,Matches
Marvin Pieringer,Heidenheim,GER,"MF,FW",23,18.3,5,0,0,39,32,6,7,12,13,0,0,0,80,60,56,51.7,Matches
Norman Theuerkauf,Heidenheim,GER,"MF,DF",36,14.5,3,0,0,13,16,0,25,15,16,0,1,0,77,12,10,54.5,Matches
Kevin Sessa,Heidenheim,GER,"MF,FW",23,12.6,1,0,0,18,21,1,24,4,11,0,0,0,75,14,16,46.7,Matches
Adrian Beck,Heidenheim,GER,"MF,FW",26,11.9,1,0,0,16,13,2,7,6,17,0,0,0,76,18,26,40.9,Matches
Tim Siersleben,Heidenheim,GER,DF,23,11.6,1,0,0,17,6,0,1,24,14,0,2,0,59,13,11,54.2,Matches
Nikola Dovedan,Heidenheim,AUT,"MF,FW",29,7.6,0,1,0,10,29,1,8,2,10,0,0,0,43,6,25,19.4,Matches
Marnon Busch,Heidenheim,GER,DF,28,7.6,1,0,0,10,6,0,33,11,10,0,0,0,33,8,15,34.8,Matches
Denis Thomalla,Heidenheim,GER,"MF,FW",30,6.3,0,0,0,6,2,0,2,5,7,0,0,0,29,18,16,52.9,Matches
Florian Pick,Heidenheim,GER,"MF,FW",27,5.0,2,0,0,6,7,2,39,2,5,0,0,0,29,5,5,50.0,Matches
Stefan Schimmer,Heidenheim,GER,"MF,FW",29,1.8,0,0,0,1,1,0,2,1,1,0,0,0,4,9,14,39.1,Matches
Vitus Eicher,Heidenheim,GER,GK,32,1.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Christian Kühlwetter,Heidenheim,GER,MF,27,0.6,0,0,0,4,0,0,2,0,0,0,0,0,1,0,2,0.0,Matches
Thomas Keller,Heidenheim,GER,"MF,FW",23,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
Antonee Robinson,Fulham,USA,DF,25,42.3,6,0,0,36,24,3,152,90,66,0,0,2,227,42,27,60.9,Matches
Bernd Leno,Fulham,GER,GK,31,41.3,4,0,0,0,3,0,0,0,0,0,0,1,58,10,1,90.9,Matches
João Palhinha,Fulham,POR,MF,28,35.9,13,0,0,63,69,2,7,54,91,0,1,0,195,40,31,56.3,Matches
Timothy Castagne,Fulham,BEL,DF,27,34.1,3,0,0,24,14,3,59,40,25,0,0,0,119,35,32,52.2,Matches
Andreas Pereira,Fulham,BRA,MF,27,34.1,6,0,0,25,33,3,262,4,14,0,0,0,99,13,36,26.5,Matches
Calvin Bassey,Fulham,NGA,DF,23,28.8,6,1,1,16,12,2,4,34,29,0,1,0,171,30,25,54.5,Matches
Willian,Fulham,BRA,FW,34,26.8,1,0,0,10,33,1,90,11,13,0,0,0,99,9,15,37.5,Matches
Alex Iwobi,Fulham,NGA,"FW,MF",27,26.6,2,0,0,13,6,5,63,15,21,0,0,0,145,6,19,24.0,Matches
Harry Wilson,Fulham,WAL,FW,26,23.0,8,0,0,23,47,6,54,15,21,1,0,0,78,5,6,45.5,Matches
Tosin Adarabioyo,Fulham,ENG,DF,25,22.5,2,0,0,11,6,0,1,30,15,0,0,0,43,56,28,66.7,Matches
Rodrigo Muniz,Fulham,BRA,FW,22,22.3,2,0,0,28,42,5,2,6,4,0,0,0,34,74,109,40.4,Matches
Issa Diop,Fulham,FRA,DF,26,22.3,5,1,1,22,5,2,0,23,22,0,3,0,65,25,17,59.5,Matches
Bobby Reid,Fulham,JAM,FW,30,21.8,4,0,0,20,29,6,47,6,17,0,0,0,60,13,24,35.1,Matches
Tom Cairney,Fulham,SCO,MF,32,21.7,4,0,0,19,35,0,33,15,23,1,0,1,105,14,6,70.0,Matches
Harrison Reed,Fulham,ENG,MF,28,19.3,7,0,0,33,11,2,27,16,25,0,0,0,72,9,13,40.9,Matches
Tim Ream,Fulham,USA,DF,35,19.1,4,1,1,8,6,1,1,32,10,0,2,0,79,25,19,56.8,Matches
Raúl Jiménez,Fulham,MEX,FW,32,18.4,4,1,0,21,24,13,10,5,13,0,0,0,43,44,59,42.7,Matches
Saša Lukić,Fulham,SRB,MF,26,15.6,5,0,0,34,12,0,9,21,25,0,0,0,65,11,8,57.9,Matches
Kenny Tete,Fulham,NED,DF,27,14.4,3,0,0,23,14,0,53,21,28,0,1,0,45,5,5,50.0,Matches
Marek Rodák,Fulham,SVK,GK,26,5.3,1,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Carlos Vinícius,Fulham,BRA,FW,28,4.9,2,0,0,7,2,6,1,0,2,0,0,0,9,4,11,26.7,Matches
Adama Traoré,Fulham,ESP,"FW,MF",27,4.9,2,0,0,5,4,0,31,1,3,0,0,0,13,9,6,60.0,Matches
Fodé Ballo-Touré,Fulham,SEN,"DF,MF",26,2.5,1,0,0,5,3,0,17,5,5,0,0,0,6,0,2,0.0,Matches
Luke Harris,Fulham,WAL,MF,18,1.3,0,0,0,2,2,0,0,0,1,0,0,0,3,0,0,,Matches
Luc De Fougerolles,Fulham,CAN,DF,17,1.0,0,0,0,2,2,0,0,0,0,,,0,,,,,Matches
Armando Broja,Fulham,ALB,FW,21,1.0,0,0,0,5,3,0,1,0,0,0,0,0,3,6,9,40.0,Matches
Tyrese Francois,Fulham,AUS,MF,23,0.5,0,0,0,1,0,0,0,0,0,,,0,,,,,Matches
Aleksandar Mitrović,Fulham,SRB,FW,28,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,66.7,Matches
Devan Tanton,Fulham,COL,DF,19,0.0,0,0,0,0,0,0,0,0,1,,,0,,,,,Matches
Marvin Ducksch,Werder Bremen,GER,FW,29,30.6,9,0,0,6,18,19,162,4,3,1,0,0,83,21,42,33.3,Matches
Romano Schmid,Werder Bremen,AUT,"MF,FW",23,29.9,5,0,0,33,53,4,65,12,21,0,0,0,189,24,50,32.4,Matches
Anthony Jung,Werder Bremen,GER,DF,31,29.6,4,1,0,15,16,1,23,26,23,0,1,0,142,44,26,62.9,Matches
Mitchell Weiser,Werder Bremen,GER,"DF,MF",29,29.5,5,0,0,29,40,4,82,20,39,0,0,0,171,23,40,36.5,Matches
Michael Zetterer,Werder Bremen,GER,GK,28,27.0,2,0,0,0,7,0,0,0,1,0,0,0,20,13,3,81.3,Matches
Jens Stage,Werder Bremen,DEN,MF,26,26.9,6,1,0,49,40,3,11,23,23,1,0,0,165,63,34,64.9,Matches
Marco Friedl,Werder Bremen,AUT,DF,25,24.4,6,0,0,31,17,1,4,35,32,0,1,0,138,40,41,49.4,Matches
Miloš Veljković,Werder Bremen,SRB,DF,27,22.3,2,0,0,10,5,0,20,17,15,0,0,0,95,38,44,46.3,Matches
Senne Lynen,Werder Bremen,BEL,MF,24,20.0,6,0,0,35,17,0,4,41,38,0,0,0,118,12,29,29.3,Matches
Leonardo Bittencourt,Werder Bremen,GER,MF,29,18.3,9,0,0,34,35,2,42,14,22,0,0,0,110,6,16,27.3,Matches
Felix Agu,Werder Bremen,GER,"DF,MF",23,17.9,2,0,0,15,44,2,46,13,29,3,0,0,71,15,24,38.5,Matches
Olivier Deman,Werder Bremen,BEL,DF,23,15.2,5,0,0,27,13,0,45,14,15,0,1,1,80,16,18,47.1,Matches
Nick Woltemade,Werder Bremen,GER,"FW,MF",21,13.2,1,0,0,22,23,6,3,5,23,0,0,0,69,28,43,39.4,Matches
Niklas Stark,Werder Bremen,GER,DF,28,13.1,4,0,0,21,16,1,0,20,16,0,1,0,54,29,23,55.8,Matches
Justin Njinmah,Werder Bremen,GER,FW,22,11.3,1,0,0,6,20,9,10,2,1,0,0,0,34,8,15,34.8,Matches
Rafael Borré,Werder Bremen,COL,FW,27,11.0,0,0,0,17,8,14,12,2,7,0,0,0,34,26,31,45.6,Matches
Christian Groß,Werder Bremen,GER,"DF,MF",34,9.2,1,0,0,15,5,2,8,13,16,0,1,0,54,16,28,36.4,Matches
Jiří Pavlenka,Werder Bremen,CZE,GK,31,8.0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,100.0,Matches
Julián Malatini,Werder Bremen,ARG,DF,22,6.7,1,0,0,10,1,0,6,13,13,0,1,0,31,9,10,47.4,Matches
Amos Pieper,Werder Bremen,GER,DF,25,6.7,0,1,0,6,5,0,2,9,11,0,0,0,39,26,14,65.0,Matches
Dawid Kownacki,Werder Bremen,POL,FW,26,4.2,0,0,0,9,9,1,3,0,1,0,0,0,8,29,29,50.0,Matches
Niclas Füllkrug,Werder Bremen,GER,FW,30,3.0,0,0,0,3,11,4,0,0,1,0,0,0,3,12,11,52.2,Matches
Skelly Alvero,Werder Bremen,FRA,MF,21,1.4,1,0,0,2,3,0,0,1,4,0,0,0,9,6,1,85.7,Matches
Naby Keïta,Werder Bremen,GUI,"MF,DF",28,1.2,2,0,0,2,1,0,0,2,1,0,0,0,14,0,3,0.0,Matches
Oliver Burke,Werder Bremen,SCO,FW,26,1.1,0,0,0,0,1,0,4,1,0,0,0,0,2,0,0,,Matches
Nicolai Rapp,Werder Bremen,GER,DF,26,1.1,1,0,0,2,0,0,0,2,2,0,0,0,10,1,0,100.0,Matches
Isak Hansen-Aarøen,Werder Bremen,NOR,MF,18,0.3,1,0,0,1,0,0,0,1,0,0,0,0,4,0,0,,Matches
Leon Opitz,Werder Bremen,GER,"FW,DF",18,0.2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,,Matches
Ilia Gruev,Werder Bremen,BUL,MF,23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Joel Imasuen,Werder Bremen,USA,FW,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Noah Atubolu,Freiburg,GER,GK,21,45.3,0,0,0,0,3,0,0,0,0,0,0,0,81,8,1,88.9,Matches
Maximilian Eggestein,Freiburg,GER,MF,26,43.9,6,0,0,40,33,2,20,36,29,0,1,0,210,60,52,53.6,Matches
Nicolas Höfler,Freiburg,GER,MF,33,37.2,11,1,0,37,56,0,5,44,57,0,0,0,220,62,61,50.4,Matches
Ritsu Doan,Freiburg,JPN,"MF,FW",25,35.7,2,0,0,32,49,3,120,14,42,2,0,0,125,26,38,40.6,Matches
Lucas Höler,Freiburg,GER,"FW,MF",29,35.4,9,0,0,40,58,7,19,16,32,2,0,0,136,101,128,44.1,Matches
Vincenzo Grifo,Freiburg,ITA,"MF,FW",30,34.7,3,0,0,18,22,8,238,20,28,1,1,0,164,15,25,37.5,Matches
Matthias Ginter,Freiburg,GER,DF,29,31.6,3,0,0,13,19,0,23,20,19,0,0,1,135,71,41,63.4,Matches
Manuel Gulde,Freiburg,GER,DF,32,30.1,6,1,1,23,17,1,6,32,29,0,0,0,94,59,43,57.8,Matches
Kiliann Sildillia,Freiburg,FRA,"DF,MF",21,28.7,3,1,0,43,16,5,56,27,30,0,0,0,135,40,45,47.1,Matches
Roland Sallai,Freiburg,HUN,"FW,MF",26,28.1,8,0,0,56,59,11,97,10,15,1,0,0,96,41,59,41.0,Matches
Lukas Kübler,Freiburg,GER,DF,30,25.4,8,0,0,25,29,4,23,48,32,0,0,0,131,41,29,58.6,Matches
Michael Gregoritsch,Freiburg,AUT,FW,29,24.1,2,0,0,21,24,6,11,10,16,0,0,0,72,108,111,49.3,Matches
Merlin Röhl,Freiburg,GER,"MF,FW",21,20.7,3,1,0,43,33,3,20,14,20,0,0,0,129,24,42,36.4,Matches
Philipp Lienhart,Freiburg,AUT,DF,27,20.1,5,0,0,14,9,2,6,17,14,0,1,0,111,44,22,66.7,Matches
Jordy Makengo,Freiburg,FRA,DF,21,14.9,1,0,0,16,16,1,31,16,16,0,2,0,58,20,16,55.6,Matches
Christian Günter,Freiburg,GER,DF,30,14.4,1,0,0,10,4,2,82,2,12,0,0,0,39,6,10,37.5,Matches
Noah Weißhaupt,Freiburg,GER,"MF,DF",21,13.0,1,0,0,9,46,3,86,9,6,2,0,0,54,5,10,33.3,Matches
Yannik Keitel,Freiburg,GER,DF,23,11.3,0,0,0,12,6,0,3,16,16,0,0,0,53,23,17,57.5,Matches
Maximilian Philipp,Freiburg,GER,"FW,MF",29,4.7,3,0,0,12,7,1,5,4,5,0,0,0,14,7,20,25.9,Matches
Junior Adamu,Freiburg,AUT,FW,22,3.1,0,0,0,15,7,2,1,1,3,0,0,0,18,8,8,50.0,Matches
Florent Muslija,Freiburg,KVX,MF,25,1.8,0,0,0,1,3,0,10,0,5,0,0,0,12,1,1,50.0,Matches
Kenneth Schmidt,Freiburg,GER,DF,21,1.4,1,0,0,4,1,0,2,1,3,0,0,0,15,3,1,75.0,Matches
Attila Szalai,Freiburg,HUN,"DF,MF",25,1.1,0,0,0,0,0,1,0,1,1,0,0,0,4,2,2,50.0,Matches
Florian Müller,Freiburg,GER,GK,25,1.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Maximilian Breunig,Freiburg,GER,FW,22,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,20.0,Matches
Fabian Rüdlin,Freiburg,GER,MF,26,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Benjamin Lecomte,Montpellier,FRA,GK,32,33.0,2,0,0,1,2,0,0,0,0,0,0,1,14,6,0,100.0,Matches
Téji Savanier,Montpellier,FRA,MF,31,32.2,9,1,0,43,82,3,252,36,20,0,0,0,196,21,32,39.6,Matches
Joris Chotard,Montpellier,FRA,MF,21,29.7,6,0,0,31,21,0,37,47,53,0,1,0,207,25,23,52.1,Matches
Becir Omeragic,Montpellier,SUI,"DF,MF",21,28.7,4,0,0,24,17,0,5,30,33,0,0,0,108,30,41,42.3,Matches
Jordan Ferri,Montpellier,FRA,MF,31,25.5,6,0,0,52,48,0,43,16,26,0,1,0,174,10,20,33.3,Matches
Akor Adams,Montpellier,NGA,FW,23,25.2,2,0,0,39,22,26,13,5,4,0,0,0,55,54,69,43.9,Matches
Musa Al-Taamari,Montpellier,JOR,FW,26,21.4,0,0,0,11,51,8,22,4,16,2,0,0,101,10,19,34.5,Matches
Boubakar Kouyaté,Montpellier,MLI,DF,26,21.4,5,1,0,35,21,1,1,29,30,0,2,0,110,61,28,68.5,Matches
Issiaga Sylla,Montpellier,GUI,"DF,FW",29,16.2,3,0,0,21,10,3,43,23,17,0,0,0,90,18,15,54.5,Matches
Falaye Sacko,Montpellier,MLI,DF,28,15.4,0,0,0,8,8,0,27,24,16,0,0,1,107,15,23,39.5,Matches
Christopher Jullien,Montpellier,FRA,DF,30,14.7,5,0,0,15,5,0,2,12,12,0,0,0,47,45,25,64.3,Matches
Wahbi Khazri,Montpellier,TUN,FW,32,14.7,7,0,0,20,25,9,16,3,18,0,0,0,57,9,13,40.9,Matches
Arnaud Nordin,Montpellier,FRA,"FW,MF",25,14.6,2,1,0,15,42,1,37,2,6,1,0,0,56,9,10,47.4,Matches
Maxime Estève,Montpellier,FRA,DF,21,13.1,2,0,0,11,8,0,2,19,15,0,0,1,52,18,13,58.1,Matches
Modibo Sagnan,Montpellier,MLI,DF,24,12.7,5,0,0,21,8,0,1,16,23,0,0,0,51,20,10,66.7,Matches
Khalil Fayad,Montpellier,FRA,"FW,MF",19,12.7,2,0,0,26,29,1,16,15,16,0,0,0,54,12,14,46.2,Matches
Enzo Tchato,Montpellier,CMR,DF,20,12.5,2,0,0,15,5,0,49,11,17,0,0,0,42,10,11,47.6,Matches
Lucas Mincarelli,Montpellier,FRA,"DF,MF",19,11.1,1,1,0,4,10,0,26,8,16,0,1,0,50,10,13,43.5,Matches
Silvan Hefti,Montpellier,SUI,"DF,FW",25,10.9,1,0,0,6,8,0,26,10,18,0,0,0,39,3,8,27.3,Matches
Tanguy Coulibaly,Montpellier,FRA,"FW,MF",22,8.4,2,0,0,15,15,0,9,3,16,1,0,0,44,8,9,47.1,Matches
Léo Leroy,Montpellier,FRA,MF,23,7.6,4,0,0,25,5,0,2,10,14,0,0,0,37,8,9,47.1,Matches
Théo Sainte-Luce,Montpellier,FRA,DF,24,5.6,2,0,0,6,6,0,14,4,9,0,0,0,23,3,4,42.9,Matches
Kelvin Yeboah,Montpellier,ITA,FW,23,4.2,0,0,0,14,11,3,3,1,3,0,0,0,16,11,16,40.7,Matches
Dimitry Bertaud,Montpellier,COD,GK,25,4.0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,100.0,Matches
Yann Karamoh,Montpellier,FRA,"FW,MF",25,3.9,1,0,0,7,7,2,7,0,0,0,0,0,17,2,13,13.3,Matches
Axel Gueguin,Montpellier,FRA,"DF,FW",18,2.9,1,0,0,4,7,0,8,2,7,0,0,0,10,2,2,50.0,Matches
Sacha Delaye,Montpellier,FRA,"MF,FW",21,2.3,1,0,0,7,4,1,7,1,4,0,0,0,8,1,6,14.3,Matches
Othmane Maamma,Montpellier,FRA,FW,17,1.0,0,0,0,0,1,0,4,0,3,0,0,0,9,0,1,0.0,Matches
Junior Ndiaye,Montpellier,FRA,FW,18,0.5,0,0,0,0,2,0,0,0,1,,,0,,,,,Matches
Yanis Issoufou,Montpellier,FRA,MF,16,0.2,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0.0,Matches
Elye Wahi,Montpellier,FRA,FW,20,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100.0,Matches
