Player Name,Club Name,Country,Position,DefensiveErrors,TacklesAttempted,TackleWon,TacklesinDef3rd,TacklesinMid3rd,TacklesinAtt3rd,DribblesStopped,PassesBlocked,DribblesWinningPerc,DribblesNotStopped,TotalBlocks,ShotsBlocked,PassesBlocked,Tackles+Interception,Clearances,Sh
Ruben Lendinez,Valencia,ESP,DF,0,2,4,0,2,0,1,0,100,0,0,0,0,2,1,Matches
Marco Camús,Valencia,ESP,MF,,,0,,,,,,,,,,2,0,,Matches
Cristian,Valencia,ESP,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
David Otorbi,Valencia,ESP,FW,,,1,,,,,,,,,,0,0,,Matches
Mario Dominguez,Valencia,ESP,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Ali Fadal,Valencia,GHA,MF,,,0,,,,,,,,,,0,0,,Matches
Guillaume Restes,Toulouse,FRA,GK,1,0,0,0,0,0,0,0,0,4,0,0,0,0,23,Matches
Rasmus Nicolaisen,Toulouse,DEN,DF,1,59,37,48,11,0,30,13,56.6,23,56,43,57,113,210,Matches
Thijs Dallinga,Toulouse,NED,FW,0,36,21,7,14,15,12,11,66.7,6,15,4,4,40,46,Matches
Logan Costa,Toulouse,CPV,DF,1,54,38,41,12,1,19,17,63.3,11,51,34,28,82,156,Matches
Vincent Sierro,Toulouse,SUI,MF,0,65,37,23,33,9,44,35,40,66,54,19,46,106,44,Matches
Gabriel Suazo,Toulouse,CHI,DF,0,79,44,45,26,8,43,41,43,57,46,5,32,109,45,Matches
Cristian Cásseres Jr.,Toulouse,VEN,MF,1,90,48,45,38,7,37,37,50,37,41,4,37,126,47,Matches
Aron Dønnum,Toulouse,NOR,"FW,MF",1,28,18,9,13,6,12,23,38.7,19,24,1,13,38,16,Matches
Mikkel Desler,Toulouse,DEN,DF,0,37,23,20,12,5,16,27,51.6,15,46,19,32,69,49,Matches
Moussa Diarra,Toulouse,MLI,DF,0,41,20,18,21,2,16,27,47.1,18,45,18,33,73,54,Matches
Stijn Spierings,Toulouse,NED,MF,0,62,48,29,24,9,33,18,56.9,25,25,7,29,89,37,Matches
Niklas Schmidt,Toulouse,GER,MF,0,47,26,17,24,6,23,9,53.5,20,17,8,7,54,16,Matches
Frank Magri,Toulouse,CMR,"FW,MF",0,30,18,7,15,8,19,15,73.1,7,20,5,5,35,19,Matches
Waren Kamanzi,Toulouse,NOR,"DF,FW",0,41,31,17,19,5,17,9,63,10,12,3,12,51,39,Matches
Christian Mawissa,Toulouse,FRA,DF,1,25,28,16,4,5,12,13,44.4,15,25,12,27,49,46,Matches
Yann Gboho,Toulouse,FRA,"MF,FW",0,17,7,6,8,3,10,24,33.3,20,25,1,6,22,2,Matches
Gelabert,Toulouse,ESP,"MF,FW",0,17,10,5,7,5,7,6,31.8,15,8,2,5,22,10,Matches
Zakaria Aboukhlal,Toulouse,MAR,"MF,FW",0,9,8,1,5,3,3,8,25,9,9,1,1,10,2,Matches
Kévin Keben Biakolo,Toulouse,CMR,DF,0,6,5,4,2,0,4,7,57.1,3,7,0,15,16,17,Matches
Denis Genreau,Toulouse,AUS,"MF,FW",0,13,9,6,6,1,8,7,50,8,8,1,6,19,10,Matches
Ibrahim Cissoko,Toulouse,NED,"FW,MF",0,5,5,4,1,0,1,3,25,3,3,0,2,6,0,Matches
Shavy Babicka,Toulouse,GAB,"FW,MF",0,11,9,2,7,2,2,5,40,3,6,1,0,11,2,Matches
Yanis Begraoui,Toulouse,MAR,"FW,MF",0,6,3,1,4,1,3,5,30,7,5,0,6,11,5,Matches
Naatan Skyttä,Toulouse,FIN,"MF,FW",0,4,7,2,1,1,1,1,50,1,1,0,2,4,1,Matches
Álex Domínguez,Toulouse,ESP,GK,,,0,,,,,,,,,,0,0,,Matches
Mamady Bangré,Toulouse,BFA,"FW,MF",0,4,2,2,2,0,3,0,75,1,0,0,4,8,3,Matches
Fares Chaïbi,Toulouse,ALG,"FW,MF",0,0,0,0,0,0,0,0,,0,0,0,0,0,2,Matches
Noah Lahmadi,Toulouse,FRA,MF,,,1,,,,,,,,,,0,0,,Matches
Noah Edjouma,Toulouse,FRA,FW,,,0,,,,,,,,,,0,0,,Matches
Pascal Groß,Brighton,GER,"MF,DF",3,80,56,36,26,18,39,38,44.8,48,47,9,23,102,34,Matches
Lewis Dunk,Brighton,ENG,DF,3,34,22,19,14,1,17,15,38.6,27,58,43,37,68,99,Matches
Jan Paul van Hecke,Brighton,NED,DF,4,54,37,28,22,4,32,26,61.5,20,58,32,41,90,95,Matches
Billy Gilmour,Brighton,SCO,MF,1,31,20,15,12,4,14,16,31.8,30,25,9,17,46,19,Matches
Simon Adingra,Brighton,CIV,FW,1,51,24,25,14,12,21,38,43.8,27,40,2,19,70,27,Matches
João Pedro,Brighton,BRA,"FW,MF",0,33,17,11,13,9,16,17,55.2,13,19,2,11,44,30,Matches
Bart Verbruggen,Brighton,NED,GK,3,1,1,1,0,0,1,0,50,1,0,0,1,1,11,Matches
Igor,Brighton,BRA,DF,1,28,21,8,18,2,19,18,57.6,14,28,10,21,45,63,Matches
Danny Welbeck,Brighton,ENG,"FW,MF",1,35,18,9,17,9,10,13,55.6,8,13,0,9,44,18,Matches
Jason Steele,Brighton,ENG,GK,2,0,0,0,0,0,0,0,0,4,0,0,0,0,10,Matches
Kaoru Mitoma,Brighton,JPN,FW,0,16,8,4,8,4,6,18,25,18,19,1,9,25,18,Matches
Joël Veltman,Brighton,NED,DF,1,62,46,36,20,6,45,11,67.2,22,19,8,25,87,68,Matches
Facundo Buonanotte,Brighton,ARG,"FW,MF",0,46,28,15,23,8,15,23,29.4,36,26,3,10,55,5,Matches
Pervis Estupiñán,Brighton,ECU,DF,0,29,20,14,12,3,15,11,48.4,16,16,5,25,50,24,Matches
Evan Ferguson,Brighton,IRL,FW,0,18,8,6,9,3,7,10,43.8,9,13,3,4,22,9,Matches
Carlos Baleba,Brighton,CMR,MF,3,42,22,17,21,4,23,30,50,23,37,7,20,61,34,Matches
Tariq Lamptey,Brighton,GHA,"DF,FW",0,25,20,17,6,2,16,5,57.1,12,10,5,16,39,7,Matches
Adam Webster,Brighton,ENG,DF,1,14,15,8,5,1,6,4,33.3,12,16,12,18,30,43,Matches
Jack Hinshelwood,Brighton,ENG,DF,0,18,6,9,6,3,9,4,50,9,7,3,16,33,21,Matches
Ansu Fati,Brighton,ESP,"MF,FW",0,8,6,1,2,5,1,13,8.3,11,13,0,5,13,5,Matches
Adam Lallana,Brighton,ENG,"MF,FW",0,10,6,4,5,1,1,1,20,4,2,1,5,14,1,Matches
James Milner,Brighton,ENG,"DF,MF",0,24,16,10,11,3,11,11,64.7,6,11,0,8,32,24,Matches
Solly March,Brighton,ENG,"FW,DF",0,25,18,10,8,7,10,7,55.6,8,7,0,11,36,9,Matches
Jakub Moder,Brighton,POL,"MF,DF",0,19,11,9,5,5,9,6,50,9,8,2,4,21,12,Matches
Mahmoud Dahoud,Brighton,GER,MF,0,12,7,2,6,4,3,3,25,9,5,2,4,14,7,Matches
Julio Enciso,Brighton,PAR,"MF,FW",0,7,3,3,2,2,2,12,28.6,5,12,0,0,7,4,Matches
Valentín Barco,Brighton,ARG,"DF,FW",1,11,5,4,5,2,6,3,75,2,3,0,4,15,3,Matches
Odeluga Offiah,Brighton,ENG,DF,0,1,0,1,0,0,1,0,100,0,0,0,1,2,0,Matches
Mark O'Mahony,Brighton,IRL,FW,0,1,0,1,0,0,1,1,50,1,2,1,0,1,1,Matches
Benicio Boaitey,Brighton,ENG,"FW,DF",0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,Matches
Cameron Peupion,Brighton,AUS,MF,,,3,,,,,,,,,,0,0,,Matches
Josh Duffus,Brighton,ENG,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Jack Hinchy,Brighton,ENG,MF,,,0,,,,,,,,,,0,0,,Matches
Illia Zabarnyi,Bournemouth,UKR,DF,4,59,34,29,29,1,23,19,46,27,53,34,37,92,143,Matches
Dominic Solanke,Bournemouth,ENG,FW,0,23,11,3,13,7,10,19,34.5,19,24,5,7,30,43,Matches
Ryan Christie,Bournemouth,SCO,MF,1,86,51,34,35,17,39,41,42.4,53,52,11,56,138,53,Matches
Lewis Cook,Bournemouth,ENG,MF,1,61,46,24,30,7,34,21,54,29,32,11,69,126,46,Matches
Neto,Bournemouth,BRA,GK,3,0,0,0,0,0,0,1,,0,1,0,1,1,12,Matches
Marcos Senesi,Bournemouth,ARG,DF,1,55,35,28,23,4,24,27,42.9,32,50,23,41,90,109,Matches
Adam Smith,Bournemouth,ENG,DF,0,37,25,18,11,8,19,17,48.7,20,28,11,23,58,62,Matches
Milos Kerkez,Bournemouth,HUN,DF,2,47,33,31,13,3,30,20,71.4,12,31,11,23,67,60,Matches
Marcus Tavernier,Bournemouth,ENG,FW,0,53,37,25,22,6,26,28,54.2,22,31,3,8,58,23,Matches
Antoine Semenyo,Bournemouth,GHA,FW,0,24,18,7,9,8,9,37,33.3,18,39,2,7,30,21,Matches
Justin Kluivert,Bournemouth,NED,"MF,FW",0,28,17,5,12,11,8,15,26.7,22,16,1,9,36,11,Matches
Philip Billing,Bournemouth,DEN,MF,1,33,22,7,22,4,9,26,33.3,18,31,5,21,53,28,Matches
Lloyd Kelly,Bournemouth,ENG,DF,0,24,19,10,9,5,14,10,56,11,22,12,15,37,67,Matches
Max Aarons,Bournemouth,ENG,DF,0,29,20,20,7,2,20,4,58.8,14,9,5,8,37,27,Matches
Dango Ouattara,Bournemouth,BFA,"FW,DF",0,45,30,22,11,12,19,15,55.9,15,18,3,22,67,35,Matches
Alex Scott,Bournemouth,ENG,MF,2,24,20,8,10,6,12,10,42.9,16,14,4,17,36,18,Matches
Luis Sinisterra,Bournemouth,COL,"FW,MF",0,23,14,9,10,4,9,18,56.3,7,18,0,9,31,4,Matches
Chris Mepham,Bournemouth,WAL,DF,1,12,14,9,3,0,9,7,64.3,5,13,6,12,19,30,Matches
Mark Travers,Bournemouth,IRL,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,Matches
David Brooks,Bournemouth,WAL,"FW,MF",0,5,7,2,1,2,2,3,50,2,3,0,4,7,2,Matches
Joe Rothwell,Bournemouth,ENG,MF,0,7,2,4,2,1,2,2,25,6,4,2,5,10,2,Matches
Ionuț Radu,Bournemouth,ROU,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Enes Ünal,Bournemouth,TUR,"FW,MF",0,6,4,2,3,1,2,2,40,3,4,2,1,7,6,Matches
Kieffer Moore,Bournemouth,WAL,"FW,MF",0,0,1,0,0,0,0,0,,0,0,0,0,0,0,Matches
Jaidon Anthony,Bournemouth,ENG,FW,0,3,1,1,0,2,1,3,14.3,6,3,0,1,4,3,Matches
Hamed Junior Traorè,Bournemouth,CIV,MF,0,1,0,1,0,0,1,3,33.3,2,3,0,1,1,0,Matches
Tyler Adams,Bournemouth,USA,MF,0,4,3,1,3,0,2,2,66.7,1,2,0,5,8,2,Matches
James Hill,Bournemouth,ENG,DF,0,3,3,1,2,0,1,1,100,0,3,2,4,6,8,Matches
Romain Faivre,Bournemouth,FRA,"MF,FW",0,1,1,0,1,0,0,0,0,3,0,0,0,1,0,Matches
Gavin Kilkenny,Bournemouth,IRL,MF,,,1,,,,,,,,,,0,0,,Matches
Dominic Sadi,Bournemouth,ENG,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Daniel Adu-Adjei,Bournemouth,ENG,FW,,,0,,,,,,,,,,0,0,,Matches
Patrick Mainka,Heidenheim,GER,DF,1,85,52,58,24,3,38,34,51.4,36,66,32,55,134,158,Matches
Kevin Müller,Heidenheim,GER,GK,1,3,0,3,0,0,3,0,60,2,0,0,0,3,6,Matches
Tim Kleindienst,Heidenheim,GER,FW,0,21,13,6,11,4,7,24,28,18,32,8,13,33,58,Matches
Jonas Föhrenbach,Heidenheim,GER,DF,0,44,26,24,14,6,19,15,52.8,17,34,19,34,75,70,Matches
Eren Dinkçi,Heidenheim,GER,"FW,MF",0,32,20,16,13,3,19,36,39.6,29,40,4,13,44,21,Matches
Jan-Niklas Beste,Heidenheim,GER,"FW,MF",0,77,50,35,24,18,28,47,50.9,27,48,1,18,95,31,Matches
Omar Traoré,Heidenheim,GER,DF,1,60,36,33,21,6,32,25,57.1,24,32,7,40,100,54,Matches
Lennard Maloney,Heidenheim,USA,MF,0,43,29,14,24,5,25,24,42.4,34,33,9,29,68,88,Matches
Benedikt Gimber,Heidenheim,GER,DF,1,40,24,25,14,1,19,10,54.3,16,27,17,18,56,101,Matches
Jan Schöppner,Heidenheim,GER,MF,0,48,26,26,20,2,21,30,50,21,37,7,27,74,57,Matches
Marvin Pieringer,Heidenheim,GER,"MF,FW",0,19,13,5,11,3,8,24,40,12,28,4,12,31,21,Matches
Norman Theuerkauf,Heidenheim,GER,"MF,DF",0,24,16,13,7,4,13,10,59.1,9,16,6,15,38,21,Matches
Kevin Sessa,Heidenheim,GER,"MF,FW",0,17,11,9,6,2,7,11,43.8,9,12,1,4,21,17,Matches
Adrian Beck,Heidenheim,GER,"MF,FW",0,22,17,8,12,2,9,17,37.5,15,17,0,6,26,15,Matches
Tim Siersleben,Heidenheim,GER,DF,1,27,14,21,6,0,8,6,40,12,16,10,24,48,29,Matches
Nikola Dovedan,Heidenheim,AUT,"MF,FW",0,14,10,2,10,2,5,9,20,20,9,0,2,15,3,Matches
Marnon Busch,Heidenheim,GER,DF,0,11,10,6,3,2,7,7,58.3,5,9,2,11,21,12,Matches
Denis Thomalla,Heidenheim,GER,"MF,FW",0,9,7,4,4,1,5,1,45.5,6,3,2,5,13,13,Matches
Florian Pick,Heidenheim,GER,"MF,FW",0,4,5,3,0,1,2,2,66.7,1,2,0,2,6,2,Matches
Stefan Schimmer,Heidenheim,GER,"MF,FW",0,1,1,0,1,0,0,2,0,3,2,0,1,2,6,Matches
Vitus Eicher,Heidenheim,GER,GK,,,0,,,,,,,,,,0,0,,Matches
Christian Kühlwetter,Heidenheim,GER,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Thomas Keller,Heidenheim,GER,"MF,FW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Antonee Robinson,Fulham,USA,DF,3,93,66,60,26,7,52,48,47.3,58,56,8,90,173,117,Matches
Bernd Leno,Fulham,GER,GK,1,0,0,0,0,0,0,0,,0,0,0,0,0,14,Matches
João Palhinha,Fulham,POR,MF,0,152,91,80,60,12,103,48,67.8,49,57,9,54,198,58,Matches
Timothy Castagne,Fulham,BEL,DF,1,49,25,23,16,10,26,28,59.1,18,38,10,40,87,69,Matches
Andreas Pereira,Fulham,BRA,MF,0,25,14,4,12,9,11,14,26.8,30,16,2,4,29,12,Matches
Calvin Bassey,Fulham,NGA,DF,4,49,29,33,15,1,21,21,72.4,8,32,11,34,77,84,Matches
Willian,Fulham,BRA,FW,1,18,13,6,7,5,3,13,14.3,18,13,0,11,27,12,Matches
Alex Iwobi,Fulham,NGA,"FW,MF",0,29,21,12,15,2,12,16,48,13,16,0,15,43,9,Matches
Harry Wilson,Fulham,WAL,FW,0,21,21,9,8,4,11,24,39.3,17,27,3,15,31,12,Matches
Tosin Adarabioyo,Fulham,ENG,DF,0,21,15,16,5,0,12,5,57.1,9,16,11,30,46,80,Matches
Rodrigo Muniz,Fulham,BRA,FW,0,7,4,1,5,1,1,6,16.7,5,9,3,6,13,20,Matches
Issa Diop,Fulham,FRA,DF,1,30,22,23,5,2,15,9,75,5,28,19,23,47,80,Matches
Bobby Reid,Fulham,JAM,FW,0,22,17,5,15,2,4,22,25,12,24,2,6,27,14,Matches
Tom Cairney,Fulham,SCO,MF,0,24,23,10,12,2,13,12,52,12,16,4,15,37,6,Matches
Harrison Reed,Fulham,ENG,MF,0,29,25,9,17,3,13,10,41.9,18,19,9,16,40,24,Matches
Tim Ream,Fulham,USA,DF,2,20,10,13,5,2,9,8,50,9,23,15,32,45,61,Matches
Raúl Jiménez,Fulham,MEX,FW,0,18,13,4,8,6,7,8,35,13,11,3,5,22,13,Matches
Saša Lukić,Fulham,SRB,MF,1,33,25,9,17,7,18,13,46.2,21,18,5,21,49,19,Matches
Kenny Tete,Fulham,NED,DF,0,27,28,19,6,2,11,7,57.9,8,10,3,21,43,35,Matches
Marek Rodák,Fulham,SVK,GK,,,0,,,,,,,,,,0,0,,Matches
Carlos Vinícius,Fulham,BRA,FW,0,3,2,0,1,2,0,4,0,4,4,0,0,3,1,Matches
Adama Traoré,Fulham,ESP,"FW,MF",0,4,3,1,2,1,3,2,50,3,2,0,1,5,2,Matches
Fodé Ballo-Touré,Fulham,SEN,"DF,MF",0,4,5,1,3,0,1,1,50,1,1,0,5,7,2,Matches
Luke Harris,Fulham,WAL,MF,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,Matches
Luc De Fougerolles,Fulham,CAN,DF,,,0,,,,,,,,,,0,0,,Matches
Armando Broja,Fulham,ALB,FW,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,Matches
Tyrese Francois,Fulham,AUS,MF,,,0,,,,,,,,,,0,0,,Matches
Aleksandar Mitrović,Fulham,SRB,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Devan Tanton,Fulham,COL,DF,,,1,,,,,,,,,,0,0,,Matches
Marvin Ducksch,Werder Bremen,GER,FW,0,8,3,4,3,1,6,2,42.9,8,2,0,4,12,25,Matches
Romano Schmid,Werder Bremen,AUT,"MF,FW",2,35,21,7,22,6,14,29,30.4,32,36,7,12,46,17,Matches
Anthony Jung,Werder Bremen,GER,DF,0,37,23,21,14,2,18,22,54.5,15,39,17,26,61,102,Matches
Mitchell Weiser,Werder Bremen,GER,"DF,MF",0,64,39,29,25,10,31,30,58.5,22,36,6,20,84,43,Matches
Michael Zetterer,Werder Bremen,GER,GK,3,3,1,3,0,0,3,0,100,0,0,0,0,3,7,Matches
Jens Stage,Werder Bremen,DEN,MF,0,52,23,21,23,8,18,19,36,32,42,23,23,75,55,Matches
Marco Friedl,Werder Bremen,AUT,DF,0,53,32,38,15,0,36,16,75,12,45,29,35,88,129,Matches
Miloš Veljković,Werder Bremen,SRB,DF,0,31,15,17,13,1,16,11,51.6,15,31,20,17,48,57,Matches
Senne Lynen,Werder Bremen,BEL,MF,0,64,38,33,27,4,30,33,42.9,40,41,8,41,105,56,Matches
Leonardo Bittencourt,Werder Bremen,GER,MF,0,42,22,20,17,5,15,17,38.5,24,18,1,14,55,6,Matches
Felix Agu,Werder Bremen,GER,"DF,MF",0,45,29,28,13,4,29,20,70.7,12,27,7,13,58,41,Matches
Olivier Deman,Werder Bremen,BEL,DF,1,28,15,21,4,3,18,16,47.4,20,24,8,14,42,49,Matches
Nick Woltemade,Werder Bremen,GER,"FW,MF",0,34,23,7,20,7,15,12,71.4,6,12,0,5,39,17,Matches
Niklas Stark,Werder Bremen,GER,DF,1,26,16,13,11,2,12,7,66.7,6,14,7,20,45,61,Matches
Justin Njinmah,Werder Bremen,GER,FW,0,5,1,2,2,1,3,8,33.3,6,9,1,2,7,6,Matches
Rafael Borré,Werder Bremen,COL,FW,0,10,7,2,4,4,5,6,31.3,11,8,2,2,12,10,Matches
Christian Groß,Werder Bremen,GER,"DF,MF",1,21,16,11,9,1,11,11,44,14,17,6,13,34,28,Matches
Jiří Pavlenka,Werder Bremen,CZE,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,Matches
Julián Malatini,Werder Bremen,ARG,DF,0,18,13,12,3,3,16,7,66.7,8,8,1,13,31,26,Matches
Amos Pieper,Werder Bremen,GER,DF,1,14,11,8,6,0,7,5,53.8,6,12,7,9,23,36,Matches
Dawid Kownacki,Werder Bremen,POL,FW,0,1,1,1,0,0,1,2,25,3,3,1,0,1,1,Matches
Niclas Füllkrug,Werder Bremen,GER,FW,0,1,1,0,1,0,1,1,100,0,2,1,0,1,1,Matches
Skelly Alvero,Werder Bremen,FRA,MF,0,6,4,1,5,0,3,2,100,0,3,1,1,7,1,Matches
Naby Keïta,Werder Bremen,GUI,"MF,DF",0,1,1,1,0,0,0,2,0,1,2,0,2,3,1,Matches
Oliver Burke,Werder Bremen,SCO,FW,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,Matches
Nicolai Rapp,Werder Bremen,GER,DF,0,3,2,2,1,0,2,2,100,0,2,0,2,5,8,Matches
Isak Hansen-Aarøen,Werder Bremen,NOR,MF,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,Matches
Leon Opitz,Werder Bremen,GER,"FW,DF",0,2,2,1,1,0,2,0,66.7,1,0,0,0,2,0,Matches
Ilia Gruev,Werder Bremen,BUL,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Joel Imasuen,Werder Bremen,USA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Noah Atubolu,Freiburg,GER,GK,3,0,0,0,0,0,0,0,0,1,0,0,0,0,10,Matches
Maximilian Eggestein,Freiburg,GER,MF,1,62,29,32,23,7,19,40,40.4,28,63,23,36,97,46,Matches
Nicolas Höfler,Freiburg,GER,MF,2,87,57,46,33,8,35,28,48.6,37,48,20,44,130,56,Matches
Ritsu Doan,Freiburg,JPN,"MF,FW",0,72,42,26,32,14,28,39,56,22,43,4,14,84,38,Matches
Lucas Höler,Freiburg,GER,"FW,MF",0,44,32,16,17,11,9,23,28.1,23,29,6,16,59,41,Matches
Vincenzo Grifo,Freiburg,ITA,"MF,FW",1,39,28,17,15,7,18,24,40.9,26,26,2,20,58,25,Matches
Matthias Ginter,Freiburg,GER,DF,0,38,19,23,13,2,18,17,56.3,14,45,28,20,57,119,Matches
Manuel Gulde,Freiburg,GER,DF,0,46,29,28,17,1,20,11,66.7,10,27,16,32,78,101,Matches
Kiliann Sildillia,Freiburg,FRA,"DF,MF",0,56,30,32,13,11,32,26,64,18,41,15,27,82,76,Matches
Roland Sallai,Freiburg,HUN,"FW,MF",0,22,15,6,7,9,9,22,40.9,13,23,1,10,31,25,Matches
Lukas Kübler,Freiburg,GER,DF,2,59,32,37,19,3,29,22,55.8,23,37,15,48,107,68,Matches
Michael Gregoritsch,Freiburg,AUT,FW,0,21,16,9,8,4,3,13,16.7,15,17,4,10,31,30,Matches
Merlin Röhl,Freiburg,GER,"MF,FW",0,34,20,16,15,3,16,31,50,16,35,4,14,47,24,Matches
Philipp Lienhart,Freiburg,AUT,DF,0,20,14,14,5,1,13,7,52,12,21,14,17,37,65,Matches
Jordy Makengo,Freiburg,FRA,DF,0,23,16,16,6,1,8,18,61.5,5,22,4,16,39,43,Matches
Christian Günter,Freiburg,GER,DF,0,20,12,9,11,0,7,7,36.8,12,10,3,2,22,24,Matches
Noah Weißhaupt,Freiburg,GER,"MF,DF",0,13,6,9,1,3,7,7,46.7,8,8,1,9,22,17,Matches
Yannik Keitel,Freiburg,GER,DF,3,20,16,14,5,1,10,9,66.7,5,18,9,16,36,51,Matches
Maximilian Philipp,Freiburg,GER,"FW,MF",0,8,5,4,4,0,1,9,14.3,6,9,0,4,12,3,Matches
Junior Adamu,Freiburg,AUT,FW,0,10,3,3,5,2,4,3,80,1,3,0,1,11,4,Matches
Florent Muslija,Freiburg,KVX,MF,0,6,5,4,2,0,3,1,50,3,1,0,0,6,2,Matches
Kenneth Schmidt,Freiburg,GER,DF,1,3,3,2,1,0,3,1,60,2,1,0,1,4,6,Matches
Attila Szalai,Freiburg,HUN,"DF,MF",1,1,1,1,0,0,1,3,50,1,5,2,1,2,11,Matches
Florian Müller,Freiburg,GER,GK,,,0,,,,,,,,,,0,0,,Matches
Maximilian Breunig,Freiburg,GER,FW,0,0,0,0,0,0,0,2,,0,2,0,0,0,0,Matches
Fabian Rüdlin,Freiburg,GER,MF,0,1,0,0,0,1,0,0,,0,0,0,0,1,0,Matches
Benjamin Lecomte,Montpellier,FRA,GK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,16,Matches
Téji Savanier,Montpellier,FRA,MF,1,37,20,16,15,6,14,28,22.2,49,36,8,36,70,28,Matches
Joris Chotard,Montpellier,FRA,MF,0,81,53,45,25,11,48,26,50,48,47,21,47,125,60,Matches
Becir Omeragic,Montpellier,SUI,"DF,MF",0,48,33,31,13,4,20,22,60.6,13,51,29,30,75,65,Matches
Jordan Ferri,Montpellier,FRA,MF,0,36,26,16,17,3,20,18,29.9,47,19,1,16,49,23,Matches
Akor Adams,Montpellier,NGA,FW,0,12,4,3,4,5,3,7,42.9,4,9,2,5,17,11,Matches
Musa Al-Taamari,Montpellier,JOR,FW,0,20,16,10,5,5,9,16,42.9,12,18,2,4,24,5,Matches
Boubakar Kouyaté,Montpellier,MLI,DF,1,49,30,39,8,2,28,11,54.9,23,31,20,29,78,123,Matches
Issiaga Sylla,Montpellier,GUI,"DF,FW",0,28,17,20,6,2,16,14,47.1,18,21,7,23,51,53,Matches
Falaye Sacko,Montpellier,MLI,DF,0,28,16,13,10,5,21,12,65.6,11,19,7,24,52,37,Matches
Christopher Jullien,Montpellier,FRA,DF,2,16,12,11,5,0,6,5,35.3,11,25,20,12,28,106,Matches
Wahbi Khazri,Montpellier,TUN,FW,0,24,18,8,12,4,14,10,40,21,10,0,3,27,7,Matches
Arnaud Nordin,Montpellier,FRA,"FW,MF",0,12,6,3,5,4,6,11,37.5,10,11,0,2,14,10,Matches
Maxime Estève,Montpellier,FRA,DF,0,16,15,11,5,0,10,4,66.7,5,13,9,19,34,50,Matches
Modibo Sagnan,Montpellier,MLI,DF,0,34,23,23,9,2,15,4,60,10,13,9,16,49,67,Matches
Khalil Fayad,Montpellier,FRA,"FW,MF",0,28,16,17,7,4,9,12,40.9,13,15,3,15,42,6,Matches
Enzo Tchato,Montpellier,CMR,DF,0,26,17,18,4,4,11,13,44,14,20,7,11,37,25,Matches
Lucas Mincarelli,Montpellier,FRA,"DF,MF",0,29,16,19,6,4,17,13,50,17,17,4,8,37,27,Matches
Silvan Hefti,Montpellier,SUI,"DF,FW",0,21,18,10,7,4,15,5,51.7,14,7,2,10,29,11,Matches
Tanguy Coulibaly,Montpellier,FRA,"FW,MF",0,13,16,8,4,1,4,10,44.4,5,11,1,3,15,2,Matches
Léo Leroy,Montpellier,FRA,MF,0,19,14,8,8,3,6,9,28.6,15,12,3,10,26,8,Matches
Théo Sainte-Luce,Montpellier,FRA,DF,0,17,9,10,6,1,11,5,57.9,8,9,4,4,20,15,Matches
Kelvin Yeboah,Montpellier,ITA,FW,0,4,3,2,2,0,1,1,33.3,2,3,2,1,5,3,Matches
Dimitry Bertaud,Montpellier,COD,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Yann Karamoh,Montpellier,FRA,"FW,MF",0,1,0,0,0,1,1,3,50,1,3,0,0,1,0,Matches
Axel Gueguin,Montpellier,FRA,"DF,FW",0,9,7,6,2,1,2,2,33.3,4,2,0,2,11,6,Matches
Sacha Delaye,Montpellier,FRA,"MF,FW",0,7,4,2,2,3,1,2,16.7,5,2,0,1,7,1,Matches
Othmane Maamma,Montpellier,FRA,FW,0,3,3,2,0,1,1,3,100,0,3,0,0,3,0,Matches
Junior Ndiaye,Montpellier,FRA,FW,,,1,,,,,,,,,,0,0,,Matches
Yanis Issoufou,Montpellier,FRA,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Elye Wahi,Montpellier,FRA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Mamadou Sakho,Montpellier,FRA,DF,0,1,1,1,0,0,1,0,100,0,0,0,0,1,1,Matches
Antonio Sivera,Alavés,ESP,GK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17,Matches
