Player Name,Club Name,Country,Position,Age,YellowCards,RedCards,2ndYellowCard,FoulsCommited,FoulsDrawn,Offsides,Crosses,Interceptions,TacklesWon,PenaltyKicksWon,PenaltyKicksConceeded,OwnGoals,BallsRecovered,AerialDuelWon,AerialDuelLost,AerialDuelWinningPercentage
Jaume Doménech,Valencia,ESP,GK,32,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Alberto Marí,Valencia,ESP,FW,22,0,0,0,10,6,4,2,0,4,1,0,0,10,8,20,28.6
Pablo Gozalbez,Valencia,ESP,"MF,FW",22,1,0,0,10,7,1,6,2,2,0,0,0,6,1,5,16.7
Hugo González,Valencia,ESP,"MF,FW",20,1,0,0,4,4,2,12,0,1,0,0,0,8,0,4,0
César Tárrega,Valencia,ESP,DF,21,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,
Ruben Lendinez,Valencia,ESP,DF,20,1,0,0,2,1,0,0,0,4,0,0,0,1,0,0,
Marco Camús,Valencia,ESP,MF,21,0,0,0,1,4,0,1,2,0,,,0,,,,
Cristian,Valencia,ESP,GK,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100
David Otorbi,Valencia,ESP,FW,15,0,0,0,1,0,0,5,0,1,,,0,,,,
Mario Dominguez,Valencia,ESP,FW,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Ali Fadal,Valencia,GHA,MF,19,0,0,0,0,0,0,0,0,0,,,0,,,,
Guillaume Restes,Toulouse,FRA,GK,18,5,0,0,1,15,0,0,0,0,0,1,0,56,2,0,100
Rasmus Nicolaisen,Toulouse,DEN,DF,26,7,1,1,52,29,0,0,57,37,0,2,0,180,138,46,75
Thijs Dallinga,Toulouse,NED,FW,22,6,0,0,44,50,26,21,4,21,1,0,0,82,69,55,55.6
Logan Costa,Toulouse,CPV,DF,22,8,1,1,45,11,1,18,28,38,0,1,0,186,73,44,62.4
Vincent Sierro,Toulouse,SUI,MF,27,9,0,0,64,60,3,144,46,37,2,0,0,184,33,39,45.8
Gabriel Suazo,Toulouse,CHI,DF,25,8,0,0,34,41,3,128,32,44,1,0,0,180,17,22,43.6
Cristian Cásseres Jr.,Toulouse,VEN,MF,23,3,0,0,56,49,0,29,37,48,0,1,1,180,20,32,38.5
Aron Dønnum,Toulouse,NOR,"FW,MF",25,12,0,0,47,51,5,42,13,18,1,0,0,116,9,18,33.3
Mikkel Desler,Toulouse,DEN,DF,28,4,0,0,26,23,2,38,32,23,0,0,0,122,28,26,51.9
Moussa Diarra,Toulouse,MLI,DF,22,7,0,0,31,26,0,20,33,20,0,0,0,97,30,27,52.6
Stijn Spierings,Toulouse,NED,MF,27,7,0,0,47,21,0,13,29,48,1,0,0,167,19,10,65.5
Niklas Schmidt,Toulouse,GER,MF,25,6,0,0,24,14,1,79,7,26,0,0,0,115,7,7,50
Frank Magri,Toulouse,CMR,"FW,MF",23,7,0,0,47,27,4,22,5,18,1,0,0,72,38,65,36.9
Waren Kamanzi,Toulouse,NOR,"DF,FW",22,3,0,0,18,15,0,27,12,31,0,0,0,54,11,23,32.4
Christian Mawissa,Toulouse,FRA,DF,18,6,1,1,19,11,0,5,27,28,0,1,0,82,20,30,40
Yann Gboho,Toulouse,FRA,"MF,FW",22,1,0,0,12,43,2,17,6,7,2,0,0,63,7,9,43.8
Gelabert,Toulouse,ESP,"MF,FW",22,1,0,0,14,21,1,11,5,10,0,0,0,55,10,12,45.5
Zakaria Aboukhlal,Toulouse,MAR,"MF,FW",23,2,0,0,17,17,8,5,1,8,1,0,0,21,6,7,46.2
Kévin Keben Biakolo,Toulouse,CMR,DF,19,1,0,0,12,8,0,4,15,5,0,0,0,36,8,10,44.4
Denis Genreau,Toulouse,AUS,"MF,FW",24,0,0,0,13,12,0,7,6,9,0,0,0,46,7,7,50
Ibrahim Cissoko,Toulouse,NED,"FW,MF",20,2,0,0,3,8,4,25,2,5,0,0,0,19,0,7,0
Shavy Babicka,Toulouse,GAB,"FW,MF",23,0,0,0,7,4,2,15,0,9,0,0,0,19,5,6,45.5
Yanis Begraoui,Toulouse,MAR,"FW,MF",22,0,0,0,5,8,3,6,6,3,0,0,0,18,4,11,26.7
Naatan Skyttä,Toulouse,FIN,"MF,FW",21,1,0,0,3,3,0,3,2,7,0,0,0,11,0,6,0
Álex Domínguez,Toulouse,ESP,GK,25,0,0,0,0,0,0,0,0,0,,,0,,,,
Mamady Bangré,Toulouse,BFA,"FW,MF",22,2,0,0,3,0,1,4,4,2,0,0,0,12,1,3,25
Fares Chaïbi,Toulouse,ALG,"FW,MF",20,1,0,0,1,0,0,7,0,0,0,0,0,3,1,0,100
Noah Lahmadi,Toulouse,FRA,MF,18,0,0,0,0,0,0,0,0,1,,,0,,,,
Noah Edjouma,Toulouse,FRA,FW,17,0,0,0,1,1,0,2,0,0,,,0,,,,
Pascal Groß,Brighton,GER,"MF,DF",32,7,0,0,31,34,4,312,23,56,0,1,0,175,16,22,42.1
Lewis Dunk,Brighton,ENG,DF,31,8,1,0,27,16,1,8,37,22,0,1,0,226,68,38,64.2
Jan Paul van Hecke,Brighton,NED,DF,23,9,0,0,28,25,1,6,41,37,0,1,1,159,80,49,62
Billy Gilmour,Brighton,SCO,MF,22,8,1,0,31,40,0,39,17,20,0,0,0,161,15,23,39.5
Simon Adingra,Brighton,CIV,FW,21,3,0,0,36,24,21,95,19,24,1,0,0,143,12,19,38.7
João Pedro,Brighton,BRA,"FW,MF",21,4,0,0,25,81,12,38,11,17,5,0,0,75,44,27,62
Bart Verbruggen,Brighton,NED,GK,20,3,0,0,1,2,0,0,1,1,0,0,0,37,7,0,100
Igor,Brighton,BRA,DF,25,6,0,0,28,7,0,1,21,21,0,0,0,120,30,15,66.7
Danny Welbeck,Brighton,ENG,"FW,MF",32,5,0,0,18,24,10,5,9,18,2,0,0,49,20,24,45.5
Jason Steele,Brighton,ENG,GK,32,1,0,0,0,1,0,0,0,0,0,0,0,38,1,0,100
Kaoru Mitoma,Brighton,JPN,FW,26,6,0,0,21,27,7,48,9,8,0,0,0,89,14,14,50
Joël Veltman,Brighton,NED,DF,31,6,0,0,21,46,1,13,25,46,0,0,0,96,32,25,56.1
Facundo Buonanotte,Brighton,ARG,"FW,MF",18,8,0,0,44,61,4,10,10,28,0,0,0,78,7,16,30.4
Pervis Estupiñán,Brighton,ECU,DF,25,7,0,0,26,23,7,85,25,20,0,0,1,94,16,15,51.6
Evan Ferguson,Brighton,IRL,FW,18,2,0,0,29,29,5,2,4,8,1,0,0,26,14,24,36.8
Carlos Baleba,Brighton,CMR,MF,19,8,0,0,48,28,0,1,20,22,0,0,0,99,25,9,73.5
Tariq Lamptey,Brighton,GHA,"DF,FW",22,5,0,0,18,24,3,44,16,20,1,1,0,46,5,9,35.7
Adam Webster,Brighton,ENG,DF,28,3,0,0,10,3,0,2,18,15,0,0,1,63,33,13,71.7
Jack Hinshelwood,Brighton,ENG,DF,18,1,0,0,13,5,2,16,16,6,0,1,0,47,7,8,46.7
Ansu Fati,Brighton,ESP,"MF,FW",20,3,0,0,10,22,2,5,5,6,0,0,0,31,2,14,12.5
Adam Lallana,Brighton,ENG,"MF,FW",35,3,0,0,9,14,2,7,5,6,0,0,0,22,3,5,37.5
James Milner,Brighton,ENG,"DF,MF",37,3,0,0,12,7,4,30,8,16,0,1,0,52,10,14,41.7
Solly March,Brighton,ENG,"FW,DF",29,1,0,0,14,11,8,34,11,18,0,0,0,43,7,5,58.3
Jakub Moder,Brighton,POL,"MF,DF",24,2,0,0,8,6,2,7,4,11,0,0,0,40,3,5,37.5
Mahmoud Dahoud,Brighton,GER,MF,27,1,1,0,8,2,0,6,4,7,0,0,0,36,0,5,0
Julio Enciso,Brighton,PAR,"MF,FW",19,2,0,0,8,15,1,11,0,3,0,0,0,18,1,2,33.3
Valentín Barco,Brighton,ARG,"DF,FW",19,1,0,0,7,7,0,35,4,5,0,0,0,16,1,7,12.5
Odeluga Offiah,Brighton,ENG,DF,20,0,0,0,2,2,0,3,1,0,0,0,0,4,1,1,50
Mark O'Mahony,Brighton,IRL,FW,18,1,0,0,1,0,0,0,0,0,0,0,0,2,1,3,25
Benicio Boaitey,Brighton,ENG,"FW,DF",19,1,0,0,2,1,1,0,0,0,0,0,0,2,0,0,
Cameron Peupion,Brighton,AUS,MF,20,0,0,0,1,1,0,0,0,3,,,0,,,,
Josh Duffus,Brighton,ENG,MF,18,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,
Jack Hinchy,Brighton,ENG,MF,20,0,0,0,0,0,0,0,0,0,,,0,,,,
Illia Zabarnyi,Bournemouth,UKR,DF,20,5,0,0,26,25,0,1,37,34,0,0,0,153,75,60,55.6
Dominic Solanke,Bournemouth,ENG,FW,25,5,0,0,45,49,18,7,7,11,1,0,0,97,97,135,41.8
Ryan Christie,Bournemouth,SCO,MF,28,6,0,0,50,45,5,86,56,51,0,1,0,231,21,38,35.6
Lewis Cook,Bournemouth,ENG,MF,26,6,1,0,46,20,2,147,69,46,0,0,0,228,42,29,59.2
Neto,Bournemouth,BRA,GK,34,5,0,0,1,0,0,0,1,0,0,0,0,38,9,0,100
Marcos Senesi,Bournemouth,ARG,DF,26,15,0,0,54,16,0,27,41,35,0,0,0,164,37,40,48.1
Adam Smith,Bournemouth,ENG,DF,32,6,0,0,34,24,1,46,23,25,0,2,0,92,18,22,45
Milos Kerkez,Bournemouth,HUN,DF,19,6,1,0,31,30,1,66,23,33,1,0,1,93,18,31,36.7
Marcus Tavernier,Bournemouth,ENG,FW,24,3,0,0,21,26,3,133,8,37,0,0,0,142,13,31,29.5
Antoine Semenyo,Bournemouth,GHA,FW,23,6,0,0,46,26,6,47,7,18,1,0,0,111,52,81,39.1
Justin Kluivert,Bournemouth,NED,"MF,FW",24,6,0,0,55,33,6,33,9,17,0,0,0,88,12,22,35.3
Philip Billing,Bournemouth,DEN,MF,27,4,1,0,21,17,0,36,21,22,0,0,0,76,36,24,60
Lloyd Kelly,Bournemouth,ENG,DF,24,2,0,0,18,13,0,26,15,19,0,1,0,121,28,18,60.9
Max Aarons,Bournemouth,ENG,DF,23,2,0,0,13,32,2,20,8,20,0,1,0,75,5,11,31.3
Dango Ouattara,Bournemouth,BFA,"FW,DF",21,3,0,0,15,22,6,42,22,30,0,0,0,69,35,32,52.2
Alex Scott,Bournemouth,ENG,MF,19,6,0,0,26,36,1,55,17,20,0,0,0,63,14,22,38.9
Luis Sinisterra,Bournemouth,COL,"FW,MF",24,0,0,0,14,10,6,14,9,14,0,0,0,47,16,20,44.4
Chris Mepham,Bournemouth,WAL,DF,25,2,0,0,19,4,0,1,12,14,0,0,0,31,29,20,59.2
Mark Travers,Bournemouth,IRL,GK,24,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,100
David Brooks,Bournemouth,WAL,"FW,MF",26,2,0,0,9,5,2,31,4,7,0,0,0,17,1,6,14.3
Joe Rothwell,Bournemouth,ENG,MF,28,0,0,0,5,3,0,16,5,2,0,1,0,32,0,2,0
Ionuț Radu,Bournemouth,ROU,GK,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Enes Ünal,Bournemouth,TUR,"FW,MF",26,2,0,0,11,10,7,3,1,4,0,0,0,10,8,11,42.1
Kieffer Moore,Bournemouth,WAL,"FW,MF",30,0,0,0,5,3,2,2,0,1,0,0,0,4,6,6,50
Jaidon Anthony,Bournemouth,ENG,FW,23,1,0,0,4,3,2,9,1,1,0,0,0,11,1,3,25
Hamed Junior Traorè,Bournemouth,CIV,MF,23,0,0,0,3,2,5,6,1,0,0,0,0,4,1,1,50
Tyler Adams,Bournemouth,USA,MF,24,0,0,0,0,4,0,1,5,3,0,0,0,7,2,3,40
James Hill,Bournemouth,ENG,DF,21,0,0,0,1,1,0,0,4,3,0,0,0,7,4,1,80
Romain Faivre,Bournemouth,FRA,"MF,FW",25,1,0,0,2,5,0,4,0,1,0,0,0,1,0,1,0
Gavin Kilkenny,Bournemouth,IRL,MF,23,0,0,0,1,1,0,0,0,1,,,0,,,,
Dominic Sadi,Bournemouth,ENG,FW,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Daniel Adu-Adjei,Bournemouth,ENG,FW,18,0,0,0,1,1,0,0,0,0,,,0,,,,
Patrick Mainka,Heidenheim,GER,DF,28,1,0,0,25,19,2,0,55,52,0,1,0,183,119,84,58.6
Kevin Müller,Heidenheim,GER,GK,32,1,0,0,1,2,0,0,0,0,0,1,0,33,4,1,80
Tim Kleindienst,Heidenheim,GER,FW,27,6,0,0,91,14,17,19,13,13,0,0,0,100,179,117,60.5
Jonas Föhrenbach,Heidenheim,GER,DF,27,2,0,0,15,18,2,77,34,26,0,0,1,148,37,22,62.7
Eren Dinkçi,Heidenheim,GER,"FW,MF",21,8,0,0,28,24,2,83,13,20,0,0,0,155,11,24,31.4
Jan-Niklas Beste,Heidenheim,GER,"FW,MF",24,4,0,0,28,54,4,295,18,50,1,0,0,133,8,20,28.6
Omar Traoré,Heidenheim,GER,DF,25,5,0,0,31,35,1,74,40,36,0,1,0,155,15,19,44.1
Lennard Maloney,Heidenheim,USA,MF,23,1,0,0,46,15,0,4,29,29,0,2,1,132,67,49,57.8
Benedikt Gimber,Heidenheim,GER,DF,26,9,0,0,40,29,0,3,18,24,0,2,1,87,48,41,53.9
Jan Schöppner,Heidenheim,GER,MF,24,3,0,0,14,12,1,7,27,26,0,0,0,108,39,39,50
Marvin Pieringer,Heidenheim,GER,"MF,FW",23,5,0,0,39,32,6,7,12,13,0,0,0,80,60,56,51.7
Norman Theuerkauf,Heidenheim,GER,"MF,DF",36,3,0,0,13,16,0,25,15,16,0,1,0,77,12,10,54.5
Kevin Sessa,Heidenheim,GER,"MF,FW",23,1,0,0,18,21,1,24,4,11,0,0,0,75,14,16,46.7
Adrian Beck,Heidenheim,GER,"MF,FW",26,1,0,0,16,13,2,7,6,17,0,0,0,76,18,26,40.9
Tim Siersleben,Heidenheim,GER,DF,23,1,0,0,17,6,0,1,24,14,0,2,0,59,13,11,54.2
Nikola Dovedan,Heidenheim,AUT,"MF,FW",29,0,1,0,10,29,1,8,2,10,0,0,0,43,6,25,19.4
Marnon Busch,Heidenheim,GER,DF,28,1,0,0,10,6,0,33,11,10,0,0,0,33,8,15,34.8
Denis Thomalla,Heidenheim,GER,"MF,FW",30,0,0,0,6,2,0,2,5,7,0,0,0,29,18,16,52.9
Florian Pick,Heidenheim,GER,"MF,FW",27,2,0,0,6,7,2,39,2,5,0,0,0,29,5,5,50
Stefan Schimmer,Heidenheim,GER,"MF,FW",29,0,0,0,1,1,0,2,1,1,0,0,0,4,9,14,39.1
Vitus Eicher,Heidenheim,GER,GK,32,0,0,0,0,0,0,0,0,0,,,0,,,,
Christian Kühlwetter,Heidenheim,GER,MF,27,0,0,0,4,0,0,2,0,0,0,0,0,1,0,2,0
Thomas Keller,Heidenheim,GER,"MF,FW",23,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
Antonee Robinson,Fulham,USA,DF,25,6,0,0,36,24,3,152,90,66,0,0,2,227,42,27,60.9
Bernd Leno,Fulham,GER,GK,31,4,0,0,0,3,0,0,0,0,0,0,1,58,10,1,90.9
João Palhinha,Fulham,POR,MF,28,13,0,0,63,69,2,7,54,91,0,1,0,195,40,31,56.3
Timothy Castagne,Fulham,BEL,DF,27,3,0,0,24,14,3,59,40,25,0,0,0,119,35,32,52.2
Andreas Pereira,Fulham,BRA,MF,27,6,0,0,25,33,3,262,4,14,0,0,0,99,13,36,26.5
Calvin Bassey,Fulham,NGA,DF,23,6,1,1,16,12,2,4,34,29,0,1,0,171,30,25,54.5
Willian,Fulham,BRA,FW,34,1,0,0,10,33,1,90,11,13,0,0,0,99,9,15,37.5
Alex Iwobi,Fulham,NGA,"FW,MF",27,2,0,0,13,6,5,63,15,21,0,0,0,145,6,19,24
Harry Wilson,Fulham,WAL,FW,26,8,0,0,23,47,6,54,15,21,1,0,0,78,5,6,45.5
Tosin Adarabioyo,Fulham,ENG,DF,25,2,0,0,11,6,0,1,30,15,0,0,0,43,56,28,66.7
Rodrigo Muniz,Fulham,BRA,FW,22,2,0,0,28,42,5,2,6,4,0,0,0,34,74,109,40.4
Issa Diop,Fulham,FRA,DF,26,5,1,1,22,5,2,0,23,22,0,3,0,65,25,17,59.5
Bobby Reid,Fulham,JAM,FW,30,4,0,0,20,29,6,47,6,17,0,0,0,60,13,24,35.1
Tom Cairney,Fulham,SCO,MF,32,4,0,0,19,35,0,33,15,23,1,0,1,105,14,6,70
Harrison Reed,Fulham,ENG,MF,28,7,0,0,33,11,2,27,16,25,0,0,0,72,9,13,40.9
Tim Ream,Fulham,USA,DF,35,4,1,1,8,6,1,1,32,10,0,2,0,79,25,19,56.8
Raúl Jiménez,Fulham,MEX,FW,32,4,1,0,21,24,13,10,5,13,0,0,0,43,44,59,42.7
Saša Lukić,Fulham,SRB,MF,26,5,0,0,34,12,0,9,21,25,0,0,0,65,11,8,57.9
Kenny Tete,Fulham,NED,DF,27,3,0,0,23,14,0,53,21,28,0,1,0,45,5,5,50
Marek Rodák,Fulham,SVK,GK,26,1,0,0,0,0,0,0,0,0,,,0,,,,
Carlos Vinícius,Fulham,BRA,FW,28,2,0,0,7,2,6,1,0,2,0,0,0,9,4,11,26.7
Adama Traoré,Fulham,ESP,"FW,MF",27,2,0,0,5,4,0,31,1,3,0,0,0,13,9,6,60
Fodé Ballo-Touré,Fulham,SEN,"DF,MF",26,1,0,0,5,3,0,17,5,5,0,0,0,6,0,2,0
Luke Harris,Fulham,WAL,MF,18,0,0,0,2,2,0,0,0,1,0,0,0,3,0,0,
Luc De Fougerolles,Fulham,CAN,DF,17,0,0,0,2,2,0,0,0,0,,,0,,,,
Armando Broja,Fulham,ALB,FW,21,0,0,0,5,3,0,1,0,0,0,0,0,3,6,9,40
Tyrese Francois,Fulham,AUS,MF,23,0,0,0,1,0,0,0,0,0,,,0,,,,
Aleksandar Mitrović,Fulham,SRB,FW,28,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,66.7
Devan Tanton,Fulham,COL,DF,19,0,0,0,0,0,0,0,0,1,,,0,,,,
Marvin Ducksch,Werder Bremen,GER,FW,29,9,0,0,6,18,19,162,4,3,1,0,0,83,21,42,33.3
Romano Schmid,Werder Bremen,AUT,"MF,FW",23,5,0,0,33,53,4,65,12,21,0,0,0,189,24,50,32.4
Anthony Jung,Werder Bremen,GER,DF,31,4,1,0,15,16,1,23,26,23,0,1,0,142,44,26,62.9
Mitchell Weiser,Werder Bremen,GER,"DF,MF",29,5,0,0,29,40,4,82,20,39,0,0,0,171,23,40,36.5
Michael Zetterer,Werder Bremen,GER,GK,28,2,0,0,0,7,0,0,0,1,0,0,0,20,13,3,81.3
Jens Stage,Werder Bremen,DEN,MF,26,6,1,0,49,40,3,11,23,23,1,0,0,165,63,34,64.9
Marco Friedl,Werder Bremen,AUT,DF,25,6,0,0,31,17,1,4,35,32,0,1,0,138,40,41,49.4
Miloš Veljković,Werder Bremen,SRB,DF,27,2,0,0,10,5,0,20,17,15,0,0,0,95,38,44,46.3
Senne Lynen,Werder Bremen,BEL,MF,24,6,0,0,35,17,0,4,41,38,0,0,0,118,12,29,29.3
Leonardo Bittencourt,Werder Bremen,GER,MF,29,9,0,0,34,35,2,42,14,22,0,0,0,110,6,16,27.3
Felix Agu,Werder Bremen,GER,"DF,MF",23,2,0,0,15,44,2,46,13,29,3,0,0,71,15,24,38.5
Olivier Deman,Werder Bremen,BEL,DF,23,5,0,0,27,13,0,45,14,15,0,1,1,80,16,18,47.1
Nick Woltemade,Werder Bremen,GER,"FW,MF",21,1,0,0,22,23,6,3,5,23,0,0,0,69,28,43,39.4
Niklas Stark,Werder Bremen,GER,DF,28,4,0,0,21,16,1,0,20,16,0,1,0,54,29,23,55.8
Justin Njinmah,Werder Bremen,GER,FW,22,1,0,0,6,20,9,10,2,1,0,0,0,34,8,15,34.8
Rafael Borré,Werder Bremen,COL,FW,27,0,0,0,17,8,14,12,2,7,0,0,0,34,26,31,45.6
Christian Groß,Werder Bremen,GER,"DF,MF",34,1,0,0,15,5,2,8,13,16,0,1,0,54,16,28,36.4
Jiří Pavlenka,Werder Bremen,CZE,GK,31,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,100
Julián Malatini,Werder Bremen,ARG,DF,22,1,0,0,10,1,0,6,13,13,0,1,0,31,9,10,47.4
Amos Pieper,Werder Bremen,GER,DF,25,0,1,0,6,5,0,2,9,11,0,0,0,39,26,14,65
Dawid Kownacki,Werder Bremen,POL,FW,26,0,0,0,9,9,1,3,0,1,0,0,0,8,29,29,50
Niclas Füllkrug,Werder Bremen,GER,FW,30,0,0,0,3,11,4,0,0,1,0,0,0,3,12,11,52.2
Skelly Alvero,Werder Bremen,FRA,MF,21,1,0,0,2,3,0,0,1,4,0,0,0,9,6,1,85.7
Naby Keïta,Werder Bremen,GUI,"MF,DF",28,2,0,0,2,1,0,0,2,1,0,0,0,14,0,3,0
Oliver Burke,Werder Bremen,SCO,FW,26,0,0,0,0,1,0,4,1,0,0,0,0,2,0,0,
Nicolai Rapp,Werder Bremen,GER,DF,26,1,0,0,2,0,0,0,2,2,0,0,0,10,1,0,100
Isak Hansen-Aarøen,Werder Bremen,NOR,MF,18,1,0,0,1,0,0,0,1,0,0,0,0,4,0,0,
Leon Opitz,Werder Bremen,GER,"FW,DF",18,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,
Ilia Gruev,Werder Bremen,BUL,MF,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joel Imasuen,Werder Bremen,USA,FW,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Noah Atubolu,Freiburg,GER,GK,21,0,0,0,0,3,0,0,0,0,0,0,0,81,8,1,88.9
Maximilian Eggestein,Freiburg,GER,MF,26,6,0,0,40,33,2,20,36,29,0,1,0,210,60,52,53.6
Nicolas Höfler,Freiburg,GER,MF,33,11,1,0,37,56,0,5,44,57,0,0,0,220,62,61,50.4
Ritsu Doan,Freiburg,JPN,"MF,FW",25,2,0,0,32,49,3,120,14,42,2,0,0,125,26,38,40.6
Lucas Höler,Freiburg,GER,"FW,MF",29,9,0,0,40,58,7,19,16,32,2,0,0,136,101,128,44.1
Vincenzo Grifo,Freiburg,ITA,"MF,FW",30,3,0,0,18,22,8,238,20,28,1,1,0,164,15,25,37.5
Matthias Ginter,Freiburg,GER,DF,29,3,0,0,13,19,0,23,20,19,0,0,1,135,71,41,63.4
Manuel Gulde,Freiburg,GER,DF,32,6,1,1,23,17,1,6,32,29,0,0,0,94,59,43,57.8
Kiliann Sildillia,Freiburg,FRA,"DF,MF",21,3,1,0,43,16,5,56,27,30,0,0,0,135,40,45,47.1
Roland Sallai,Freiburg,HUN,"FW,MF",26,8,0,0,56,59,11,97,10,15,1,0,0,96,41,59,41
Lukas Kübler,Freiburg,GER,DF,30,8,0,0,25,29,4,23,48,32,0,0,0,131,41,29,58.6
Michael Gregoritsch,Freiburg,AUT,FW,29,2,0,0,21,24,6,11,10,16,0,0,0,72,108,111,49.3
Merlin Röhl,Freiburg,GER,"MF,FW",21,3,1,0,43,33,3,20,14,20,0,0,0,129,24,42,36.4
Philipp Lienhart,Freiburg,AUT,DF,27,5,0,0,14,9,2,6,17,14,0,1,0,111,44,22,66.7
Jordy Makengo,Freiburg,FRA,DF,21,1,0,0,16,16,1,31,16,16,0,2,0,58,20,16,55.6
Christian Günter,Freiburg,GER,DF,30,1,0,0,10,4,2,82,2,12,0,0,0,39,6,10,37.5
Noah Weißhaupt,Freiburg,GER,"MF,DF",21,1,0,0,9,46,3,86,9,6,2,0,0,54,5,10,33.3
Yannik Keitel,Freiburg,GER,DF,23,0,0,0,12,6,0,3,16,16,0,0,0,53,23,17,57.5
Maximilian Philipp,Freiburg,GER,"FW,MF",29,3,0,0,12,7,1,5,4,5,0,0,0,14,7,20,25.9
Junior Adamu,Freiburg,AUT,FW,22,0,0,0,15,7,2,1,1,3,0,0,0,18,8,8,50
Florent Muslija,Freiburg,KVX,MF,25,0,0,0,1,3,0,10,0,5,0,0,0,12,1,1,50
Kenneth Schmidt,Freiburg,GER,DF,21,1,0,0,4,1,0,2,1,3,0,0,0,15,3,1,75
Attila Szalai,Freiburg,HUN,"DF,MF",25,0,0,0,0,0,1,0,1,1,0,0,0,4,2,2,50
Florian Müller,Freiburg,GER,GK,25,0,0,0,0,0,0,0,0,0,,,0,,,,
Maximilian Breunig,Freiburg,GER,FW,22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,20
Fabian Rüdlin,Freiburg,GER,MF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Benjamin Lecomte,Montpellier,FRA,GK,32,2,0,0,1,2,0,0,0,0,0,0,1,14,6,0,100
Téji Savanier,Montpellier,FRA,MF,31,9,1,0,43,82,3,252,36,20,0,0,0,196,21,32,39.6
Joris Chotard,Montpellier,FRA,MF,21,6,0,0,31,21,0,37,47,53,0,1,0,207,25,23,52.1
Becir Omeragic,Montpellier,SUI,"DF,MF",21,4,0,0,24,17,0,5,30,33,0,0,0,108,30,41,42.3
Jordan Ferri,Montpellier,FRA,MF,31,6,0,0,52,48,0,43,16,26,0,1,0,174,10,20,33.3
Akor Adams,Montpellier,NGA,FW,23,2,0,0,39,22,26,13,5,4,0,0,0,55,54,69,43.9
Musa Al-Taamari,Montpellier,JOR,FW,26,0,0,0,11,51,8,22,4,16,2,0,0,101,10,19,34.5
Boubakar Kouyaté,Montpellier,MLI,DF,26,5,1,0,35,21,1,1,29,30,0,2,0,110,61,28,68.5
Issiaga Sylla,Montpellier,GUI,"DF,FW",29,3,0,0,21,10,3,43,23,17,0,0,0,90,18,15,54.5
Falaye Sacko,Montpellier,MLI,DF,28,0,0,0,8,8,0,27,24,16,0,0,1,107,15,23,39.5
Christopher Jullien,Montpellier,FRA,DF,30,5,0,0,15,5,0,2,12,12,0,0,0,47,45,25,64.3
Wahbi Khazri,Montpellier,TUN,FW,32,7,0,0,20,25,9,16,3,18,0,0,0,57,9,13,40.9
Arnaud Nordin,Montpellier,FRA,"FW,MF",25,2,1,0,15,42,1,37,2,6,1,0,0,56,9,10,47.4
Maxime Estève,Montpellier,FRA,DF,21,2,0,0,11,8,0,2,19,15,0,0,1,52,18,13,58.1
Modibo Sagnan,Montpellier,MLI,DF,24,5,0,0,21,8,0,1,16,23,0,0,0,51,20,10,66.7
Khalil Fayad,Montpellier,FRA,"FW,MF",19,2,0,0,26,29,1,16,15,16,0,0,0,54,12,14,46.2
Enzo Tchato,Montpellier,CMR,DF,20,2,0,0,15,5,0,49,11,17,0,0,0,42,10,11,47.6
Lucas Mincarelli,Montpellier,FRA,"DF,MF",19,1,1,0,4,10,0,26,8,16,0,1,0,50,10,13,43.5
Silvan Hefti,Montpellier,SUI,"DF,FW",25,1,0,0,6,8,0,26,10,18,0,0,0,39,3,8,27.3
Tanguy Coulibaly,Montpellier,FRA,"FW,MF",22,2,0,0,15,15,0,9,3,16,1,0,0,44,8,9,47.1
Léo Leroy,Montpellier,FRA,MF,23,4,0,0,25,5,0,2,10,14,0,0,0,37,8,9,47.1
Théo Sainte-Luce,Montpellier,FRA,DF,24,2,0,0,6,6,0,14,4,9,0,0,0,23,3,4,42.9
Kelvin Yeboah,Montpellier,ITA,FW,23,0,0,0,14,11,3,3,1,3,0,0,0,16,11,16,40.7
Dimitry Bertaud,Montpellier,COD,GK,25,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,100
Yann Karamoh,Montpellier,FRA,"FW,MF",25,1,0,0,7,7,2,7,0,0,0,0,0,17,2,13,13.3
