Player Name,Club Name,Country,Position,Age,90s,"PassesCompleted	",InGamePasses,SetPiecesPasses,FreeKickPasses,ThroughBalls,Switches,Crosses,ThrowInsTaken,CornersTaken,InswingingCorners,OutswingingCorners,StraightCorners,PassesCompleted,PassesOffside,PassesBlocked
Emil Bohinen,Genoa,NOR,MF,24,0.6,34,33,1,1,0,1,2,0,0,0,0,0,26,0,0
Seydou Fini,Genoa,ITA,"DF,FW",17,0.5,14,12,2,0,0,0,1,2,0,0,0,0,9,0,0
Massimo Coda,Genoa,ITA,FW,34,0.1,,,,,,,0,,,,,,,,
Daniele Sommariva,Genoa,ITA,GK,26,0.1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Christos Papadopoulos,Genoa,GRE,FW,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joachim Andersen,Crystal Palace,DEN,DF,27,39.9,2209,2073,121,110,7,31,32,8,0,0,0,0,1731,15,22
Tyrick Mitchell,Crystal Palace,ENG,"DF,MF",23,39.3,1627,1262,361,14,1,2,73,347,0,0,0,0,1177,4,70
Jordan Ayew,Crystal Palace,GHA,"FW,MF",31,29.7,920,876,42,8,4,5,99,10,22,6,8,0,681,2,43
Jefferson Lerma,Crystal Palace,COL,"MF,DF",28,29.4,1250,1209,36,30,8,13,15,6,0,0,0,0,1018,5,20
Jean-Philippe Mateta,Crystal Palace,FRA,FW,26,28.6,433,421,12,0,1,3,23,0,0,0,0,0,309,0,14
Chris Richards,Crystal Palace,USA,"DF,MF",23,27.3,942,902,37,18,1,5,1,14,0,0,0,0,778,3,15
Eberechi Eze,Crystal Palace,ENG,"MF,FW",25,25.3,909,759,144,54,7,6,124,5,71,30,23,3,700,6,20
Marc Guéhi,Crystal Palace,ENG,DF,23,25,1309,1251,56,51,1,18,3,5,0,0,0,0,1138,2,5
Sam Johnstone,Crystal Palace,ENG,GK,30,22.8,599,408,186,45,0,3,0,0,0,0,0,0,343,5,0
Will Hughes,Crystal Palace,ENG,MF,28,22.6,878,806,71,19,2,1,30,0,17,7,10,0,731,1,13
Joel Ward,Crystal Palace,ENG,DF,33,22,944,804,139,21,1,3,22,118,0,0,0,0,715,1,21
Dean Henderson,Crystal Palace,ENG,GK,26,19.2,485,342,140,35,0,0,0,0,0,0,0,0,280,3,0
Odsonne Édouard,Crystal Palace,FRA,"FW,MF",25,19.1,350,338,9,0,4,0,12,0,1,0,0,0,249,3,20
Nathaniel Clyne,Crystal Palace,ENG,DF,32,18.5,600,539,58,3,0,0,10,55,0,0,0,0,495,3,16
Jeffrey Schlupp,Crystal Palace,GHA,"FW,MF",30,17.8,334,329,4,2,0,0,10,0,0,0,0,0,247,1,10
Daniel Muñoz,Crystal Palace,COL,"DF,MF",27,16,720,573,145,4,0,0,11,141,0,0,0,0,561,2,17
Adam Wharton,Crystal Palace,ENG,MF,19,14.4,596,553,34,13,3,2,25,0,15,7,4,0,464,9,11
Michael Olise,Crystal Palace,FRA,"FW,MF",21,14.2,721,605,111,44,7,4,97,10,41,25,10,2,540,5,23
Cheick Doucouré,Crystal Palace,MLI,MF,23,10.9,422,418,4,4,5,0,1,0,0,0,0,0,367,0,7
Naouirou Ahamada,Crystal Palace,FRA,"MF,FW",21,5,187,183,4,1,0,0,7,2,0,0,0,0,150,0,8
Jaïro Riedewald,Crystal Palace,NED,"MF,FW",26,4.4,113,104,7,5,0,0,9,0,2,1,0,1,87,2,3
Matheus França,Crystal Palace,BRA,"MF,FW",19,3.7,79,69,10,1,0,1,14,0,9,5,2,0,51,0,5
Jesurun Rak Sakyi,Crystal Palace,ENG,"MF,FW",20,2.6,50,50,0,0,0,0,4,0,0,0,0,0,37,0,2
David Ozoh,Crystal Palace,ENG,"MF,DF",18,2.1,51,51,0,0,0,0,0,0,0,0,0,0,48,0,1
James Tomkins,Crystal Palace,ENG,DF,34,1,21,21,0,0,0,0,0,0,0,0,0,0,18,0,0
Rob Holding,Crystal Palace,ENG,DF,27,1,,,,,,,0,,,,,,,,
Remi Matthews,Crystal Palace,ENG,GK,29,0,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0
José Luis García Vayá,Valencia,ESP,MF,24,38.8,2132,1905,214,100,5,28,164,3,108,22,40,1,1671,13,27
Giorgi Mamardashvili,Valencia,GEO,GK,22,36.5,1111,714,395,150,0,0,0,0,0,0,0,0,589,2,1
Cristhian Mosquera,Valencia,ESP,DF,19,36.1,1646,1561,82,54,0,6,2,18,0,0,0,0,1454,3,13
Hugo Duro,Valencia,ESP,FW,23,34.7,570,522,45,1,0,0,8,4,0,0,0,0,406,3,16
Diego López,Valencia,ESP,"MF,FW",21,31.4,791,761,27,2,4,3,69,17,0,0,0,0,512,3,42
Javier Guerra,Valencia,ESP,MF,20,30.3,969,944,21,13,6,12,26,2,0,0,0,0,700,4,31
Thierry Correia,Valencia,POR,DF,24,26.4,1340,1033,300,31,2,4,61,268,1,0,0,0,1017,7,19
Francisco Perez,Valencia,ESP,"MF,FW",20,24.7,584,574,10,2,3,1,60,5,3,0,0,0,436,0,28
Dimitri Foulquier,Valencia,FRA,"DF,MF",30,21.5,1042,791,245,22,1,4,46,223,0,0,0,0,766,6,43
José Luis Gayà,Valencia,ESP,DF,28,21.2,1062,851,206,24,1,11,88,182,0,0,0,0,801,5,28
Cenk Özkacar,Valencia,TUR,DF,22,20.1,860,810,48,25,1,9,6,21,0,0,0,0,698,2,15
Hugo Guillamón,Valencia,ESP,MF,23,17.4,695,649,43,42,2,11,7,0,0,0,0,0,564,3,9
Gabriel Paulista,Valencia,BRA,DF,32,16.5,816,771,41,37,2,10,0,0,0,0,0,0,699,4,2
Sergi Canós,Valencia,ESP,"MF,FW",26,16.5,405,392,8,1,6,2,39,5,2,1,0,0,260,5,21
Roman Yaremchuk,Valencia,UKR,FW,27,13.2,210,191,16,0,1,2,4,1,0,0,0,0,142,3,8
Mouctar Diakhaby,Valencia,GUI,"DF,MF",26,12.9,546,530,15,13,0,3,0,0,0,0,0,0,475,1,4
Domingos André Ribeiro Almeida,Valencia,POR,"FW,MF",23,10.7,399,375,24,12,0,4,18,2,7,0,5,0,315,0,18
Jesus Vazquez,Valencia,ESP,"DF,MF",20,10.3,262,196,62,1,0,1,25,61,0,0,0,0,173,4,15
Yarek Hernandis,Valencia,ESP,DF,18,10.2,292,235,57,7,0,0,9,48,0,0,0,0,208,0,6
Selim Amallah,Valencia,MAR,"FW,MF",26,8.3,164,162,2,0,2,0,4,0,0,0,0,0,120,0,5
Peter Federico,Valencia,DOM,"MF,FW",21,7.2,162,150,12,4,0,0,18,8,0,0,0,0,108,0,12
Jaume Doménech,Valencia,ESP,GK,32,5.2,31,18,13,6,0,0,0,0,0,0,0,0,13,0,0
Alberto Marí,Valencia,ESP,FW,22,4.3,61,56,5,0,0,0,2,0,0,0,0,0,38,0,6
Pablo Gozalbez,Valencia,ESP,"MF,FW",22,3.2,32,31,0,0,0,0,6,0,0,0,0,0,16,1,2
Hugo González,Valencia,ESP,"MF,FW",20,1.8,39,35,4,1,0,0,12,0,3,0,2,0,24,0,4
César Tárrega,Valencia,ESP,DF,21,1.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Ruben Lendinez,Valencia,ESP,DF,20,1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Marco Camús,Valencia,ESP,MF,21,0.8,,,,,,,1,,,,,,,,
Cristian,Valencia,ESP,GK,25,0.6,18,13,5,2,0,0,0,0,0,0,0,0,13,0,0
David Otorbi,Valencia,ESP,FW,15,0.5,,,,,,,5,,,,,,,,
Mario Dominguez,Valencia,ESP,FW,19,0.3,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0
Ali Fadal,Valencia,GHA,MF,19,0.2,,,,,,,0,,,,,,,,
Guillaume Restes,Toulouse,FRA,GK,18,43,1165,777,386,123,0,1,0,1,0,0,0,0,853,2,2
Rasmus Nicolaisen,Toulouse,DEN,DF,26,42.5,2022,1944,76,53,1,7,0,4,0,0,0,0,1706,2,8
Thijs Dallinga,Toulouse,NED,FW,22,38.1,762,728,32,1,0,7,21,2,0,0,0,0,510,2,28
Logan Costa,Toulouse,CPV,DF,22,36.4,2124,1980,141,69,0,17,18,20,0,0,0,0,1754,3,18
Vincent Sierro,Toulouse,SUI,MF,27,35.9,1675,1464,206,76,5,15,144,7,95,40,47,0,1287,5,40
Gabriel Suazo,Toulouse,CHI,DF,25,35.6,1770,1470,296,52,11,10,128,216,28,13,12,0,1382,4,51
Cristian Cásseres Jr.,Toulouse,VEN,MF,23,29.3,1219,1140,77,47,4,9,29,11,10,4,3,0,990,2,31
Aron Dønnum,Toulouse,NOR,"FW,MF",25,25.7,773,737,32,5,5,17,42,15,12,3,5,0,575,4,26
Mikkel Desler,Toulouse,DEN,DF,28,23.3,1270,1017,250,24,1,1,38,226,0,0,0,0,1037,3,38
Moussa Diarra,Toulouse,MLI,DF,22,22.6,970,834,133,29,1,3,20,98,0,0,0,0,775,3,32
Stijn Spierings,Toulouse,NED,MF,27,20.6,1186,1132,50,40,4,15,13,7,2,1,1,0,1026,4,17
Niklas Schmidt,Toulouse,GER,MF,25,19.1,1086,999,79,35,6,18,79,8,29,11,14,0,863,8,20
Frank Magri,Toulouse,CMR,"FW,MF",23,18.5,379,366,11,0,3,1,22,4,0,0,0,0,257,2,14
Waren Kamanzi,Toulouse,NOR,"DF,FW",22,16.7,672,601,67,7,0,1,27,60,0,0,0,0,555,4,13
Christian Mawissa,Toulouse,FRA,DF,18,16.5,675,604,71,7,0,3,5,60,0,0,0,0,558,0,10
Yann Gboho,Toulouse,FRA,"MF,FW",22,15.9,320,312,2,1,5,0,17,0,0,0,0,0,238,6,28
Gelabert,Toulouse,ESP,"MF,FW",22,11.8,445,424,18,6,7,5,11,2,5,0,3,0,350,3,18
Zakaria Aboukhlal,Toulouse,MAR,"MF,FW",23,8.8,200,188,12,1,0,0,5,10,0,0,0,0,143,0,7
Kévin Keben Biakolo,Toulouse,CMR,DF,19,7.6,303,263,40,3,0,0,4,37,0,0,0,0,242,0,10
Denis Genreau,Toulouse,AUS,"MF,FW",24,5.9,231,222,9,2,2,0,7,2,0,0,0,0,167,0,16
Ibrahim Cissoko,Toulouse,NED,"FW,MF",20,5.1,144,142,2,0,0,0,25,2,0,0,0,0,111,0,5
Shavy Babicka,Toulouse,GAB,"FW,MF",23,4.7,137,132,3,0,0,0,15,3,0,0,0,0,84,2,10
Yanis Begraoui,Toulouse,MAR,"FW,MF",22,4.3,115,107,6,1,0,0,6,1,2,0,1,0,82,2,3
Naatan Skyttä,Toulouse,FIN,"MF,FW",21,2.9,68,63,4,0,0,0,3,0,2,1,0,0,60,1,2
Álex Domínguez,Toulouse,ESP,GK,25,2,,,,,,,0,,,,,,,,
Mamady Bangré,Toulouse,BFA,"FW,MF",22,1.1,74,74,0,0,0,0,4,0,0,0,0,0,59,0,3
Fares Chaïbi,Toulouse,ALG,"FW,MF",20,0.6,40,38,2,0,0,0,7,0,2,1,1,0,28,0,0
Noah Lahmadi,Toulouse,FRA,MF,18,0.3,,,,,,,0,,,,,,,,
Noah Edjouma,Toulouse,FRA,FW,17,0.1,,,,,,,2,,,,,,,,
Pascal Groß,Brighton,GER,"MF,DF",32,45.6,3897,3498,387,147,6,20,312,63,167,71,72,3,3358,12,47
Lewis Dunk,Brighton,ENG,DF,31,40.6,3928,3668,251,132,3,17,8,7,0,0,0,0,3611,9,8
Jan Paul van Hecke,Brighton,NED,DF,23,37.3,2977,2888,83,54,4,7,6,9,0,0,0,0,2748,6,7
Billy Gilmour,Brighton,SCO,MF,22,32.4,2542,2461,73,40,9,8,39,3,21,11,9,0,2309,8,18
Simon Adingra,Brighton,CIV,FW,21,31.6,1021,990,29,3,8,3,95,21,5,0,1,0,778,2,35
João Pedro,Brighton,BRA,"FW,MF",21,30.5,950,901,44,2,7,2,38,10,2,0,0,0,755,5,34
Bart Verbruggen,Brighton,NED,GK,20,27,971,862,107,21,0,1,0,1,0,0,0,0,844,2,1
Igor,Brighton,BRA,DF,25,25.4,1895,1747,143,35,4,6,1,94,0,0,0,0,1758,5,14
Danny Welbeck,Brighton,ENG,"FW,MF",32,23.1,577,545,28,1,4,1,5,2,0,0,0,0,472,4,23
Jason Steele,Brighton,ENG,GK,32,23,841,760,79,13,0,1,0,0,0,0,0,0,721,2,1
Kaoru Mitoma,Brighton,JPN,FW,26,22.9,822,809,11,2,5,1,48,8,1,0,0,0,638,2,23
Joël Veltman,Brighton,NED,DF,31,21.8,1059,912,145,39,3,0,13,106,0,0,0,0,885,2,18
Facundo Buonanotte,Brighton,ARG,"FW,MF",18,20.6,575,561,14,8,1,1,10,4,1,1,0,0,491,0,14
Pervis Estupiñán,Brighton,ECU,DF,25,19.8,1105,971,129,22,1,3,85,95,12,6,2,0,931,5,20
Evan Ferguson,Brighton,IRL,FW,18,19.2,337,302,33,0,1,0,2,0,0,0,0,0,268,2,14
Carlos Baleba,Brighton,CMR,MF,19,16.6,837,827,7,7,0,5,1,0,0,0,0,0,768,3,10
Tariq Lamptey,Brighton,GHA,"DF,FW",22,14.4,584,508,73,5,0,0,44,68,0,0,0,0,489,3,9
Adam Webster,Brighton,ENG,DF,28,14.1,1106,1073,31,23,1,4,2,7,0,0,0,0,1007,2,2
Jack Hinshelwood,Brighton,ENG,DF,18,13.5,596,510,85,17,0,3,16,68,0,0,0,0,500,1,6
Ansu Fati,Brighton,ESP,"MF,FW",20,11.1,359,348,8,3,1,1,5,1,0,0,0,0,314,3,14
Adam Lallana,Brighton,ENG,"MF,FW",35,10.7,546,528,15,5,3,0,7,0,4,0,0,0,483,3,13
James Milner,Brighton,ENG,"DF,MF",37,10.5,710,618,89,10,4,2,30,73,6,3,0,0,601,3,11
Solly March,Brighton,ENG,"FW,DF",29,8.5,336,285,51,11,1,1,34,21,19,10,3,0,255,0,13
Jakub Moder,Brighton,POL,"MF,DF",24,8.2,304,292,9,2,1,0,7,6,0,0,0,0,243,3,11
Mahmoud Dahoud,Brighton,GER,MF,27,7.5,415,411,4,3,2,1,6,0,1,0,0,0,363,0,10
Julio Enciso,Brighton,PAR,"MF,FW",19,6.6,209,198,9,2,2,0,11,2,2,0,0,0,152,2,7
Valentín Barco,Brighton,ARG,"DF,FW",19,3.5,233,204,28,5,2,1,35,15,8,3,2,2,179,1,5
Odeluga Offiah,Brighton,ENG,DF,20,1.4,80,70,9,0,0,0,3,9,0,0,0,0,63,1,5
Mark O'Mahony,Brighton,IRL,FW,18,0.7,16,16,0,0,0,0,0,0,0,0,0,0,13,0,0
Benicio Boaitey,Brighton,ENG,"FW,DF",19,0.7,20,19,1,0,0,0,0,1,0,0,0,0,13,0,0
Cameron Peupion,Brighton,AUS,MF,20,0.5,,,,,,,0,,,,,,,,
Josh Duffus,Brighton,ENG,MF,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Hinchy,Brighton,ENG,MF,20,0,,,,,,,0,,,,,,,,
Illia Zabarnyi,Bournemouth,UKR,DF,20,41.4,1805,1755,49,42,2,10,1,1,0,0,0,0,1471,1,11
Dominic Solanke,Bournemouth,ENG,FW,25,39.4,544,485,58,0,1,1,7,4,0,0,0,0,400,1,30
Ryan Christie,Bournemouth,SCO,MF,28,36,1300,1217,78,22,17,18,86,2,30,29,0,0,988,5,26
Lewis Cook,Bournemouth,ENG,MF,26,35.6,1487,1290,195,88,2,3,147,10,93,81,5,1,1135,2,25
Neto,Bournemouth,BRA,GK,34,32,1060,749,307,84,0,2,0,0,0,0,0,0,692,4,2
Marcos Senesi,Bournemouth,ARG,DF,26,29.7,1297,1244,47,40,4,6,27,7,0,0,0,0,1005,6,17
Adam Smith,Bournemouth,ENG,DF,32,27.1,1025,793,229,14,3,1,46,215,0,0,0,0,782,3,26
Milos Kerkez,Bournemouth,HUN,DF,19,26,844,677,165,5,1,3,66,160,0,0,0,0,613,2,20
Marcus Tavernier,Bournemouth,ENG,FW,24,25.9,920,790,121,25,3,8,133,35,59,45,2,1,658,9,27
Antoine Semenyo,Bournemouth,GHA,FW,23,25.5,647,632,11,0,5,3,47,11,0,0,0,0,452,4,26
Justin Kluivert,Bournemouth,NED,"MF,FW",24,23,421,399,18,1,0,3,33,7,2,0,0,1,288,4,19
Philip Billing,Bournemouth,DEN,MF,27,19.5,537,518,17,4,0,6,36,5,6,3,1,0,404,2,17
Lloyd Kelly,Bournemouth,ENG,DF,24,18.3,906,771,129,22,1,10,26,107,0,0,0,0,673,6,19
Max Aarons,Bournemouth,ENG,DF,23,15.8,581,453,127,11,2,3,20,116,0,0,0,0,450,1,23
Dango Ouattara,Bournemouth,BFA,"FW,DF",21,15.5,558,473,84,8,2,1,42,73,3,0,0,0,371,1,23
Alex Scott,Bournemouth,ENG,MF,19,15.4,474,429,43,10,2,4,55,4,26,22,1,0,361,2,10
Luis Sinisterra,Bournemouth,COL,"FW,MF",24,10.8,292,292,0,0,1,5,14,0,0,0,0,0,226,0,16
Chris Mepham,Bournemouth,WAL,DF,25,9.4,359,350,8,5,0,1,1,3,0,0,0,0,296,1,1
Mark Travers,Bournemouth,IRL,GK,24,7.3,118,76,42,16,0,0,0,0,0,0,0,0,67,0,0
David Brooks,Bournemouth,WAL,"FW,MF",26,6.2,132,120,12,1,1,1,31,5,6,5,0,0,95,0,6
Joe Rothwell,Bournemouth,ENG,MF,28,5.8,216,194,20,11,0,1,16,0,8,6,0,1,179,2,3
Ionuț Radu,Bournemouth,ROU,GK,26,5,68,54,14,3,0,0,0,0,0,0,0,0,56,0,0
Enes Ünal,Bournemouth,TUR,"FW,MF",26,4.1,75,68,7,1,0,0,3,0,0,0,0,0,55,0,5
Kieffer Moore,Bournemouth,WAL,"FW,MF",30,3.3,42,41,1,0,0,0,2,0,0,0,0,0,28,0,3
Jaidon Anthony,Bournemouth,ENG,FW,23,2.7,45,42,3,2,0,0,9,0,1,0,0,0,30,0,3
Hamed Junior Traorè,Bournemouth,CIV,MF,23,2,27,26,1,0,1,0,6,0,1,1,0,0,18,0,1
Tyler Adams,Bournemouth,USA,MF,24,1.6,71,67,4,3,0,1,1,1,0,0,0,0,59,0,0
James Hill,Bournemouth,ENG,DF,21,1.5,42,34,8,0,0,0,0,8,0,0,0,0,28,0,2
Romain Faivre,Bournemouth,FRA,"MF,FW",25,0.6,26,25,1,1,0,0,4,0,0,0,0,0,19,0,0
Gavin Kilkenny,Bournemouth,IRL,MF,23,0.4,,,,,,,0,,,,,,,,
Dominic Sadi,Bournemouth,ENG,FW,19,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Adu-Adjei,Bournemouth,ENG,FW,18,0,,,,,,,0,,,,,,,,
Patrick Mainka,Heidenheim,GER,DF,28,36,1555,1523,29,25,0,3,0,4,0,0,0,0,1289,3,16
Kevin Müller,Heidenheim,GER,GK,32,35,1482,1038,442,126,0,2,0,0,0,0,0,0,1104,2,1
Tim Kleindienst,Heidenheim,GER,FW,27,33,874,828,43,0,2,7,19,11,0,0,0,0,516,3,50
Jonas Föhrenbach,Heidenheim,GER,DF,27,32.5,1462,1151,307,17,0,17,77,289,1,1,0,0,1046,4,38
Eren Dinkçi,Heidenheim,GER,"FW,MF",21,30.1,819,791,25,3,2,5,83,18,3,0,3,0,508,3,52
Jan-Niklas Beste,Heidenheim,GER,"FW,MF",24,29.6,947,675,269,85,0,13,295,34,145,75,61,0,543,3,49
Omar Traoré,Heidenheim,GER,DF,25,28.5,1240,935,302,10,1,2,74,292,0,0,0,0,881,3,54
Lennard Maloney,Heidenheim,USA,MF,23,26.9,942,921,19,15,0,15,4,3,0,0,0,0,698,2,21
Benedikt Gimber,Heidenheim,GER,DF,26,23,846,809,36,33,1,3,3,1,0,0,0,0,681,1,13
Jan Schöppner,Heidenheim,GER,MF,24,22.7,668,656,12,10,4,8,7,1,0,0,0,0,444,0,23
Marvin Pieringer,Heidenheim,GER,"MF,FW",23,18.3,431,415,15,0,3,2,7,2,0,0,0,0,298,1,11
Norman Theuerkauf,Heidenheim,GER,"MF,DF",36,14.5,590,528,59,7,0,10,25,46,6,3,2,0,462,3,12
Kevin Sessa,Heidenheim,GER,"MF,FW",23,12.6,450,409,40,14,2,5,24,9,7,2,1,0,331,1,19
Adrian Beck,Heidenheim,GER,"MF,FW",26,11.9,431,411,18,3,2,5,7,1,0,0,0,0,311,2,17
Tim Siersleben,Heidenheim,GER,DF,23,11.6,559,545,13,10,0,9,1,3,0,0,0,0,456,1,5
Nikola Dovedan,Heidenheim,AUT,"MF,FW",29,7.6,204,187,16,2,4,1,8,3,3,0,0,0,125,1,15
Marnon Busch,Heidenheim,GER,DF,28,7.6,411,327,83,6,1,3,33,77,0,0,0,0,282,1,13
Denis Thomalla,Heidenheim,GER,"MF,FW",30,6.3,191,186,3,2,0,1,2,0,0,0,0,0,143,2,5
Florian Pick,Heidenheim,GER,"MF,FW",27,5,183,146,35,13,0,1,39,4,18,9,8,0,118,2,10
Stefan Schimmer,Heidenheim,GER,"MF,FW",29,1.8,45,44,1,0,0,0,2,0,0,0,0,0,22,0,3
Vitus Eicher,Heidenheim,GER,GK,32,1,,,,,,,0,,,,,,,,
Christian Kühlwetter,Heidenheim,GER,MF,27,0.6,2,2,0,0,0,0,2,0,0,0,0,0,1,0,0
Thomas Keller,Heidenheim,GER,"MF,FW",23,0,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
Antonee Robinson,Fulham,USA,DF,25,42.3,2054,1736,314,25,1,11,152,289,0,0,0,0,1514,4,68
Bernd Leno,Fulham,GER,GK,31,41.3,1577,1281,292,91,0,2,0,0,0,0,0,0,1250,4,0
João Palhinha,Fulham,POR,MF,28,35.9,1333,1272,55,52,6,20,7,1,0,0,0,0,1098,6,29
Timothy Castagne,Fulham,BEL,DF,27,34.1,1662,1373,286,27,2,2,59,259,0,0,0,0,1350,3,55
Andreas Pereira,Fulham,BRA,MF,27,34.1,1295,1035,255,67,14,11,262,7,148,49,74,1,912,5,44
Calvin Bassey,Fulham,NGA,DF,23,28.8,1674,1582,91,34,0,12,4,3,0,0,0,0,1440,1,20
Willian,Fulham,BRA,FW,34,26.8,1145,1081,59,17,8,14,90,6,36,11,14,0,932,5,20
Alex Iwobi,Fulham,NGA,"FW,MF",27,26.6,1051,1029,21,1,6,7,63,8,1,0,0,0,821,1,32
Harry Wilson,Fulham,WAL,FW,26,23,632,591,38,13,3,9,54,5,19,7,6,0,478,3,21
Tosin Adarabioyo,Fulham,ENG,DF,25,22.5,1216,1181,33,28,1,9,1,2,0,0,0,0,1028,2,8
Rodrigo Muniz,Fulham,BRA,FW,22,22.3,222,207,14,0,1,1,2,0,0,0,0,0,136,1,4
Issa Diop,Fulham,FRA,DF,26,22.3,1080,1041,37,22,1,5,0,2,0,0,0,0,950,2,13
Bobby Reid,Fulham,JAM,FW,30,21.8,487,474,12,2,2,1,47,9,1,0,0,0,364,1,16
Tom Cairney,Fulham,SCO,MF,32,21.7,1272,1239,27,15,2,1,33,0,2,1,1,0,1126,6,13
Harrison Reed,Fulham,ENG,MF,28,19.3,748,702,46,23,2,0,27,7,5,2,3,0,627,0,24
Tim Ream,Fulham,USA,DF,35,19.1,1060,1010,49,19,0,8,1,0,0,0,0,0,944,1,9
Raúl Jiménez,Fulham,MEX,FW,32,18.4,382,370,11,4,4,3,10,1,0,0,0,0,262,1,13
Saša Lukić,Fulham,SRB,MF,26,15.6,496,472,21,15,4,1,9,0,0,0,0,0,428,3,7
Kenny Tete,Fulham,NED,DF,27,14.4,523,438,84,7,1,0,53,77,0,0,0,0,418,1,13
Marek Rodák,Fulham,SVK,GK,26,5.3,,,,,,,0,,,,,,,,
Carlos Vinícius,Fulham,BRA,FW,28,4.9,62,61,1,0,0,0,1,0,0,0,0,0,46,0,1
Adama Traoré,Fulham,ESP,"FW,MF",27,4.9,139,137,2,0,0,1,31,2,0,0,0,0,97,0,7
Fodé Ballo-Touré,Fulham,SEN,"DF,MF",26,2.5,78,57,20,2,0,0,17,18,0,0,0,0,56,1,3
Luke Harris,Fulham,WAL,MF,18,1.3,14,11,3,0,0,0,0,0,0,0,0,0,11,0,0
Luc De Fougerolles,Fulham,CAN,DF,17,1,,,,,,,0,,,,,,,,
Armando Broja,Fulham,ALB,FW,21,1,27,26,1,0,0,0,1,0,0,0,0,0,19,0,1
Tyrese Francois,Fulham,AUS,MF,23,0.5,,,,,,,0,,,,,,,,
Aleksandar Mitrović,Fulham,SRB,FW,28,0.4,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0
Devan Tanton,Fulham,COL,DF,19,0,,,,,,,0,,,,,,,,
Marvin Ducksch,Werder Bremen,GER,FW,29,30.6,950,751,192,55,11,10,162,5,97,35,49,0,566,7,16
Romano Schmid,Werder Bremen,AUT,"MF,FW",23,29.9,1211,1176,29,11,12,5,65,6,9,3,5,0,941,6,29
Anthony Jung,Werder Bremen,GER,DF,31,29.6,1795,1626,166,52,1,3,23,33,2,2,0,0,1553,3,20
Mitchell Weiser,Werder Bremen,GER,"DF,MF",29,29.5,1443,1207,233,7,6,13,82,225,1,0,0,0,1074,3,60
Michael Zetterer,Werder Bremen,GER,GK,28,27,1127,890,231,87,0,1,0,0,0,0,0,0,891,6,0
Jens Stage,Werder Bremen,DEN,MF,26,26.9,1042,998,38,19,2,4,11,8,0,0,0,0,775,6,28
Marco Friedl,Werder Bremen,AUT,DF,25,24.4,1081,1033,43,37,0,3,4,5,0,0,0,0,930,5,5
Miloš Veljković,Werder Bremen,SRB,DF,27,22.3,1295,1224,62,53,2,26,20,3,1,0,0,0,1066,9,7
Senne Lynen,Werder Bremen,BEL,MF,24,20,903,863,39,24,2,6,4,1,0,0,0,0,746,1,13
Leonardo Bittencourt,Werder Bremen,GER,MF,29,18.3,829,802,22,10,7,3,42,7,5,2,2,0,665,5,16
Felix Agu,Werder Bremen,GER,"DF,MF",23,17.9,669,538,128,3,0,2,46,124,1,0,0,0,488,3,30
Olivier Deman,Werder Bremen,BEL,DF,23,15.2,730,607,121,6,0,5,45,110,4,2,1,0,543,2,28
Nick Woltemade,Werder Bremen,GER,"FW,MF",21,13.2,412,401,9,0,2,2,3,1,0,0,0,0,316,2,10
Niklas Stark,Werder Bremen,GER,DF,28,13.1,595,566,28,26,0,4,0,2,0,0,0,0,475,1,3
Justin Njinmah,Werder Bremen,GER,FW,22,11.3,215,211,2,1,1,1,10,1,0,0,0,0,146,2,11
Rafael Borré,Werder Bremen,COL,FW,27,11,301,284,15,0,2,4,12,6,0,0,0,0,223,2,9
Christian Groß,Werder Bremen,GER,"DF,MF",34,9.2,499,484,14,9,0,0,8,2,0,0,0,0,427,1,4
Jiří Pavlenka,Werder Bremen,CZE,GK,31,8,246,148,98,29,0,0,0,0,0,0,0,0,187,0,0
Julián Malatini,Werder Bremen,ARG,DF,22,6.7,364,346,16,14,0,1,6,2,0,0,0,0,295,2,8
Amos Pieper,Werder Bremen,GER,DF,25,6.7,312,297,12,11,1,1,2,1,0,0,0,0,229,3,6
Dawid Kownacki,Werder Bremen,POL,FW,26,4.2,109,104,4,0,0,1,3,2,0,0,0,0,69,1,3
Niclas Füllkrug,Werder Bremen,GER,FW,30,3,66,65,1,0,0,0,0,0,0,0,0,0,48,0,2
Skelly Alvero,Werder Bremen,FRA,MF,21,1.4,76,75,1,1,0,1,0,0,0,0,0,0,59,0,2
Naby Keïta,Werder Bremen,GUI,"MF,DF",28,1.2,67,67,0,0,1,0,0,0,0,0,0,0,52,0,1
Oliver Burke,Werder Bremen,SCO,FW,26,1.1,12,8,4,0,0,0,4,4,0,0,0,0,6,0,0
Nicolai Rapp,Werder Bremen,GER,DF,26,1.1,40,39,1,0,0,0,0,1,0,0,0,0,32,0,0
