Player Name,Club Name,Country,Position,DefensiveErrors,TacklesAttempted,TackleWon,TacklesinDef3rd,TacklesinMid3rd,TacklesinAtt3rd,DribblesStopped,PassesBlocked,DribblesWinningPerc,DribblesNotStopped,TotalBlocks,ShotsBlocked,PassesBlocked,Tackles+Interception,Clearances
Jack Hinshelwood,Brighton,ENG,DF,0,18,6,9,6,3,9,4,50,9,7,3,16,33,21
Ansu Fati,Brighton,ESP,"MF,FW",0,8,6,1,2,5,1,13,8.3,11,13,0,5,13,5
Adam Lallana,Brighton,ENG,"MF,FW",0,10,6,4,5,1,1,1,20,4,2,1,5,14,1
James Milner,Brighton,ENG,"DF,MF",0,24,16,10,11,3,11,11,64.7,6,11,0,8,32,24
Solly March,Brighton,ENG,"FW,DF",0,25,18,10,8,7,10,7,55.6,8,7,0,11,36,9
Jakub Moder,Brighton,POL,"MF,DF",0,19,11,9,5,5,9,6,50,9,8,2,4,21,12
Mahmoud Dahoud,Brighton,GER,MF,0,12,7,2,6,4,3,3,25,9,5,2,4,14,7
Julio Enciso,Brighton,PAR,"MF,FW",0,7,3,3,2,2,2,12,28.6,5,12,0,0,7,4
Valentín Barco,Brighton,ARG,"DF,FW",1,11,5,4,5,2,6,3,75,2,3,0,4,15,3
Odeluga Offiah,Brighton,ENG,DF,0,1,0,1,0,0,1,0,100,0,0,0,1,2,0
Mark O'Mahony,Brighton,IRL,FW,0,1,0,1,0,0,1,1,50,1,2,1,0,1,1
Benicio Boaitey,Brighton,ENG,"FW,DF",0,0,0,0,0,0,0,1,0,1,1,0,0,0,2
Cameron Peupion,Brighton,AUS,MF,,,3,,,,,,,,,,0,0,
Josh Duffus,Brighton,ENG,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Jack Hinchy,Brighton,ENG,MF,,,0,,,,,,,,,,0,0,
Illia Zabarnyi,Bournemouth,UKR,DF,4,59,34,29,29,1,23,19,46,27,53,34,37,92,143
Dominic Solanke,Bournemouth,ENG,FW,0,23,11,3,13,7,10,19,34.5,19,24,5,7,30,43
Ryan Christie,Bournemouth,SCO,MF,1,86,51,34,35,17,39,41,42.4,53,52,11,56,138,53
Lewis Cook,Bournemouth,ENG,MF,1,61,46,24,30,7,34,21,54,29,32,11,69,126,46
Neto,Bournemouth,BRA,GK,3,0,0,0,0,0,0,1,,0,1,0,1,1,12
Marcos Senesi,Bournemouth,ARG,DF,1,55,35,28,23,4,24,27,42.9,32,50,23,41,90,109
Adam Smith,Bournemouth,ENG,DF,0,37,25,18,11,8,19,17,48.7,20,28,11,23,58,62
Milos Kerkez,Bournemouth,HUN,DF,2,47,33,31,13,3,30,20,71.4,12,31,11,23,67,60
Marcus Tavernier,Bournemouth,ENG,FW,0,53,37,25,22,6,26,28,54.2,22,31,3,8,58,23
Antoine Semenyo,Bournemouth,GHA,FW,0,24,18,7,9,8,9,37,33.3,18,39,2,7,30,21
Justin Kluivert,Bournemouth,NED,"MF,FW",0,28,17,5,12,11,8,15,26.7,22,16,1,9,36,11
Philip Billing,Bournemouth,DEN,MF,1,33,22,7,22,4,9,26,33.3,18,31,5,21,53,28
Lloyd Kelly,Bournemouth,ENG,DF,0,24,19,10,9,5,14,10,56,11,22,12,15,37,67
Max Aarons,Bournemouth,ENG,DF,0,29,20,20,7,2,20,4,58.8,14,9,5,8,37,27
Dango Ouattara,Bournemouth,BFA,"FW,DF",0,45,30,22,11,12,19,15,55.9,15,18,3,22,67,35
Alex Scott,Bournemouth,ENG,MF,2,24,20,8,10,6,12,10,42.9,16,14,4,17,36,18
Luis Sinisterra,Bournemouth,COL,"FW,MF",0,23,14,9,10,4,9,18,56.3,7,18,0,9,31,4
Chris Mepham,Bournemouth,WAL,DF,1,12,14,9,3,0,9,7,64.3,5,13,6,12,19,30
Mark Travers,Bournemouth,IRL,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,2
David Brooks,Bournemouth,WAL,"FW,MF",0,5,7,2,1,2,2,3,50,2,3,0,4,7,2
Joe Rothwell,Bournemouth,ENG,MF,0,7,2,4,2,1,2,2,25,6,4,2,5,10,2
Ionuț Radu,Bournemouth,ROU,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Enes Ünal,Bournemouth,TUR,"FW,MF",0,6,4,2,3,1,2,2,40,3,4,2,1,7,6
Kieffer Moore,Bournemouth,WAL,"FW,MF",0,0,1,0,0,0,0,0,,0,0,0,0,0,0
Jaidon Anthony,Bournemouth,ENG,FW,0,3,1,1,0,2,1,3,14.3,6,3,0,1,4,3
Hamed Junior Traorè,Bournemouth,CIV,MF,0,1,0,1,0,0,1,3,33.3,2,3,0,1,1,0
Tyler Adams,Bournemouth,USA,MF,0,4,3,1,3,0,2,2,66.7,1,2,0,5,8,2
James Hill,Bournemouth,ENG,DF,0,3,3,1,2,0,1,1,100,0,3,2,4,6,8
Romain Faivre,Bournemouth,FRA,"MF,FW",0,1,1,0,1,0,0,0,0,3,0,0,0,1,0
Gavin Kilkenny,Bournemouth,IRL,MF,,,1,,,,,,,,,,0,0,
Dominic Sadi,Bournemouth,ENG,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Daniel Adu-Adjei,Bournemouth,ENG,FW,,,0,,,,,,,,,,0,0,
Patrick Mainka,Heidenheim,GER,DF,1,85,52,58,24,3,38,34,51.4,36,66,32,55,134,158
Kevin Müller,Heidenheim,GER,GK,1,3,0,3,0,0,3,0,60,2,0,0,0,3,6
Tim Kleindienst,Heidenheim,GER,FW,0,21,13,6,11,4,7,24,28,18,32,8,13,33,58
Jonas Föhrenbach,Heidenheim,GER,DF,0,44,26,24,14,6,19,15,52.8,17,34,19,34,75,70
Eren Dinkçi,Heidenheim,GER,"FW,MF",0,32,20,16,13,3,19,36,39.6,29,40,4,13,44,21
Jan-Niklas Beste,Heidenheim,GER,"FW,MF",0,77,50,35,24,18,28,47,50.9,27,48,1,18,95,31
Omar Traoré,Heidenheim,GER,DF,1,60,36,33,21,6,32,25,57.1,24,32,7,40,100,54
Lennard Maloney,Heidenheim,USA,MF,0,43,29,14,24,5,25,24,42.4,34,33,9,29,68,88
Benedikt Gimber,Heidenheim,GER,DF,1,40,24,25,14,1,19,10,54.3,16,27,17,18,56,101
Jan Schöppner,Heidenheim,GER,MF,0,48,26,26,20,2,21,30,50,21,37,7,27,74,57
Marvin Pieringer,Heidenheim,GER,"MF,FW",0,19,13,5,11,3,8,24,40,12,28,4,12,31,21
Norman Theuerkauf,Heidenheim,GER,"MF,DF",0,24,16,13,7,4,13,10,59.1,9,16,6,15,38,21
Kevin Sessa,Heidenheim,GER,"MF,FW",0,17,11,9,6,2,7,11,43.8,9,12,1,4,21,17
Adrian Beck,Heidenheim,GER,"MF,FW",0,22,17,8,12,2,9,17,37.5,15,17,0,6,26,15
Tim Siersleben,Heidenheim,GER,DF,1,27,14,21,6,0,8,6,40,12,16,10,24,48,29
Nikola Dovedan,Heidenheim,AUT,"MF,FW",0,14,10,2,10,2,5,9,20,20,9,0,2,15,3
Marnon Busch,Heidenheim,GER,DF,0,11,10,6,3,2,7,7,58.3,5,9,2,11,21,12
Denis Thomalla,Heidenheim,GER,"MF,FW",0,9,7,4,4,1,5,1,45.5,6,3,2,5,13,13
Florian Pick,Heidenheim,GER,"MF,FW",0,4,5,3,0,1,2,2,66.7,1,2,0,2,6,2
Stefan Schimmer,Heidenheim,GER,"MF,FW",0,1,1,0,1,0,0,2,0,3,2,0,1,2,6
Vitus Eicher,Heidenheim,GER,GK,,,0,,,,,,,,,,0,0,
Christian Kühlwetter,Heidenheim,GER,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Thomas Keller,Heidenheim,GER,"MF,FW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Antonee Robinson,Fulham,USA,DF,3,93,66,60,26,7,52,48,47.3,58,56,8,90,173,117
Bernd Leno,Fulham,GER,GK,1,0,0,0,0,0,0,0,,0,0,0,0,0,14
João Palhinha,Fulham,POR,MF,0,152,91,80,60,12,103,48,67.8,49,57,9,54,198,58
Timothy Castagne,Fulham,BEL,DF,1,49,25,23,16,10,26,28,59.1,18,38,10,40,87,69
Andreas Pereira,Fulham,BRA,MF,0,25,14,4,12,9,11,14,26.8,30,16,2,4,29,12
Calvin Bassey,Fulham,NGA,DF,4,49,29,33,15,1,21,21,72.4,8,32,11,34,77,84
Willian,Fulham,BRA,FW,1,18,13,6,7,5,3,13,14.3,18,13,0,11,27,12
Alex Iwobi,Fulham,NGA,"FW,MF",0,29,21,12,15,2,12,16,48,13,16,0,15,43,9
Harry Wilson,Fulham,WAL,FW,0,21,21,9,8,4,11,24,39.3,17,27,3,15,31,12
Tosin Adarabioyo,Fulham,ENG,DF,0,21,15,16,5,0,12,5,57.1,9,16,11,30,46,80
Rodrigo Muniz,Fulham,BRA,FW,0,7,4,1,5,1,1,6,16.7,5,9,3,6,13,20
Issa Diop,Fulham,FRA,DF,1,30,22,23,5,2,15,9,75,5,28,19,23,47,80
Bobby Reid,Fulham,JAM,FW,0,22,17,5,15,2,4,22,25,12,24,2,6,27,14
Tom Cairney,Fulham,SCO,MF,0,24,23,10,12,2,13,12,52,12,16,4,15,37,6
Harrison Reed,Fulham,ENG,MF,0,29,25,9,17,3,13,10,41.9,18,19,9,16,40,24
Tim Ream,Fulham,USA,DF,2,20,10,13,5,2,9,8,50,9,23,15,32,45,61
Raúl Jiménez,Fulham,MEX,FW,0,18,13,4,8,6,7,8,35,13,11,3,5,22,13
Saša Lukić,Fulham,SRB,MF,1,33,25,9,17,7,18,13,46.2,21,18,5,21,49,19
Kenny Tete,Fulham,NED,DF,0,27,28,19,6,2,11,7,57.9,8,10,3,21,43,35
Marek Rodák,Fulham,SVK,GK,,,0,,,,,,,,,,0,0,
Carlos Vinícius,Fulham,BRA,FW,0,3,2,0,1,2,0,4,0,4,4,0,0,3,1
Adama Traoré,Fulham,ESP,"FW,MF",0,4,3,1,2,1,3,2,50,3,2,0,1,5,2
Fodé Ballo-Touré,Fulham,SEN,"DF,MF",0,4,5,1,3,0,1,1,50,1,1,0,5,7,2
Luke Harris,Fulham,WAL,MF,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Luc De Fougerolles,Fulham,CAN,DF,,,0,,,,,,,,,,0,0,
Armando Broja,Fulham,ALB,FW,0,0,0,0,0,0,0,1,,0,1,0,0,0,0
Tyrese Francois,Fulham,AUS,MF,,,0,,,,,,,,,,0,0,
Aleksandar Mitrović,Fulham,SRB,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Devan Tanton,Fulham,COL,DF,,,1,,,,,,,,,,0,0,
Marvin Ducksch,Werder Bremen,GER,FW,0,8,3,4,3,1,6,2,42.9,8,2,0,4,12,25
Romano Schmid,Werder Bremen,AUT,"MF,FW",2,35,21,7,22,6,14,29,30.4,32,36,7,12,46,17
Anthony Jung,Werder Bremen,GER,DF,0,37,23,21,14,2,18,22,54.5,15,39,17,26,61,102
Mitchell Weiser,Werder Bremen,GER,"DF,MF",0,64,39,29,25,10,31,30,58.5,22,36,6,20,84,43
Michael Zetterer,Werder Bremen,GER,GK,3,3,1,3,0,0,3,0,100,0,0,0,0,3,7
Jens Stage,Werder Bremen,DEN,MF,0,52,23,21,23,8,18,19,36,32,42,23,23,75,55
Marco Friedl,Werder Bremen,AUT,DF,0,53,32,38,15,0,36,16,75,12,45,29,35,88,129
Miloš Veljković,Werder Bremen,SRB,DF,0,31,15,17,13,1,16,11,51.6,15,31,20,17,48,57
Senne Lynen,Werder Bremen,BEL,MF,0,64,38,33,27,4,30,33,42.9,40,41,8,41,105,56
Leonardo Bittencourt,Werder Bremen,GER,MF,0,42,22,20,17,5,15,17,38.5,24,18,1,14,55,6
Felix Agu,Werder Bremen,GER,"DF,MF",0,45,29,28,13,4,29,20,70.7,12,27,7,13,58,41
Olivier Deman,Werder Bremen,BEL,DF,1,28,15,21,4,3,18,16,47.4,20,24,8,14,42,49
Nick Woltemade,Werder Bremen,GER,"FW,MF",0,34,23,7,20,7,15,12,71.4,6,12,0,5,39,17
Niklas Stark,Werder Bremen,GER,DF,1,26,16,13,11,2,12,7,66.7,6,14,7,20,45,61
Justin Njinmah,Werder Bremen,GER,FW,0,5,1,2,2,1,3,8,33.3,6,9,1,2,7,6
Rafael Borré,Werder Bremen,COL,FW,0,10,7,2,4,4,5,6,31.3,11,8,2,2,12,10
Christian Groß,Werder Bremen,GER,"DF,MF",1,21,16,11,9,1,11,11,44,14,17,6,13,34,28
Jiří Pavlenka,Werder Bremen,CZE,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,2
Julián Malatini,Werder Bremen,ARG,DF,0,18,13,12,3,3,16,7,66.7,8,8,1,13,31,26
Amos Pieper,Werder Bremen,GER,DF,1,14,11,8,6,0,7,5,53.8,6,12,7,9,23,36
Dawid Kownacki,Werder Bremen,POL,FW,0,1,1,1,0,0,1,2,25,3,3,1,0,1,1
Niclas Füllkrug,Werder Bremen,GER,FW,0,1,1,0,1,0,1,1,100,0,2,1,0,1,1
Skelly Alvero,Werder Bremen,FRA,MF,0,6,4,1,5,0,3,2,100,0,3,1,1,7,1
Naby Keïta,Werder Bremen,GUI,"MF,DF",0,1,1,1,0,0,0,2,0,1,2,0,2,3,1
Oliver Burke,Werder Bremen,SCO,FW,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
Nicolai Rapp,Werder Bremen,GER,DF,0,3,2,2,1,0,2,2,100,0,2,0,2,5,8
Isak Hansen-Aarøen,Werder Bremen,NOR,MF,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
Leon Opitz,Werder Bremen,GER,"FW,DF",0,2,2,1,1,0,2,0,66.7,1,0,0,0,2,0
Ilia Gruev,Werder Bremen,BUL,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Joel Imasuen,Werder Bremen,USA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Noah Atubolu,Freiburg,GER,GK,3,0,0,0,0,0,0,0,0,1,0,0,0,0,10
Maximilian Eggestein,Freiburg,GER,MF,1,62,29,32,23,7,19,40,40.4,28,63,23,36,97,46
Nicolas Höfler,Freiburg,GER,MF,2,87,57,46,33,8,35,28,48.6,37,48,20,44,130,56
Ritsu Doan,Freiburg,JPN,"MF,FW",0,72,42,26,32,14,28,39,56,22,43,4,14,84,38
Lucas Höler,Freiburg,GER,"FW,MF",0,44,32,16,17,11,9,23,28.1,23,29,6,16,59,41
Vincenzo Grifo,Freiburg,ITA,"MF,FW",1,39,28,17,15,7,18,24,40.9,26,26,2,20,58,25
Matthias Ginter,Freiburg,GER,DF,0,38,19,23,13,2,18,17,56.3,14,45,28,20,57,119
Manuel Gulde,Freiburg,GER,DF,0,46,29,28,17,1,20,11,66.7,10,27,16,32,78,101
Kiliann Sildillia,Freiburg,FRA,"DF,MF",0,56,30,32,13,11,32,26,64,18,41,15,27,82,76
Roland Sallai,Freiburg,HUN,"FW,MF",0,22,15,6,7,9,9,22,40.9,13,23,1,10,31,25
Lukas Kübler,Freiburg,GER,DF,2,59,32,37,19,3,29,22,55.8,23,37,15,48,107,68
Michael Gregoritsch,Freiburg,AUT,FW,0,21,16,9,8,4,3,13,16.7,15,17,4,10,31,30
Merlin Röhl,Freiburg,GER,"MF,FW",0,34,20,16,15,3,16,31,50,16,35,4,14,47,24
Philipp Lienhart,Freiburg,AUT,DF,0,20,14,14,5,1,13,7,52,12,21,14,17,37,65
Jordy Makengo,Freiburg,FRA,DF,0,23,16,16,6,1,8,18,61.5,5,22,4,16,39,43
Christian Günter,Freiburg,GER,DF,0,20,12,9,11,0,7,7,36.8,12,10,3,2,22,24
Noah Weißhaupt,Freiburg,GER,"MF,DF",0,13,6,9,1,3,7,7,46.7,8,8,1,9,22,17
Yannik Keitel,Freiburg,GER,DF,3,20,16,14,5,1,10,9,66.7,5,18,9,16,36,51
Maximilian Philipp,Freiburg,GER,"FW,MF",0,8,5,4,4,0,1,9,14.3,6,9,0,4,12,3
Junior Adamu,Freiburg,AUT,FW,0,10,3,3,5,2,4,3,80,1,3,0,1,11,4
Florent Muslija,Freiburg,KVX,MF,0,6,5,4,2,0,3,1,50,3,1,0,0,6,2
Kenneth Schmidt,Freiburg,GER,DF,1,3,3,2,1,0,3,1,60,2,1,0,1,4,6
Attila Szalai,Freiburg,HUN,"DF,MF",1,1,1,1,0,0,1,3,50,1,5,2,1,2,11
Florian Müller,Freiburg,GER,GK,,,0,,,,,,,,,,0,0,
Maximilian Breunig,Freiburg,GER,FW,0,0,0,0,0,0,0,2,,0,2,0,0,0,0
Fabian Rüdlin,Freiburg,GER,MF,0,1,0,0,0,1,0,0,,0,0,0,0,1,0
Benjamin Lecomte,Montpellier,FRA,GK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,16
Téji Savanier,Montpellier,FRA,MF,1,37,20,16,15,6,14,28,22.2,49,36,8,36,70,28
Joris Chotard,Montpellier,FRA,MF,0,81,53,45,25,11,48,26,50,48,47,21,47,125,60
Becir Omeragic,Montpellier,SUI,"DF,MF",0,48,33,31,13,4,20,22,60.6,13,51,29,30,75,65
Jordan Ferri,Montpellier,FRA,MF,0,36,26,16,17,3,20,18,29.9,47,19,1,16,49,23
Akor Adams,Montpellier,NGA,FW,0,12,4,3,4,5,3,7,42.9,4,9,2,5,17,11
Musa Al-Taamari,Montpellier,JOR,FW,0,20,16,10,5,5,9,16,42.9,12,18,2,4,24,5
Boubakar Kouyaté,Montpellier,MLI,DF,1,49,30,39,8,2,28,11,54.9,23,31,20,29,78,123
Issiaga Sylla,Montpellier,GUI,"DF,FW",0,28,17,20,6,2,16,14,47.1,18,21,7,23,51,53
Falaye Sacko,Montpellier,MLI,DF,0,28,16,13,10,5,21,12,65.6,11,19,7,24,52,37
Christopher Jullien,Montpellier,FRA,DF,2,16,12,11,5,0,6,5,35.3,11,25,20,12,28,106
Wahbi Khazri,Montpellier,TUN,FW,0,24,18,8,12,4,14,10,40,21,10,0,3,27,7
Arnaud Nordin,Montpellier,FRA,"FW,MF",0,12,6,3,5,4,6,11,37.5,10,11,0,2,14,10
Maxime Estève,Montpellier,FRA,DF,0,16,15,11,5,0,10,4,66.7,5,13,9,19,34,50
Modibo Sagnan,Montpellier,MLI,DF,0,34,23,23,9,2,15,4,60,10,13,9,16,49,67
Khalil Fayad,Montpellier,FRA,"FW,MF",0,28,16,17,7,4,9,12,40.9,13,15,3,15,42,6
Enzo Tchato,Montpellier,CMR,DF,0,26,17,18,4,4,11,13,44,14,20,7,11,37,25
Lucas Mincarelli,Montpellier,FRA,"DF,MF",0,29,16,19,6,4,17,13,50,17,17,4,8,37,27
Silvan Hefti,Montpellier,SUI,"DF,FW",0,21,18,10,7,4,15,5,51.7,14,7,2,10,29,11
Tanguy Coulibaly,Montpellier,FRA,"FW,MF",0,13,16,8,4,1,4,10,44.4,5,11,1,3,15,2
Léo Leroy,Montpellier,FRA,MF,0,19,14,8,8,3,6,9,28.6,15,12,3,10,26,8
Théo Sainte-Luce,Montpellier,FRA,DF,0,17,9,10,6,1,11,5,57.9,8,9,4,4,20,15
Kelvin Yeboah,Montpellier,ITA,FW,0,4,3,2,2,0,1,1,33.3,2,3,2,1,5,3
Dimitry Bertaud,Montpellier,COD,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Yann Karamoh,Montpellier,FRA,"FW,MF",0,1,0,0,0,1,1,3,50,1,3,0,0,1,0
Axel Gueguin,Montpellier,FRA,"DF,FW",0,9,7,6,2,1,2,2,33.3,4,2,0,2,11,6
Sacha Delaye,Montpellier,FRA,"MF,FW",0,7,4,2,2,3,1,2,16.7,5,2,0,1,7,1
Othmane Maamma,Montpellier,FRA,FW,0,3,3,2,0,1,1,3,100,0,3,0,0,3,0
Junior Ndiaye,Montpellier,FRA,FW,,,1,,,,,,,,,,0,0,
Yanis Issoufou,Montpellier,FRA,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Elye Wahi,Montpellier,FRA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Mamadou Sakho,Montpellier,FRA,DF,0,1,1,1,0,0,1,0,100,0,0,0,0,1,1
Antonio Sivera,Alavés,ESP,GK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17
Ander Guevara,Alavés,ESP,MF,1,59,34,28,25,6,31,22,48.4,33,34,12,14,72,46
Andoni Gorosabel,Alavés,ESP,DF,0,62,43,40,17,5,38,16,50.7,37,24,8,28,90,69
Jon Guridi,Alavés,ESP,MF,0,42,24,10,27,5,12,20,26.7,33,23,3,23,64,22
Luis Rioja,Alavés,ESP,"FW,MF",0,27,20,10,12,5,14,27,32.6,29,28,1,16,43,28
Rafa Marín ,Alavés,ESP,DF,2,32,21,23,9,0,14,13,51.9,13,34,21,33,65,129
Antonio Blanco,Alavés,ESP,MF,0,61,38,29,27,5,31,23,36,55,25,2,36,96,30
Javi López,Alavés,ESP,DF,1,23,12,11,9,3,15,16,57.7,11,25,9,11,33,77
Abdel Abqar,Alavés,MAR,DF,0,35,19,28,5,2,21,5,60,14,31,26,23,58,115
Rubén Duarte,Alavés,ESP,DF,0,39,24,21,16,2,21,15,67.7,10,21,6,26,62,69
Samu Omorodion,Alavés,ESP,FW,0,6,3,1,4,1,0,9,0,4,11,2,1,7,14
Alex Sola,Alavés,ESP,"FW,MF",0,27,24,11,9,7,14,16,53.8,12,18,2,13,38,16
Kiké,Alavés,ESP,"FW,MF",0,8,4,2,3,3,4,11,44.4,5,16,5,1,9,12
Nahuel Tenaglia,Alavés,ARG,DF,0,29,26,22,4,3,16,6,57.1,12,14,8,16,41,59
Carlos Benavídez,Alavés,URU,MF,0,56,45,19,26,11,19,8,55.9,15,13,5,26,75,31
Carlos Vicente,Alavés,ESP,FW,0,16,6,7,7,2,10,4,40,15,4,0,5,20,9
Ianis Hagi,Alavés,ROU,"MF,FW",0,17,16,2,14,1,5,8,41.7,7,8,0,6,22,4
Aleksandar Sedlar,Alavés,SRB,DF,0,14,10,10,4,0,10,4,62.5,6,8,4,13,27,43
Abderrahman Rebbach,Alavés,ALG,"FW,MF",0,9,8,4,2,3,5,9,33.3,10,10,1,4,12,7
Giuliano Simeone,Alavés,ARG,FW,0,7,6,2,3,2,5,10,29.4,12,10,0,5,12,3
Jesús Owono,Alavés,EQG,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,3
Xeber,Alavés,ESP,"FW,MF",0,5,8,3,2,0,3,1,42.9,4,2,1,6,6,2
Joaquín Panichelli,Alavés,ARG,"FW,MF",0,3,3,1,1,1,1,1,50,1,1,0,1,4,4
Nikola Maraš,Alavés,SRB,DF,,,1,,,,,,,,,,2,0,
Victor Parada,Alavés,ESP,"FW,MF",0,1,2,0,1,0,1,0,100,0,0,0,3,1,0
Jon Karrikaburu,Alavés,ESP,"MF,FW",0,0,5,0,0,0,0,0,,0,0,0,1,0,0
Selu Diallo,Alavés,ESP,MF,,,2,,,,,,,,,,1,0,
Unai Ropero,Alavés,ESP,MF,0,0,1,0,0,0,0,0,,0,0,0,0,0,0
Miguel,Alavés,ESP,"FW,MF",0,0,0,0,0,0,0,2,,0,2,0,0,0,0
Tomás Mendes,Alavés,ESP,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Mamadou Sylla,Alavés,SEN,"FW,MF",0,0,0,0,0,0,0,0,,0,1,1,0,0,1
Eneko Ortiz,Alavés,ESP,DF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
José de León,Alavés,DOM,MF,,,0,,,,,,,,,,0,0,
Max Kilman,Wolves,ENG,DF,4,47,23,40,6,1,24,27,75,8,64,37,45,86,182
José Sá,Wolves,POR,GK,5,0,0,0,0,0,0,3,0,1,3,0,0,0,21
Nélson Semedo,Wolves,POR,"DF,MF",1,79,51,52,19,8,38,36,59.4,26,44,8,38,115,85
Toti Gomes,Wolves,POR,DF,2,44,27,32,8,4,24,21,64.9,13,40,19,35,70,93
Mario Lemina,Wolves,GAB,MF,0,90,60,46,33,11,25,27,53.2,22,36,9,44,131,64
João Gomes,Wolves,BRA,MF,2,128,80,67,49,12,44,43,44.4,55,51,8,20,146,29
Matheus Cunha,Wolves,BRA,"FW,MF",1,30,18,8,17,5,13,21,37.1,22,28,7,13,43,21
Rayan Aït-Nouri,Wolves,ALG,"DF,MF",0,71,47,41,23,7,28,26,57.1,21,32,6,18,86,38
Craig Dawson,Wolves,ENG,DF,1,30,20,23,6,1,22,12,64.7,12,51,39,17,46,120
Hwang Hee-chan,Wolves,KOR,"FW,MF",0,20,10,11,8,1,9,18,37.5,15,19,1,11,30,9
Pablo Sarabia,Wolves,ESP,"MF,FW",0,20,16,8,8,4,12,16,33.3,24,17,1,14,30,9
Tommy Doyle,Wolves,ENG,MF,0,26,21,11,10,5,14,13,60.9,9,22,9,16,38,18
Pedro Neto,Wolves,POR,"FW,MF",0,7,3,3,2,2,5,4,33.3,10,5,1,6,12,2
Matt Doherty,Wolves,IRL,"DF,MF",0,31,22,17,10,4,12,10,52.2,11,15,5,12,38,47
Santiago Bueno,Wolves,URU,DF,0,13,9,5,7,1,5,10,45.5,6,22,12,8,19,33
Jean-Ricner Bellegarde,Wolves,FRA,"MF,FW",0,17,10,9,6,2,7,16,46.7,8,18,2,9,25,14
Boubacar Traoré,Wolves,MLI,MF,0,35,28,16,17,2,9,10,42.9,12,12,2,7,40,7
Hugo Bueno,Wolves,ESP,"DF,MF",0,21,15,12,7,2,12,13,63.2,7,17,4,7,27,24
Daniel Bentley,Wolves,ENG,GK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Fábio Silva,Wolves,POR,FW,0,7,4,3,4,0,2,1,66.7,1,1,0,3,9,0
Nathan Fraser,Wolves,IRL,FW,0,5,2,2,1,2,1,1,33.3,2,2,1,2,6,2
Sasa Kalajdzic,Wolves,AUT,FW,0,6,3,3,2,1,1,3,50,1,3,0,2,7,6
Leon Chiwome,Wolves,ENG,FW,0,2,1,0,1,1,1,2,50,1,3,1,0,2,2
Jonny Castro,Wolves,ESP,MF,0,0,1,0,0,0,0,0,0,1,1,1,3,0,0
Matheus Nunes,Wolves,POR,MF,0,3,1,3,0,0,2,0,33.3,4,0,0,6,9,1
Tawanda Chirewa,Wolves,ZIM,"MF,FW",0,7,3,3,3,1,2,0,66.7,1,0,0,1,8,0
Joseph Hodge,Wolves,IRL,MF,,,1,,,,,,,,,,1,0,
Harvey Griffiths,Wolves,ENG,MF,,,0,,,,,,,,,,0,0,
Alfie Pond,Wolves,ENG,DF,,,0,,,,,,,,,,0,0,
Enso Gonzalez,Wolves,PAR,"MF,DF",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sergio Herrera,Osasuna,ESP,GK,3,2,2,2,0,0,2,0,66.7,1,0,0,0,2,22
Jesús Areso,Osasuna,ESP,DF,0,45,25,25,13,7,31,21,81.6,7,36,15,21,63,58
Catena,Osasuna,ESP,DF,3,33,18,26,6,1,19,9,54.3,16,24,15,18,48,119
Ante Budimir,Osasuna,CRO,FW,0,21,16,2,11,8,5,14,35.7,9,19,5,5,26,18
David García,Osasuna,ESP,DF,2,29,21,19,9,1,16,21,61.5,10,40,19,22,47,115
Aimar Oroz,Osasuna,ESP,MF,0,43,30,18,20,5,13,25,35.1,24,27,2,17,59,11
Rubén Peña,Osasuna,ESP,"DF,FW",3,47,31,22,18,7,20,29,40.8,29,37,8,32,77,39
Johan Mojica,Osasuna,COL,DF,2,30,22,11,15,4,16,13,64,9,15,2,21,51,40
Moi Gómez,Osasuna,ESP,"MF,FW",0,30,23,7,19,4,9,14,37.5,15,15,1,11,41,22
Lucas Torró,Osasuna,ESP,MF,0,25,18,11,8,6,11,8,39.3,17,10,2,36,58,37
